Reaction
10040
10119
10155
10167
10227
10231
10247
10251
10303
10383
10415
10423
10491
10508
10535
10543
10679
10751
10803
10807
10815
10843
10895
10915
10935
10951
10967
11043
11067
11083
11095
11099
11143
11151
11163
11175
11199
11227
11308
11355
11367
11415
11599
11603
11615
11675
11683
11695
11711
11727
11740
11771
11803
11816
11827
11847
11923
11963
12059
12080
12107
12123
12175
12231
12248
12379
12403
12463
12539
12559
12608
12644
12656
12700
12736
12813
12816
12824
12912
12921
12936
12976
13020
13065
13076
13104
13124
13164
13188
13196
13216
13220
13236
13240
13248
13288
13316
13325
13389
13432
13436
13493
13512
13520
13556
13560
13636
13680
13700
13701
13720
13728
13756
13804
13852
13872
13900
13932
13968
13980
13988
13992
14080
14084
14105
14109
14248
14256
14268
14332
14360
14372
14468
14548
14632
14657
14668
14720
14732
14800
14804
14817
14820
14824
14829
14880
14908
14964
15009
15056
15096
15104
15136
15152
15172
15188
15196
15268
15308
15392
15396
15428
15449
15452
15469
15484
15504
15609
15616
15644
15652
15692
15756
15757
15760
15761
15764
15808
15820
15840
15841
15869
15892
15904
15944
15988
15992
16040
16072
16112
16120
16128
16172
16192
16197
16204
16236
16252
16296
16372
16373
16420
16428
16432
16576
16600
16604
16612
16672
16796
16812
16828
16833
16848
16856
16864
16884
16901
16916
16953
17032
17056
17092
17105
17132
17188
17236
17240
17280
17284
17328
17420
17456
17473
17604
17644
17649
17664
17740
17756
17772
17788
17801
17808
17825
17848
17908
17924
17941
17976
18040
18052
18133
18160
18164
18172
18184
18248
18256
18260
18304
18324
18408
18440
18448
18460
18476
18588
18609
18620
18632
18636
18684
18796
18832
18968
18988
19045
19048
19072
19128
19132
19172
19320
19364
19384
19400
19436
19456
19484
19500
19516
19524
19533
19540
19544
19556
19600
19628
19664
19689
19737
19804
19820
19824
19836
19868
19892
19912
19952
19984
19988
19993
20016
20052
20117
20132
20224
20249
20276
20309
20345
20373
20397
20517
20552
20557
20572
20608
20715
20739
20775
20783
20959
21019
21023
21036
21039
21083
21099
21143
21152
21191
21199
21211
21235
21259
21371
21384
21435
21451
21527
21543
21591
21623
21627
21647
21651
21732
21763
21824
21871
21971
22011
22027
22060
22071
22075
22091
22111
22147
22168
22171
22195
22287
22335
22371
22411
22475
22491
22495
22583
22587
22611
22627
22631
22751
22815
22827
22831
22840
22855
22863
22915
22927
22939
22967
22991
22995
23035
23103
23104
23151
23163
23176
23287
23291
23355
23375
23427
23447
23479
23523
23536
23587
23592
23599
23663
23679
23691
23703
23707
23739
23747
23779
23783
23787
23803
23867
23923
24023
24067
24152
24207
24251
24255
24284
24287
24295
24299
24363
24371
24387
24391
24403
24407
24411
24491
24563
24579
24631
24673
24677
24796
24804
24812
24816
24828
24885
24930
24934
25057
25061
25069
25078
25097
25101
25107
25111
25155
25184
25200
25240
25248
25249
25252
25280
25290
25293
25294
25301
25427
25591
25799
25879
25888
26122
26155
26212
26304
26429
26437
26525
26561
27380
27488
27626
27641
27642
27649
27653
27657
27661
27677
27681
27685
27689
27693
27697
27713
27717
27721
27741
27745
27753
27761
27765
27789
27825
27829
27849
27861
27865
27881
27885
27889
27893
27897
27901
28029
28033
28037
28041
28042
28049
28057
28073
28165
28193
28209
28237
28330
28333
28345
28357
28361
28365
28370
28377
28389
28406
28413
28417
28533
28537
28585
28613
28659
28678
28786
28810
29358
29362
29366
29370
29374
29378
29382
29394
29398
29402
30070
30078
30115
30119
30123
30131
30190
30238
30298
30350
30550
30658
30702
30710
30730
30734
30750
30754
30758
30762
30778
30782
30786
30790
30794
30798
30802
30806
30818
30874
30890
30934
30938
30942
30946
31042
31078
31090
31094
31106
31110
31114
31118
31134
31138
31142
31146
31162
31166
31170
31174
31182
31186
31187
31194
31198
31202
31206
31210
31230
31258
31286
31750
31758
31846
32174
32266
32274
32278
32290
32462
32530
32718
33026
33791
33802
33806
33870
34098
34102
34114
34118
34174
34194
34770
34802
34854
35326
35334
35590
36166
36374
37754
38215
40526
40666
40954
41528
41792
41800
41804
41808
41812
41820
41824
41828
41832
41836
41840
41844
41848
41852
41856
41860
41864
41868
41872
41876
41880
41884
41888
41892
41896
41900
41904
41908
41912
41916
41920
41924
41928
41932
42288
42343
42427
42703
43607
45335
45700
45767
45799
46012
46160
46164
51471
51619
51623
51627
51631
52307
52543
54528
54644
54868
54900
54936
61095
63204
64823
65032
70226
70298
70430
72070
72078
74167
76495
76499
76650
77642
77643
ABC_15903
ABC_16199
ABC_17750
ABC_29034
ABC_29985
ABC_29991
ABC_32551
ABC_326268
ABC_32682
ABC_33384
ABC_35235
ABC_40886
ABC_43474
ABC_46911
ABC_47013
ABC_507393
ABC_57305
ABC_57427
ABC_57595
ABC_57762
ABC_57834
ABC_57844
ABC_57912
ABC_57926
ABC_57972
ABC_58045
ABC_58048
ABC_58095
ABC_58315
ABC_58359
ABC_60039
ABC_60344
ANTI_15378_29101
ANTI_15378_32551
ANTI_15378_35235
ANTI_15378_57427
ANTI_15378_57762
ANTI_15378_58045
ANTI_15378_58340
ANTI_15589_29806
ANTI_15589_29991
ANTI_15589_30031
ANTI_29806_29991
ANTI_29806_30031
ANTI_29991_30031
ANTI_29991_57972
ANTI_32682_46911
ANTI_57287_57288
ATPM
DF_13705
DF_15343
DF_15354
DF_15361
DF_15377
DF_15378
DF_15379
DF_15562
DF_15589
DF_15677
DF_15678
DF_15698
DF_15740
DF_15792
DF_15903
DF_16004
DF_16040
DF_16189
DF_16199
DF_16235
DF_16236
DF_16301
DF_16335
DF_16383
DF_16450
DF_16526
DF_16651
DF_16659
DF_16704
DF_16708
DF_16709
DF_16750
DF_16810
DF_16842
DF_16881
DF_16899
DF_16947
DF_17172
DF_17256
DF_17310
DF_17368
DF_17378
DF_17544
DF_17562
DF_17568
DF_17596
DF_17632
DF_17712
DF_17748
DF_17750
DF_17754
DF_17775
DF_17790
DF_17821
DF_17992
DF_17997
DF_18107
DF_18276
DF_18391
DF_28061
DF_28645
DF_28938
DF_28997
DF_29033
DF_29034
DF_29101
DF_29806
DF_29985
DF_29991
DF_30031
DF_30089
DF_32551
DF_326268
DF_32682
DF_33384
DF_35235
DF_40886
DF_43474
DF_46911
DF_47013
DF_506227
DF_507393
DF_57287
DF_57288
DF_57305
DF_57427
DF_57595
DF_57597
DF_57762
DF_57834
DF_57844
DF_57912
DF_57926
DF_57972
DF_58045
DF_58048
DF_58095
DF_58315
DF_58340
DF_58359
DF_60039
DF_60344
EX_13705
EX_15343
EX_15354
EX_15361
EX_15377
EX_15378
EX_15379
EX_15562
EX_15589
EX_15677
EX_15678
EX_15698
EX_15740
EX_15792
EX_15903
EX_16004
EX_16040
EX_16189
EX_16199
EX_16235
EX_16236
EX_16301
EX_16335
EX_16383
EX_16450
EX_16526
EX_16651
EX_16659
EX_16704
EX_16708
EX_16709
EX_16750
EX_16810
EX_16842
EX_16881
EX_16899
EX_16947
EX_17172
EX_17256
EX_17310
EX_17368
EX_17378
EX_17544
EX_17562
EX_17568
EX_17596
EX_17632
EX_17712
EX_17748
EX_17750
EX_17754
EX_17775
EX_17790
EX_17821
EX_17992
EX_17997
EX_18107
EX_18276
EX_18391
EX_28061
EX_28645
EX_28938
EX_28997
EX_29033
EX_29034
EX_29101
EX_29806
EX_29985
EX_29991
EX_30031
EX_30089
EX_32551
EX_326268
EX_32682
EX_33384
EX_35235
EX_40886
EX_43474
EX_46911
EX_47013
EX_506227
EX_507393
EX_57287
EX_57288
EX_57305
EX_57427
EX_57595
EX_57597
EX_57762
EX_57834
EX_57844
EX_57912
EX_57926
EX_57972
EX_58045
EX_58048
EX_58095
EX_58315
EX_58340
EX_58359
EX_60039
EX_60344
H_ATPsynthase
Na_ATPsynthase
PERM_13705
PERM_15343
PERM_15361
PERM_15377
PERM_15379
PERM_15698
PERM_16236
PERM_16335
PERM_16450
PERM_16526
PERM_16659
PERM_16704
PERM_16709
PERM_16750
PERM_16842
PERM_16881
PERM_17172
PERM_17256
PERM_17310
PERM_17368
PERM_17378
PERM_17544
PERM_17562
PERM_17596
PERM_17748
PERM_17754
PERM_17775
PERM_17790
PERM_17821
PERM_17997
PERM_18107
PERM_18276
PERM_28061
PERM_28938
PERM_28997
PERM_29033
PTS_15903
PTS_16899
PTS_17992
PTS_28645
PTS_506227
SYM_15354_15378
SYM_15378_15562
SYM_15378_15589
SYM_15378_15677
SYM_15378_15678
SYM_15378_15740
SYM_15378_16004
SYM_15378_16040
SYM_15378_16189
SYM_15378_16235
SYM_15378_16301
SYM_15378_16383
SYM_15378_16651
SYM_15378_16708
SYM_15378_16810
SYM_15378_16947
SYM_15378_17568
SYM_15378_17632
SYM_15378_17712
SYM_15378_17750
SYM_15378_18391
SYM_15378_29806
SYM_15378_29985
SYM_15378_29991
SYM_15378_30031
SYM_15378_30089
SYM_15378_32551
SYM_15378_32682
SYM_15378_33384
SYM_15378_35235
SYM_15378_43474
SYM_15378_57305
SYM_15378_57427
SYM_15378_57595
SYM_15378_57597
SYM_15378_57762
SYM_15378_57844
SYM_15378_57912
SYM_15378_57926
SYM_15378_57972
SYM_15378_58045
SYM_15378_58048
SYM_15378_58095
SYM_15378_58315
SYM_15378_58359
SYM_15378_60039
SYM_15589_29101
SYM_15740_29101
SYM_15792_29101
SYM_16189_29101
SYM_16235_29101
SYM_16708_29101
SYM_17568_29101
SYM_17712_29101
SYM_29101_29806
SYM_29101_29985
SYM_29101_29991
SYM_29101_30031
SYM_29101_30089
SYM_29101_33384
SYM_29101_43474
SYM_29101_57305
SYM_29101_57427
SYM_29101_57762
SYM_29101_57926
SYM_29101_57972
SYM_29101_58045
SYM_29101_60039
biomass
biotin_pimeloyl_acp_methyl_ester_synthase
cyt_bc1
cyt_bd
cyt_bo
cyt_c
cyt_c_cbb3
glycogen_phosphorylase
glycogen_synthase
nfn
nqr
oad
pnt
rnf
