Reaction;Protein;Stoichiometry;Subunit;Notes;RHEA_ID;Equation;KEGG
R00004;WP_014230697.1;6;A;ppa;24579;diphosphate+H2O<=>2phosphate+H(+);Diphosphate + H2O -> Orthophosphate
R00004;WP_014231511.1;2;B;ppaC;24579;diphosphate+H2O<=>2phosphate+H(+);Diphosphate + H2O -> Orthophosphate
R00006;WP_014230733.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_014230733.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_014230733.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_014230733.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_014233403.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_014233403.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_014233403.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_014233403.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_020333557.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_020333557.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_020333557.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_020333557.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_020335849.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_020335849.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_020335849.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00006;WP_020335849.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;CO2 + 2-Acetolactate <- Pyruvate
R00028;WP_020335659.1;1;;;68799;D-maltose+H2O<=>alpha-D-glucose+D-glucose;Maltose + H2O -> D-Glucose
R00028;WP_020333716.1;1;;;68799;D-maltose+H2O<=>alpha-D-glucose+D-glucose;Maltose + H2O -> D-Glucose
R00036;WP_031779279.1;8;;;24067;25-aminolevulinate<=>porphobilinogen+2H2O+H(+);5-Aminolevulinate -> Porphobilinogen + H2O
R00066;WP_020333251.1;60;;;20775;26,7-dimethyl-8-(1-D-ribityl)lumazine+H(+)<=>5-amino-6-(D-ribitylamino)uracil+riboflavin;6,7-Dimethyl-8-(D-ribityl)lumazine -> Riboflavin + 5-Amino-6-(1-D-ribitylamino)uracil
R00066;WP_020333699.1;60;;;20775;26,7-dimethyl-8-(1-D-ribityl)lumazine+H(+)<=>5-amino-6-(D-ribitylamino)uracil+riboflavin;6,7-Dimethyl-8-(D-ribityl)lumazine -> Riboflavin + 5-Amino-6-(1-D-ribitylamino)uracil
R00078;WP_014233168.1;24;;;11151;4Fe(2+)+O2+4H(+)<=>4Fe(3+)+2H2O;Oxygen + Fe2+ + H+ <-> Fe3+ + H2O
R00084;WP_020334065.1;1;;;13188;4porphobilinogen+H2O<=>hydroxymethylbilane+4NH4(+);Porphobilinogen + H2O -> Hydroxymethylbilane + Ammonia
R00086;WP_020333972.1;2;;;13068;ATP+H2O<=>ADP+phosphate+H(+);ATP + H2O -> ADP + Orthophosphate
R00086;WP_020333972.1;2;;;14676;apolaraminoacid(out)+ATP+H2O<=>apolaraminoacid(in)+ADP+phosphate+H(+);ATP + H2O -> ADP + Orthophosphate
R00086;WP_020333972.1;2;;;14736;Ag(+)(in)+ATP+H2O<=>Ag(+)(out)+ADP+phosphate+H(+);ATP + H2O -> ADP + Orthophosphate
R00086;WP_020333972.1;2;;;15184;anacyl-CoA(out)+ATP+H2O<=>anacyl-CoA(in)+ADP+phosphate+H(+);ATP + H2O -> ADP + Orthophosphate
R00086;WP_020333972.1;2;;;20624;Zn(2+)(in)+ATP+H2O<=>Zn(2+)(out)+ADP+phosphate+H(+);ATP + H2O -> ADP + Orthophosphate
R00086;WP_020333972.1;2;;;20855;ATP+H2O+H(+)(in)<=>ADP+phosphate+2H(+)(out);ATP + H2O -> ADP + Orthophosphate
R00087;WP_020333972.1;2;;;14248;ATP+H2O<=>AMP+diphosphate+H(+);ATP + H2O -> Diphosphate + AMP
R00089;WP_020334064.1;1;;;15392;ATP<=>3',5'-cyclicAMP+diphosphate;ATP -> Diphosphate + 3',5'-Cyclic AMP
R00093;WP_020335903.1;2;A;;13756;2L-glutamate+NAD(+)<=>L-glutamine+2-oxoglutarate+NADH+H(+);L-Glutamate + NAD+ <- 2-Oxoglutarate + H+ + L-Glutamine + NADH
R00093;WP_014230823.1;2;A;;13756;2L-glutamate+NAD(+)<=>L-glutamine+2-oxoglutarate+NADH+H(+);L-Glutamate + NAD+ <- 2-Oxoglutarate + H+ + L-Glutamine + NADH
R00093;WP_020335901.1;2;B;;13756;2L-glutamate+NAD(+)<=>L-glutamine+2-oxoglutarate+NADH+H(+);L-Glutamate + NAD+ <- 2-Oxoglutarate + H+ + L-Glutamine + NADH
R00093;WP_014230821.1;2;B;;13756;2L-glutamate+NAD(+)<=>L-glutamine+2-oxoglutarate+NADH+H(+);L-Glutamate + NAD+ <- 2-Oxoglutarate + H+ + L-Glutamine + NADH
R00103;WP_020334705.1;2;;;11803;NAD(+)+H2O<=>beta-nicotinamideD-ribonucleotide+AMP+2H(+);NAD+ + H2O -> Nicotinamide D-ribonucleotide + AMP
R00103;WP_020333972.1;2;;;11803;NAD(+)+H2O<=>beta-nicotinamideD-ribonucleotide+AMP+2H(+);NAD+ + H2O -> Nicotinamide D-ribonucleotide + AMP
R00104;WP_014230981.1;6;;;18632;NAD(+)+ATP<=>ADP+NADP(+)+H(+);ATP + NAD+ <-> ADP + NADP+
R00112;WP_014233300.1;8;A;;11695;NAD(+)+NADPH<=>NADH+NADP(+);NAD+ + NADPH <-> NADP+ + NADH
R00114;WP_020335903.1;2;A;;15504;2L-glutamate+NADP(+)<=>L-glutamine+2-oxoglutarate+NADPH+H(+);L-Glutamate + NADP+ <- 2-Oxoglutarate + H+ + L-Glutamine + NADPH
R00114;WP_014230823.1;2;A;;15504;2L-glutamate+NADP(+)<=>L-glutamine+2-oxoglutarate+NADPH+H(+);L-Glutamate + NADP+ <- 2-Oxoglutarate + H+ + L-Glutamine + NADPH
R00114;WP_020335901.1;2;B;;15504;2L-glutamate+NADP(+)<=>L-glutamine+2-oxoglutarate+NADPH+H(+);L-Glutamate + NADP+ <- 2-Oxoglutarate + H+ + L-Glutamine + NADPH
R00114;WP_014230821.1;2;B;;15504;2L-glutamate+NADP(+)<=>L-glutamine+2-oxoglutarate+NADPH+H(+);L-Glutamate + NADP+ <- 2-Oxoglutarate + H+ + L-Glutamine + NADPH
R00125;WP_014230715.1;1;;;24255;P(1),P(4)-bis(5'-adenosyl)tetraphosphate+H2O<=>2ADP+2H(+);P1,P4-Bis(5'-adenosyl)tetraphosphate + H2O -> ADP
R00127;WP_014231127.1;1;;;12976;AMP+ATP<=>2ADP;ATP + AMP <-> ADP
R00130;WP_020333951.1;1;;;18248;3'-dephospho-CoA+ATP<=>ADP+CoA+H(+);ATP + Dephospho-CoA <-> CoA + ADP
R00137;WP_014234741.1;1;;;21363;beta-nicotinamideD-ribonucleotide+ATP+H(+)<=>diphosphate+NAD(+);Nicotinamide D-ribonucleotide + ATP <-> Diphosphate + NAD+
R00150;WP_020336084.1;1;;;10155;hydrogencarbonate+NH4(+)+ATP<=>carbamoylphosphate+ADP+H2O+H(+);HCO3- + Ammonia + ATP <- Carbamoyl phosphate + ADP + H2O
R00156;WP_014230937.1;4;;;25101;UDP+ATP<=>UTP+ADP;UDP + ATP <-> UTP + ADP
R00158;WP_005494271.1;6;;;24403;UMP+ATP<=>UDP+ADP;ATP + UMP <-> UDP + ADP
R00161;WP_020335928.1;1;;;17240;FMN+ATP+H(+)<=>FAD+diphosphate;FMN + ATP <-> Diphosphate + FAD
R00174;WP_020333481.1;2;;;10227;pyridoxal+ATP<=>pyridoxal5'-phosphate+ADP+H(+);ATP + Pyridoxal -> Pyridoxal phosphate + ADP
R00174;WP_020335174.1;2;;;10227;pyridoxal+ATP<=>pyridoxal5'-phosphate+ADP+H(+);ATP + Pyridoxal -> Pyridoxal phosphate + ADP
R00177;WP_014233023.1;4;;;21083;L-methionine+ATP+H2O<=>S-adenosyl-L-methionine+phosphate+diphosphate;Diphosphate + S-Adenosyl-L-methionine + Orthophosphate <- L-Methionine + ATP + H2O
R00182;WP_014231027.1;1;;;20132;AMP+H2O<=>adenine+D-ribose5-phosphate;AMP + H2O -> Adenine + D-Ribose 5-phosphate
R00183;WP_020332984.1;1;;;29378;AMP+H2O<=>adenosine+phosphate;AMP + H2O -> Adenosine + Orthophosphate
R00183;WP_020333325.1;1;;;29378;AMP+H2O<=>adenosine+phosphate;AMP + H2O -> Adenosine + Orthophosphate
R00183;WP_020334911.1;1;;;29378;AMP+H2O<=>adenosine+phosphate;AMP + H2O -> Adenosine + Orthophosphate
R00183;WP_024372917.1;1;;;29378;AMP+H2O<=>adenosine+phosphate;AMP + H2O -> Adenosine + Orthophosphate
R00183;WP_024372975.1;1;;;29378;AMP+H2O<=>adenosine+phosphate;AMP + H2O -> Adenosine + Orthophosphate
R00189;WP_020333748.1;2;;;21191;deamido-NAD(+)+NH4(+)+ATP<=>AMP+diphosphate+NAD(+)+H(+);Ammonia + ATP + Deamino-NAD+ -> Diphosphate + AMP + NAD+
R00189;WP_020335374.1;2;;;21191;deamido-NAD(+)+NH4(+)+ATP<=>AMP+diphosphate+NAD(+)+H(+);Ammonia + ATP + Deamino-NAD+ -> Diphosphate + AMP + NAD+
R00190;WP_020334560.1;2;;;16612;AMP+diphosphate<=>5-phospho-alpha-D-ribose1-diphosphate+adenine;Diphosphate + AMP <- Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate
R00191;WP_014230774.1;1;;;25280;3',5'-cyclicAMP+H2O<=>AMP+H(+);3',5'-Cyclic AMP + H2O -> AMP
R00194;WP_014230819.1;2;;;17808;S-adenosyl-L-homocysteine+H2O<=>S-(5-deoxy-D-ribos-5-yl)-L-homocysteine+adenine;S-Adenosyl-L-homocysteine + H2O -> Adenine + S-Ribosyl-L-homocysteine
R00196;WP_014234939.1;1;;;19912;(S)-lactate+2Fe(III)-[cytochromec]<=>2Fe(II)-[cytochromec]+pyruvate+2H(+);Ferricytochrome c + (S)-Lactate <-> Pyruvate + H+ + Ferrocytochrome c
R00199;WP_020334436.1;2;;;11367;pyruvate+ATP+H2O<=>phosphoenolpyruvate+AMP+phosphate+2H(+);H2O + Pyruvate + ATP -> AMP + Orthophosphate + Phosphoenolpyruvate
R00199;WP_020334978.1;2;;;11367;pyruvate+ATP+H2O<=>phosphoenolpyruvate+AMP+phosphate+2H(+);H2O + Pyruvate + ATP -> AMP + Orthophosphate + Phosphoenolpyruvate
R00200;WP_014230734.1;4;;;18160;pyruvate+ATP<=>phosphoenolpyruvate+ADP+H(+);Pyruvate + ATP <- ADP + Phosphoenolpyruvate
R00200;WP_020335623.1;4;;;18160;pyruvate+ATP<=>phosphoenolpyruvate+ADP+H(+);Pyruvate + ATP <- ADP + Phosphoenolpyruvate
R00209;WP_014232944.1;2;;;28045;pyruvate+NAD(+)+CoA<=>acetyl-CoA+CO2+NADH;Pyruvate + CoA + NAD+ -> CO2 + Acetyl-CoA + H+ + NADH
R00209;WP_020336079.1;2;;;28045;pyruvate+NAD(+)+CoA<=>acetyl-CoA+CO2+NADH;Pyruvate + CoA + NAD+ -> CO2 + Acetyl-CoA + H+ + NADH
R00212;WP_020332855.1;2;;;11847;formate+acetyl-CoA<=>pyruvate+CoA;Acetyl-CoA + Formate <- CoA + Pyruvate
R00214;WP_014231589.1;4;;;12656;(S)-malate+NAD(+)<=>pyruvate+CO2+NADH;(S)-Malate + NAD+ <-> Pyruvate + CO2 + H+ + NADH
R00216;WP_014233167.1;8;;;18256;(S)-malate+NADP(+)<=>pyruvate+CO2+NADPH;(S)-Malate + NADP+ <-> Pyruvate + CO2 + H+ + NADPH
R00217;WP_014232970.1;1;A;;15644;oxaloacetate+H(+)<=>pyruvate+CO2;Oxaloacetate -> Pyruvate + CO2
R00217;WP_020333959.1;1;A;;15644;oxaloacetate+H(+)<=>pyruvate+CO2;Oxaloacetate -> Pyruvate + CO2
R00217;WP_020333958.1;1;A;;15644;oxaloacetate+H(+)<=>pyruvate+CO2;Oxaloacetate -> Pyruvate + CO2
R00220;WP_020333560.1;4;;;19172;L-serine<=>pyruvate+NH4(+);L-Serine -> Pyruvate + Ammonia
R00221;WP_020333012.1;1;;;13980;D-serine<=>pyruvate+NH4(+);D-Serine -> Pyruvate + Ammonia
R00226;WP_014230733.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;(S)-2-Acetolactate + CO2 <- Pyruvate
R00226;WP_014233403.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;(S)-2-Acetolactate + CO2 <- Pyruvate
R00226;WP_020333557.1;2;B;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;(S)-2-Acetolactate + CO2 <- Pyruvate
R00226;WP_020335849.1;2;A;;25252;2pyruvate+H(+)<=>(2S)-2-acetolactate+CO2;(S)-2-Acetolactate + CO2 <- Pyruvate
R00228;WP_020333215.1;1;;;23291;acetaldehyde+NAD(+)+CoA<=>acetyl-CoA+NADH+H(+);CoA + Acetaldehyde + NAD+ <-> Acetyl-CoA + H+ + NADH
R00230;WP_014232520.1;6;;;19524;acetyl-CoA+phosphate<=>acetylphosphate+CoA;Acetyl-CoA + Orthophosphate <-> CoA + Acetyl phosphate
R00230;WP_020335188.1;6;;;19524;acetyl-CoA+phosphate<=>acetylphosphate+CoA;Acetyl-CoA + Orthophosphate <-> CoA + Acetyl phosphate
R00235;WP_020336224.1;1;;;23179;acetate+ATP+CoA<=>acetyl-CoA+AMP+diphosphate;Acetate + CoA + ATP <-> Diphosphate + Acetyl-CoA + AMP
R00235;WP_020334974.1;1;;;23179;acetate+ATP+CoA<=>acetyl-CoA+AMP+diphosphate;Acetate + CoA + ATP <-> Diphosphate + Acetyl-CoA + AMP
R00236;WP_020336224.1;1;;;23176;acetate+ATP+CoA=acetyl-CoA+AMP+diphosphate;CoA + Acetyl adenylate -> Acetyl-CoA + AMP
R00236;WP_020334974.1;1;;;23176;acetate+ATP+CoA=acetyl-CoA+AMP+diphosphate;CoA + Acetyl adenylate -> Acetyl-CoA + AMP
R00238;WP_061778630.1;1;;;21039;2acetyl-CoA<=>acetoacetyl-CoA+CoA;Acetyl-CoA <- Acetoacetyl-CoA + CoA
R00239;WP_014231006.1;4;;;14880;L-glutamate+ATP<=>L-glutamyl5-phosphate+ADP;L-Glutamate + ATP <- L-Glutamyl 5-phosphate + ADP
R00243;WP_014231888.1;1;;;15136;L-glutamate+NAD(+)+H2O<=>2-oxoglutarate+NH4(+)+NADH+H(+);L-Glutamate + NAD+ + H2O <-> Ammonia + 2-Oxoglutarate + H+ + NADH
R00245;WP_020335027.1;2;;;30238;L-glutamate5-semialdehyde+NAD(+)+H2O<=>L-glutamate+NADH+2H(+);L-Glutamate 5-semialdehyde + NAD+ + H2O -> L-Glutamate + H+ + NADH
R00245;WP_024372956.1;2;;;30238;L-glutamate5-semialdehyde+NAD(+)+H2O<=>L-glutamate+NADH+2H(+);L-Glutamate 5-semialdehyde + NAD+ + H2O -> L-Glutamate + H+ + NADH
R00248;WP_020335903.1;2;A;;11615;L-glutamate+NADP(+)+H2O<=>2-oxoglutarate+NH4(+)+NADPH+H(+);L-Glutamate + NADP+ + H2O <-> Ammonia + 2-Oxoglutarate + H+ + NADPH
R00248;WP_014230823.1;2;A;;11615;L-glutamate+NADP(+)+H2O<=>2-oxoglutarate+NH4(+)+NADPH+H(+);L-Glutamate + NADP+ + H2O <-> Ammonia + 2-Oxoglutarate + H+ + NADPH
R00248;WP_020335901.1;2;B;;11615;L-glutamate+NADP(+)+H2O<=>2-oxoglutarate+NH4(+)+NADPH+H(+);L-Glutamate + NADP+ + H2O <-> Ammonia + 2-Oxoglutarate + H+ + NADPH
R00248;WP_014230821.1;2;B;;11615;L-glutamate+NADP(+)+H2O<=>2-oxoglutarate+NH4(+)+NADPH+H(+);L-Glutamate + NADP+ + H2O <-> Ammonia + 2-Oxoglutarate + H+ + NADPH
R00253;WP_020332829.1;12;;;16172;L-glutamate+NH4(+)+ATP<=>L-glutamine+ADP+phosphate+H(+);Ammonia + L-Glutamate + ATP <-> ADP + Orthophosphate + L-Glutamine
R00253;WP_014231254.1;12;;;16172;L-glutamate+NH4(+)+ATP<=>L-glutamine+ADP+phosphate+H(+);Ammonia + L-Glutamate + ATP <-> ADP + Orthophosphate + L-Glutamine
R00253;WP_014230521.1;12;;;16172;L-glutamate+NH4(+)+ATP<=>L-glutamine+ADP+phosphate+H(+);Ammonia + L-Glutamate + ATP <-> ADP + Orthophosphate + L-Glutamine
R00256;WP_014233039.1;4;;;15892;L-glutamine+H2O<=>L-glutamate+NH4(+);L-Glutamine + H2O -> Ammonia + L-Glutamate
R00256;WP_014230813.1;1;A;;15892;L-glutamine+H2O<=>L-glutamate+NH4(+);L-Glutamine + H2O -> Ammonia + L-Glutamate
R00256;WP_014230812.1;1;A;;15892;L-glutamine+H2O<=>L-glutamate+NH4(+);L-Glutamine + H2O -> Ammonia + L-Glutamate
R00257;WP_020333748.1;2;;;24387;deamido-NAD(+)+L-glutamine+ATP+H2O<=>L-glutamate+AMP+diphosphate+NAD(+)+H(+);ATP + L-Glutamine + Deamino-NAD+ + H2O -> Diphosphate + L-Glutamate + AMP + NAD+
R00258;WP_014231230.1;2;;;19456;L-alanine+2-oxoglutarate<=>pyruvate+L-glutamate;L-Alanine + 2-Oxoglutarate <-> Pyruvate + L-Glutamate
R00259;WP_014232813.1;6;;;24295;L-glutamate+acetyl-CoA<=>N-acetyl-L-glutamate+CoA+H(+);Acetyl-CoA + L-Glutamate -> CoA + N-Acetyl-L-glutamate
R00259;WP_014233156.1;1;;;24295;L-glutamate+acetyl-CoA<=>N-acetyl-L-glutamate+CoA+H(+);Acetyl-CoA + L-Glutamate -> CoA + N-Acetyl-L-glutamate
R00260;WP_014233294.1;1;;;12816;L-glutamate<=>D-glutamate;L-Glutamate <-> D-Glutamate
R00261;WP_020333004.1;1;;;17788;L-glutamate+H(+)<=>4-aminobutanoate+CO2;L-Glutamate -> CO2 + 4-Aminobutanoate
R00264;WP_020333868.1;1;;;11299;2,5-dioxopentanoate+NADP(+)+H2O<=>2-oxoglutarate+NADPH+2H(+);2,5-Dioxopentanoate + NADP+ + H2O -> 2-Oxoglutarate + H+ + NADPH
R00267;WP_014231318.1;2;;;19632;D-threo-isocitrate+NADP(+)<=>2-oxoglutarate+CO2+NADPH;NADP+ + Isocitrate <-> CO2 + 2-Oxoglutarate + H+ + NADPH
R00268;WP_014231318.1;2;;;19384;(S)-oxalosuccinate+H(+)<=>2-oxoglutarate+CO2;Oxalosuccinate -> CO2 + 2-Oxoglutarate
R00271;WP_020333817.1;1;;;12932;acetyl-CoA+2-oxoglutarate+H2O<=>(2R)-homocitrate+CoA+H(+);Acetyl-CoA + 2-Oxoglutarate + H2O -> CoA + (R)-2-Hydroxybutane-1,2,4-tricarboxylate
R00277;WP_014235106.1;2;;;15820;pyridoxamine5'-phosphate+O2+H2O<=>pyridoxal5'-phosphate+H2O2+NH4(+);Oxygen + Pyridoxamine phosphate + H2O -> Pyridoxal phosphate + Ammonia + Hydrogen peroxide
R00278;WP_014235106.1;2;;;15152;pyridoxine5'-phosphate+O2<=>pyridoxal5'-phosphate+H2O2;Oxygen + Pyridoxine phosphate -> Pyridoxal phosphate + Hydrogen peroxide
R00286;WP_020335767.1;1;;;23599;UDP-alpha-D-glucose+2NAD(+)+H2O<=>UDP-alpha-D-glucuronate+2NADH+3H(+);H2O + NAD+ + UDP-glucose -> UDP-glucuronate + H+ + NADH
R00289;WP_014233119.1;5;;;19892;alpha-D-glucose1-phosphate+UTP+H(+)<=>UDP-alpha-D-glucose+diphosphate;UTP + D-Glucose 1-phosphate <-> Diphosphate + UDP-glucose
R00289;WP_014233119.1;4;;;19892;alpha-D-glucose1-phosphate+UTP+H(+)<=>UDP-alpha-D-glucose+diphosphate;UTP + D-Glucose 1-phosphate <-> Diphosphate + UDP-glucose
R00291;WP_020333532.1;1;;;22171;UDP-alpha-D-glucose<=>UDP-alpha-D-galactose;UDP-glucose <-> UDP-alpha-D-galactose
R00299;WP_020335259.1;1;;;17828;D-glucose+ATP<=>D-glucose6-phosphate+ADP+H(+);ATP + D-Glucose -> D-Glucose 6-phosphate + ADP
R00310;WP_020333364.1;1;;;22587;hemeb+2H(+)<=>protoporphyrinIX+Fe(2+);Protoporphyrin + Fe2+ <-> Heme + H+
R00315;WP_014232519.1;2;;;11355;acetate+ATP<=>acetylphosphate+ADP;Acetate + ATP <-> Acetyl phosphate + ADP
R00315;WP_020336024.1;2;;;11355;acetate+ATP<=>acetylphosphate+ADP;Acetate + ATP <-> Acetyl phosphate + ADP
R00316;WP_020336224.1;1;;;58139;acetate+ATP+H(+)<=>acetyl-AMP+diphosphate;Acetate + ATP <- Diphosphate + Acetyl adenylate
R00316;WP_020336224.1;1;;;58139;acetate+ATP+H(+)<=>acetyl-AMP+diphosphate;Acetate + ATP <- Diphosphate + Acetyl adenylate
R00316;WP_020334974.1;1;;;58139;acetate+ATP+H(+)<=>acetyl-AMP+diphosphate;Acetate + ATP <- Diphosphate + Acetyl adenylate
R00316;WP_020334974.1;1;;;58139;acetate+ATP+H(+)<=>acetyl-AMP+diphosphate;Acetate + ATP <- Diphosphate + Acetyl adenylate
R00330;WP_014230937.1;4;;;27689;GDP+ATP<=>GTP+ADP;ATP + GDP <-> GTP + ADP
R00332;WP_014230561.1;4;;;20783;GMP+ATP<=>GDP+ADP;GMP + ATP <-> ADP + GDP
R00336;WP_014230559.1;1;;;14256;guanosine3',5'-bis(diphosphate)+H2O<=>GDP+diphosphate+H(+);H2O + Guanosine 3',5'-bis(diphosphate) -> Diphosphate + GDP
R00341;WP_014230529.1;1;;;18620;oxaloacetate+ATP<=>phosphoenolpyruvate+ADP+CO2;Oxaloacetate + ATP <-> CO2 + ADP + Phosphoenolpyruvate
R00342;WP_014230708.1;2;;;21435;(S)-malate+NAD(+)<=>oxaloacetate+NADH+H(+);(S)-Malate + NAD+ <- Oxaloacetate + H+ + NADH
R00345;WP_014233161.1;4;;;28370;;Oxaloacetate + Orthophosphate <- H2O + CO2 + Phosphoenolpyruvate
R00351;WP_020334027.1;6;;;16848;oxaloacetate+acetyl-CoA+H2O<=>citrate+CoA+H(+);Citrate + CoA <- Acetyl-CoA + Oxaloacetate + H2O
R00355;WP_020334859.1;1;;;21827;L-aspartate+2-oxoglutarate<=>oxaloacetate+L-glutamate;L-Aspartate + 2-Oxoglutarate <-> Oxaloacetate + L-Glutamate
R00357;WP_014233002.1;1;;;19028;L-aspartate+O2+H2O<=>oxaloacetate+H2O2+NH4(+);Oxygen + L-Aspartate + H2O -> Ammonia + Oxaloacetate + Hydrogen peroxide
R00361;WP_020333856.1;1;;;46015;(S)-malate+aquinone<=>aquinol+oxaloacetate;(S)-Malate + Quinone <-> Oxaloacetate + Hydroquinone
R00361;WP_020333178.1;1;;;46015;(S)-malate+aquinone<=>aquinol+oxaloacetate;(S)-Malate + Quinone <-> Oxaloacetate + Hydroquinone
R00362;WP_020335782.1;1;;;10763;citrate<=>oxaloacetate+acetate;Citrate -> Acetate + Oxaloacetate
R00369;WP_020334524.1;1;;;24251;glyoxylate+L-alanine<=>glycine+pyruvate;L-Alanine + Glyoxylate <-> Pyruvate + Glycine
R00371;WP_020333441.1;2;;;20739;glycine+acetyl-CoA<=>(2S)-2-amino-3-oxobutanoate+CoA;Acetyl-CoA + Glycine <- CoA + L-2-Amino-3-oxobutanoic acid
R00372;WP_020334524.1;1;;;14092;glycine+2-oxoglutarate<=>glyoxylate+L-glutamate;2-Oxoglutarate + Glycine <-> L-Glutamate + Glyoxylate
R00396;WP_014231457.1;1;;;18408;L-alanine+NAD(+)+H2O<=>pyruvate+NH4(+)+NADH+H(+);L-Alanine + NAD+ + H2O <-> Pyruvate + Ammonia + H+ + NADH
R00405;WP_014231153.1;2;A;sucC;17664;succinate+ATP+CoA<=>succinyl-CoA+ADP+phosphate;Succinate + CoA + ATP <-> ADP + Orthophosphate + Succinyl-CoA
R00405;WP_014231152.1;2;A;sucD;17664;succinate+ATP+CoA<=>succinyl-CoA+ADP+phosphate;Succinate + CoA + ATP <-> ADP + Orthophosphate + Succinyl-CoA
R00409;WP_014231937.1;4;;;16812;(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate<=>pyruvate+succinate;(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate -> Succinate + Pyruvate
R00411;WP_014231645.1;1;;;15172;N-succinyl-L-glutamate+H2O<=>L-glutamate+succinate;N-Succinyl-L-glutamate + H2O -> Succinate + L-Glutamate
R00416;WP_014233410.1;3;;;13512;N-acetyl-alpha-D-glucosamine1-phosphate+UTP+H(+)<=>UDP-N-acetyl-alpha-D-glucosamine+diphosphate;UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate <-> Diphosphate + UDP-N-acetyl-alpha-D-glucosamine
R00425;WP_014231011.1;2;;;23707;GTP+4H2O<=>2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine+formate+2phosphate+3H(+);H2O + GTP -> Formate + Orthophosphate + 2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
R00425;WP_014232379.1;2;;;23707;GTP+4H2O<=>2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine+formate+2phosphate+3H(+);H2O + GTP -> Formate + Orthophosphate + 2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
R00426;WP_014233038.1;2;;;29394;GTP+H2O<=>GMP+diphosphate+H(+);GTP + H2O -> Diphosphate + GMP
R00426;WP_020333972.1;2;;;29394;GTP+H2O<=>GMP+diphosphate+H(+);GTP + H2O -> Diphosphate + GMP
R00428;WP_014233818.1;10;;;17473;GTP+H2O=7,8-dihydroneopterin3'-triphosphate+formate+H(+);GTP + H2O <- Formamidopyrimidine nucleoside triphosphate
R00429;WP_014232988.1;1;;;22091;GTP+ATP<=>guanosine3'-diphosphate5'-triphosphate+AMP;GTP + ATP <-> AMP + Guanosine 3'-diphosphate 5'-triphosphate
R00430;WP_014230734.1;4;;;30298;GTP+pyruvate<=>phosphoenolpyruvate+GDP+H(+);Pyruvate + GTP <- GDP + Phosphoenolpyruvate
R00430;WP_020335623.1;4;;;30298;GTP+pyruvate<=>phosphoenolpyruvate+GDP+H(+);Pyruvate + GTP <- GDP + Phosphoenolpyruvate
