Reaction;Protein;Stoichiometry;Subunit;Notes;RHEA_ID;Equation;KEGG
R01132;WP_014232942.1;4;;;17976;IMP+diphosphate<=>hypoxanthine+5-phospho-alpha-D-ribose1-diphosphate;Diphosphate + IMP <- 5-Phospho-alpha-D-ribose 1-diphosphate + Hypoxanthine
R01134;WP_014233825.1;4;;;17188;IMP+NH4(+)+NADP(+)<=>GMP+NADPH+2H(+);Ammonia + IMP + NADP+ -> GMP + H+ + NADPH
R01135;WP_014233201.1;2;;;15756;IMP+L-aspartate+GTP<=>N(6)-(1,2-dicarboxyethyl)-AMP+GDP+phosphate+2H(+);IMP + GTP + L-Aspartate <-> Orthophosphate + N6-(1,2-Dicarboxyethyl)-AMP + GDP
R01135;WP_020334438.1;2;;;15756;IMP+L-aspartate+GTP<=>N(6)-(1,2-dicarboxyethyl)-AMP+GDP+phosphate+2H(+);IMP + GTP + L-Aspartate <-> Orthophosphate + N6-(1,2-Dicarboxyethyl)-AMP + GDP
R01137;WP_014230937.1;4;;;27677;dADP+ATP<=>dATP+ADP;ATP + dADP <-> ADP + dATP
R01138;WP_014230734.1;4;;;30730;dATP+pyruvate<=>dADP+phosphoenolpyruvate+H(+);Pyruvate + dATP <- dADP + Phosphoenolpyruvate
R01138;WP_020335623.1;4;;;30730;dATP+pyruvate<=>dADP+phosphoenolpyruvate+H(+);Pyruvate + dATP <- dADP + Phosphoenolpyruvate
R01150;WP_020334883.1;1;;;11227;2D-alanine+ATP<=>D-alanyl-D-alanine+ADP+phosphate+H(+);D-Alanine + ATP -> D-Alanyl-D-alanine + ADP + Orthophosphate
R01152;WP_014232021.1;1;;;22287;N-carbamoylputrescine+H2O+2H(+)<=>putrescine+NH4(+)+CO2;N-Carbamoylputrescine + H2O -> Ammonia + CO2 + Putrescine
R01154;WP_014234687.1;12;;;25184;putrescine+acetyl-CoA<=>N-acetylputrescine+CoA+H(+);Acetyl-CoA + Putrescine -> CoA + N-Acetylputrescine
R01157;WP_014233532.1;1;;;13932;agmatine+H2O<=>urea+putrescine;Agmatine + H2O -> Urea + Putrescine
R01163;WP_020332948.1;2;;;33806;L-histidinal+NAD(+)+H2O<=>L-histidine+NADH+2H(+);L-Histidinal + NAD+ + H2O -> L-Histidine + H+ + NADH
R01168;WP_020334089.1;1;;;21235;L-histidine<=>trans-urocanate+NH4(+);L-Histidine <-> Ammonia + Urocanate
R01171;WP_020333002.1;1;;;52575;butanoyl-CoA+NAD(+)<=>(2E)-butenoyl-CoA+NADH+H(+);Butanoyl-CoA + NAD+ <- H+ + NADH + Crotonoyl-CoA
R01171;WP_020334896.1;1;;;52575;butanoyl-CoA+NAD(+)<=>(2E)-butenoyl-CoA+NADH+H(+);Butanoyl-CoA + NAD+ <- H+ + NADH + Crotonoyl-CoA
R01175;WP_020335125.1;1;;;24007;butanoyl-CoA+oxidized[electron-transferflavoprotein]+H(+)<=>(2E)-butenoyl-CoA+reduced[electron-transferflavoprotein];Butanoyl-CoA + FAD -> FADH2 + Crotonoyl-CoA
R01175;WP_020335125.1;1;;;30734;butanoyl-CoA+FAD+H(+)<=>(2E)-butenoyl-CoA+FADH2;Butanoyl-CoA + FAD -> FADH2 + Crotonoyl-CoA
R01177;WP_061778630.1;1;;;31114;butanoyl-CoA+acetyl-CoA<=>3-oxohexanoyl-CoA+CoA;Butanoyl-CoA + Acetyl-CoA <- CoA + 3-Oxohexanoyl-CoA
R01201;WP_014231796.1;1;;;17420;N-acetyl-D-glucosamine+ATP<=>N-acetyl-D-glucosamine6-phosphate+ADP+H(+);N-Acetyl-D-glucosamine + ATP <-> ADP + N-Acetyl-D-glucosamine 6-phosphate
R01209;WP_020333559.1;2;;;20939;2,3-dihydroxy-3-methylbutanoate<=>3-methyl-2-oxobutanoate+H2O;2,3-Dihydroxy-3-methylbutanoate -> 3-Methyl-2-oxobutanoic acid + H2O
R01213;WP_014230726.1;2;;;21527;3-methyl-2-oxobutanoate+acetyl-CoA+H2O<=>(2S)-2-isopropylmalate+CoA+H(+);alpha-Isopropylmalate + CoA <- Acetyl-CoA + 3-Methyl-2-oxobutanoic acid + H2O
R01213;WP_020333887.1;2;;;21527;3-methyl-2-oxobutanoate+acetyl-CoA+H2O<=>(2S)-2-isopropylmalate+CoA+H(+);alpha-Isopropylmalate + CoA <- Acetyl-CoA + 3-Methyl-2-oxobutanoic acid + H2O
R01214;WP_014234314.1;6;;;24816;L-valine+2-oxoglutarate<=>3-methyl-2-oxobutanoate+L-glutamate;L-Valine + 2-Oxoglutarate <-> L-Glutamate + 3-Methyl-2-oxobutanoic acid
R01215;WP_014231230.1;2;;;22915;L-valine+pyruvate<=>3-methyl-2-oxobutanoate+L-alanine;L-Valine + Pyruvate <-> L-Alanine + 3-Methyl-2-oxobutanoic acid
R01215;WP_020333580.1;2;;;22915;L-valine+pyruvate<=>3-methyl-2-oxobutanoate+L-alanine;L-Valine + Pyruvate <-> L-Alanine + 3-Methyl-2-oxobutanoic acid
R01220;WP_014231181.1;2;;;22815;(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate+NADP(+)<=>(6R)-5,10-methenyltetrahydrofolate+NADPH;5,10-Methylenetetrahydrofolate + NADP+ <-> 5,10-Methenyltetrahydrofolate + NADPH
R01221;WP_014232944.1;2;;;27761;(6S)-5,6,7,8-tetrahydrofolate+glycine+NAD(+)<=>(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate+NH4(+)+CO2+NADH;Tetrahydrofolate + NAD+ + Glycine <-> 5,10-Methylenetetrahydrofolate + Ammonia + CO2 + H+ + NADH
R01221;WP_020334943.1;1;;;27761;(6S)-5,6,7,8-tetrahydrofolate+glycine+NAD(+)<=>(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate+NH4(+)+CO2+NADH;Tetrahydrofolate + NAD+ + Glycine <-> 5,10-Methylenetetrahydrofolate + Ammonia + CO2 + H+ + NADH
R01221;WP_020334947.1;1;;;27761;(6S)-5,6,7,8-tetrahydrofolate+glycine+NAD(+)<=>(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate+NH4(+)+CO2+NADH;Tetrahydrofolate + NAD+ + Glycine <-> 5,10-Methylenetetrahydrofolate + Ammonia + CO2 + H+ + NADH
R01221;WP_020336079.1;2;;;27761;(6S)-5,6,7,8-tetrahydrofolate+glycine+NAD(+)<=>(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate+NH4(+)+CO2+NADH;Tetrahydrofolate + NAD+ + Glycine <-> 5,10-Methylenetetrahydrofolate + Ammonia + CO2 + H+ + NADH
R01224;WP_014233163.1;4;;;19820;(6S)-5-methyl-5,6,7,8-tetrahydrofolate+NADP(+)<=>(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate+NADPH+H(+);NADP+ + 5-Methyltetrahydrofolate <- 5,10-Methylenetetrahydrofolate + H+ + NADPH
R01226;WP_020333937.1;10;;;11827;3-methyl-2-oxobutanoate+(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate+H2O<=>2-dehydropantoate+(6S)-5,6,7,8-tetrahydrofolate;5,10-Methylenetetrahydrofolate + 3-Methyl-2-oxobutanoic acid + H2O <-> 2-Dehydropantoate + Tetrahydrofolate
R01227;WP_020332984.1;1;;;27717;GMP+H2O<=>guanosine+phosphate;GMP + H2O -> Guanosine + Orthophosphate
R01227;WP_020333325.1;1;;;27717;GMP+H2O<=>guanosine+phosphate;GMP + H2O -> Guanosine + Orthophosphate
R01227;WP_020334911.1;1;;;27717;GMP+H2O<=>guanosine+phosphate;GMP + H2O -> Guanosine + Orthophosphate
R01227;WP_024372917.1;1;;;27717;GMP+H2O<=>guanosine+phosphate;GMP + H2O -> Guanosine + Orthophosphate
R01227;WP_024372975.1;1;;;27717;GMP+H2O<=>guanosine+phosphate;GMP + H2O -> Guanosine + Orthophosphate
R01228;WP_014231481.1;1;;;27713;guanosine+ATP<=>GMP+ADP+H(+);Guanosine + ATP -> GMP + ADP
R01228;WP_014234279.1;1;;;27713;guanosine+ATP<=>GMP+ADP+H(+);Guanosine + ATP -> GMP + ADP
R01229;WP_020334560.1;2;;;25427;GMP+diphosphate<=>guanine+5-phospho-alpha-D-ribose1-diphosphate;Diphosphate + GMP <- 5-Phospho-alpha-D-ribose 1-diphosphate + Guanine
R01230;WP_014230949.1;2;;;18304;XMP+NH4(+)+ATP<=>GMP+AMP+diphosphate+2H(+);Ammonia + ATP + Xanthosine 5'-phosphate -> Diphosphate + GMP + AMP
R01231;WP_014230949.1;2;;;11683;XMP+L-glutamine+ATP+H2O<=>GMP+L-glutamate+AMP+diphosphate+2H(+);ATP + L-Glutamine + Xanthosine 5'-phosphate + H2O -> Diphosphate + GMP + L-Glutamate + AMP
R01244;WP_020334120.1;1;;;23691;adenine+H2O+H(+)<=>hypoxanthine+NH4(+);Adenine + H2O -> Ammonia + Hypoxanthine
R01248;WP_020333888.1;1;;;14108;L-proline+NAD(+)<=>1-pyrroline-5-carboxylate+NADH+2H(+);NAD+ + L-Proline <- H+ + (S)-1-Pyrroline-5-carboxylate + NADH
R01248;WP_020334000.1;1;;;14108;L-proline+NAD(+)<=>1-pyrroline-5-carboxylate+NADH+2H(+);NAD+ + L-Proline <- H+ + (S)-1-Pyrroline-5-carboxylate + NADH
R01251;WP_020333888.1;1;;;14112;L-proline+NADP(+)<=>1-pyrroline-5-carboxylate+NADPH+2H(+);NADP+ + L-Proline <- H+ + (S)-1-Pyrroline-5-carboxylate + NADPH
R01251;WP_020334000.1;1;;;14112;L-proline+NADP(+)<=>1-pyrroline-5-carboxylate+NADPH+2H(+);NADP+ + L-Proline <- H+ + (S)-1-Pyrroline-5-carboxylate + NADPH
R01253;WP_020335027.1;2;;;23787;L-proline+aquinone<=>(S)-1-pyrroline-5-carboxylate+aquinol+H(+);Quinone + L-Proline <-> Hydroquinone + (S)-1-Pyrroline-5-carboxylate
R01253;WP_024372956.1;2;;;23787;L-proline+aquinone<=>(S)-1-pyrroline-5-carboxylate+aquinol+H(+);Quinone + L-Proline <-> Hydroquinone + (S)-1-Pyrroline-5-carboxylate
R01257;WP_020333856.1;1;;;46012;(S)-malate+aquinone=aquinol+oxaloacetate;(S)-Malate + FAD <-> Oxaloacetate + FADH2
R01257;WP_020333178.1;1;;;46012;(S)-malate+aquinone=aquinol+oxaloacetate;(S)-Malate + FAD <-> Oxaloacetate + FADH2
R01268;WP_020334401.1;1;;;14548;nicotinamide+H2O<=>nicotinate+NH4(+);Nicotinamide + H2O -> Nicotinate + Ammonia
R01279;WP_020335125.1;1;;;30750;hexadecanoyl-CoA+FAD+H(+)<=>(2E)-hexadecenoyl-CoA+FADH2;FAD + Palmitoyl-CoA -> FADH2 + trans-Hexadec-2-enoyl-CoA
R01280;WP_024373071.1;1;A;;30754;hexadecanoate+ATP+CoA<=>hexadecanoyl-CoA+AMP+diphosphate;CoA + Hexadecanoic acid + ATP <-> Diphosphate + AMP + Palmitoyl-CoA
R01280;WP_020335574.1;1;A;;30754;hexadecanoate+ATP+CoA<=>hexadecanoyl-CoA+AMP+diphosphate;CoA + Hexadecanoic acid + ATP <-> Diphosphate + AMP + Palmitoyl-CoA
R01280;WP_020336111.1;2;A;;30754;hexadecanoate+ATP+CoA<=>hexadecanoyl-CoA+AMP+diphosphate;CoA + Hexadecanoic acid + ATP <-> Diphosphate + AMP + Palmitoyl-CoA
R01280;WP_020335848.1;1;A;;30754;hexadecanoate+ATP+CoA<=>hexadecanoyl-CoA+AMP+diphosphate;CoA + Hexadecanoic acid + ATP <-> Diphosphate + AMP + Palmitoyl-CoA
R01280;WP_020333762.1;1;A;;30754;hexadecanoate+ATP+CoA<=>hexadecanoyl-CoA+AMP+diphosphate;CoA + Hexadecanoic acid + ATP <-> Diphosphate + AMP + Palmitoyl-CoA
R01286;WP_020332971.1;4;;;13968;L,L-cystathionine+H2O<=>L-homocysteine+pyruvate+NH4(+);L-Cystathionine + H2O -> Ammonia + Pyruvate + L-Homocysteine
R01286;WP_020335210.1;2;;;13968;L,L-cystathionine+H2O<=>L-homocysteine+pyruvate+NH4(+);L-Cystathionine + H2O -> Ammonia + Pyruvate + L-Homocysteine
R01287;WP_020333661.1;1;;;27825;O-acetyl-L-homoserine+hydrogensulfide<=>L-homocysteine+acetate;O-Acetyl-L-homoserine + Hydrogen sulfide -> Acetate + L-Homocysteine
R01288;WP_020334622.1;4;;;27829;O-succinyl-L-homoserine+hydrogensulfide<=>L-homocysteine+succinate;Hydrogen sulfide + O-Succinyl-L-homoserine -> Succinate + L-Homocysteine
R01291;WP_014232962.1;2;;;17756;S-(5-deoxy-D-ribos-5-yl)-L-homocysteine<=>(S)-4,5-dihydroxypentane-2,3-dione+L-homocysteine;S-Ribosyl-L-homocysteine -> (S)-4,5-Dihydroxypentane-2,3-dione + L-Homocysteine
R01302;WP_020334038.1;1;;;16508;chorismate<=>4-hydroxybenzoate+pyruvate;Pyruvate + 4-Hydroxybenzoate <- Chorismate
R01324;WP_020333930.1;1;;;10339;citrate<=>D-threo-isocitrate;Citrate <-> Isocitrate
R01325;WP_020333930.1;1;;;10231;citrate<=>cis-aconitate+H2O;Citrate <-> cis-Aconitate + H2O
R01334;WP_020336179.1;1;;;14372;2-phosphoglycolate+H2O<=>glycolate+phosphate;2-Phosphoglycolate + H2O -> Orthophosphate + Glycolate
R01353;WP_014232519.1;2;;;23151;propanoate+ATP<=>propanoylphosphate+ADP;Propanoate + ATP <- ADP + Propanoyl phosphate
R01353;WP_020336024.1;2;;;23151;propanoate+ATP<=>propanoylphosphate+ADP;Propanoate + ATP <- ADP + Propanoyl phosphate
R01354;WP_020336337.1;1;;;20373;propanoate+ATP+CoA=propanoyl-CoA+AMP+diphosphate;Propanoate + ATP <-> Diphosphate + Propionyladenylate
R01354;WP_020336224.1;1;;;20373;propanoate+ATP+CoA=propanoyl-CoA+AMP+diphosphate;Propanoate + ATP <-> Diphosphate + Propionyladenylate
R01354;WP_020334974.1;1;;;20373;propanoate+ATP+CoA=propanoyl-CoA+AMP+diphosphate;Propanoate + ATP <-> Diphosphate + Propionyladenylate
R01357;WP_020335274.1;1;;;16120;acetoacetate+ATP+CoA<=>acetoacetyl-CoA+AMP+diphosphate;CoA + ATP + Acetoacetate <-> Acetoacetyl-CoA + Diphosphate + AMP
R01360;WP_020333780.1;1;;;24407;(3S)-hydroxy-3-methylglutaryl-CoA<=>acetoacetate+acetyl-CoA;(S)-3-Hydroxy-3-methylglutaryl-CoA -> Acetyl-CoA + Acetoacetate
R01360;WP_020336020.1;1;;;24407;(3S)-hydroxy-3-methylglutaryl-CoA<=>acetoacetate+acetyl-CoA;(S)-3-Hydroxy-3-methylglutaryl-CoA -> Acetyl-CoA + Acetoacetate
R01364;WP_020333141.1;1;;;10247;4-fumarylacetoacetate+H2O<=>acetoacetate+fumarate+H(+);Fumarate + Acetoacetate <- 4-Fumarylacetoacetate + H2O
R01372;WP_020333139.1;1;;;31110;3-phenylpyruvate+O2<=>(2-hydroxyphenyl)acetate+CO2;Oxygen + Phenylpyruvate -> CO2 + 2-Hydroxyphenylacetate
R01373;WP_020333562.1;1;;;21651;prephenate+H(+)<=>3-phenylpyruvate+CO2+H2O;Prephenate -> CO2 + Phenylpyruvate + H2O
R01373;WP_020335942.1;2;;;21651;prephenate+H(+)<=>3-phenylpyruvate+CO2+H2O;Prephenate -> CO2 + Phenylpyruvate + H2O
R01388;WP_020334492.1;1;;;17908;(R)-glycerate+NAD(+)<=>3-hydroxypyruvate+NADH+H(+);NAD+ + D-Glycerate <- Hydroxypyruvate + H+ + NADH
R01395;WP_014230813.1;1;;;30758;carbamate+ATP<=>carbamoylphosphate+ADP;Carbamate + ATP <- Carbamoyl phosphate + ADP
R01395;WP_014230812.1;1;;;30758;carbamate+ATP<=>carbamoylphosphate+ADP;Carbamate + ATP <- Carbamoyl phosphate + ADP
R01395;WP_020336084.1;1;;;30758;carbamate+ATP<=>carbamoylphosphate+ADP;Carbamate + ATP <- Carbamoyl phosphate + ADP
R01397;WP_014233064.1;6;A;;20016;carbamoylphosphate+L-aspartate<=>N-carbamoyl-L-aspartate+phosphate+H(+);Carbamoyl phosphate + L-Aspartate -> Orthophosphate + N-Carbamoyl-L-aspartate
R01397;WP_020334484.1;6;A;;20016;carbamoylphosphate+L-aspartate<=>N-carbamoyl-L-aspartate+phosphate+H(+);Carbamoyl phosphate + L-Aspartate -> Orthophosphate + N-Carbamoyl-L-aspartate
R01398;WP_020334483.1;3;;;19516;carbamoylphosphate+L-ornithine<=>L-citrulline+phosphate+H(+);L-Ornithine + Carbamoyl phosphate -> L-Citrulline + Orthophosphate
R01401;WP_014230819.1;2;;;13620;S-methyl-5'-thioadenosine+H2O<=>5-(methylsulfanyl)-D-ribose+adenine;5'-Methylthioadenosine + H2O -> Adenine + 5-Methylthio-D-ribose
R01411;WP_020334355.1;6;;;30762;5-methylcytosine+H2O+H(+)<=>thymine+NH4(+);5-Methylcytosine + H2O -> Ammonia + Thymine
R01416;WP_014232020.1;1;;;18040;agmatine+H2O<=>N-carbamoylputrescine+NH4(+);Agmatine + H2O -> Ammonia + N-Carbamoylputrescine
R01465;WP_014234946.1;4;;;13164;L-threonine+NAD(+)<=>(2S)-2-amino-3-oxobutanoate+NADH+H(+);NAD+ + L-Threonine <- L-2-Amino-3-oxobutanoic acid + H+ + NADH
R01466;WP_020335912.1;1;;;10843;O-phospho-L-homoserine+H2O<=>L-threonine+phosphate;O-Phospho-L-homoserine + H2O -> Orthophosphate + L-Threonine
R01492;WP_014232502.1;1;;;28674;2cob(II)alamin+reduced[electron-transferflavoprotein]+2ATP<=>2adenosylcob(III)alamin+2triphosphate+oxidized[electron-transferflavoprotein]+3H(+);Cob(I)alamin + ATP <-> Triphosphate + Cobamide coenzyme
R01512;WP_014233019.1;1;;;14804;(2R)-3-phosphoglycerate+ATP<=>(2R)-3-phospho-glyceroylphosphate+ADP;ATP + 3-Phospho-D-glycerate <- 3-Phospho-D-glyceroyl phosphate + ADP
R01513;WP_014233013.1;4;;;12644;(2R)-3-phosphoglycerate+NAD(+)<=>3-phosphooxypyruvate+NADH+H(+);3-Phospho-D-glycerate + NAD+ <- H+ + 3-Phosphonooxypyruvate + NADH
R01518;WP_014233217.1;1;;;15904;(2R)-2-phosphoglycerate<=>(2R)-3-phosphoglycerate;2-Phospho-D-glycerate <-> 3-Phospho-D-glycerate
R01526;WP_020334999.1;1;;;17604;D-ribulose+ATP<=>D-ribulose5-phosphate+ADP+H(+);D-Ribulose + ATP -> ADP + D-Ribulose 5-phosphate
R01528;WP_014231949.1;2;;;10119;6-phospho-D-gluconate+NADP(+)<=>D-ribulose5-phosphate+CO2+NADPH;NADP+ + 6-Phospho-D-gluconate <-> CO2 + H+ + D-Ribulose 5-phosphate + NADPH
R01528;WP_020336051.1;2;;;10119;6-phospho-D-gluconate+NADP(+)<=>D-ribulose5-phosphate+CO2+NADPH;NADP+ + 6-Phospho-D-gluconate <-> CO2 + H+ + D-Ribulose 5-phosphate + NADPH
R01529;WP_014233143.1;1;;;13680;D-ribulose5-phosphate<=>D-xylulose5-phosphate;D-Ribulose 5-phosphate <-> D-Xylulose 5-phosphate
R01541;WP_020335091.1;1;;;14800;2-dehydro-3-deoxy-D-gluconate+ATP<=>2-dehydro-3-deoxy-6-phospho-D-gluconate+ADP+H(+);2-Dehydro-3-deoxy-D-gluconate + ATP -> 2-Dehydro-3-deoxy-6-phospho-D-gluconate + ADP
R01542;WP_014233474.1;4;;;24235;2-dehydro-3-deoxy-D-gluconate+NAD(+)<=>3-deoxy-D-glycero-2,5-hexodiulosonate+NADH+H(+);2-Dehydro-3-deoxy-D-gluconate + NAD+ <-> H+ + (4S)-4,6-Dihydroxy-2,5-dioxohexanoate + NADH
R01547;WP_014231127.1;1;;;23103;dAMP+ATP<=>dADP+ADP;dAMP + ATP <-> ADP + dADP
R01560;WP_020336291.1;1;;;24411;adenosine+H2O+H(+)<=>inosine+NH4(+);Adenosine + H2O -> Ammonia + Inosine
R01561;WP_014232864.1;6;;;27645;adenosine+phosphate<=>alpha-D-ribose1-phosphate+adenine;Adenosine + Orthophosphate <-> Adenine + alpha-D-Ribose 1-phosphate
R01561;WP_014233458.1;1;;;27645;adenosine+phosphate<=>alpha-D-ribose1-phosphate+adenine;Adenosine + Orthophosphate <-> Adenine + alpha-D-Ribose 1-phosphate
R01561;WP_014234920.1;6;;;27645;adenosine+phosphate<=>alpha-D-ribose1-phosphate+adenine;Adenosine + Orthophosphate <-> Adenine + alpha-D-Ribose 1-phosphate
R01562;WP_020335810.1;1;;;27901;3'-AMP+H2O<=>adenosine+phosphate;3'-AMP + H2O -> Adenosine + Orthophosphate
R01567;WP_014231499.1;4;;;19132;thymidine+ATP<=>dTMP+ADP+H(+);Thymidine + ATP -> ADP + dTMP
R01569;WP_020332984.1;1;;;11083;dTMP+H2O<=>thymidine+phosphate;dTMP + H2O -> Thymidine + Orthophosphate
R01569;WP_020333325.1;1;;;11083;dTMP+H2O<=>thymidine+phosphate;dTMP + H2O -> Thymidine + Orthophosphate
R01569;WP_020334911.1;1;;;11083;dTMP+H2O<=>thymidine+phosphate;dTMP + H2O -> Thymidine + Orthophosphate
R01569;WP_024372917.1;1;;;11083;dTMP+H2O<=>thymidine+phosphate;dTMP + H2O -> Thymidine + Orthophosphate
R01569;WP_024372975.1;1;;;11083;dTMP+H2O<=>thymidine+phosphate;dTMP + H2O -> Thymidine + Orthophosphate
R01570;WP_014233458.1;1;;;16040;thymidine+phosphate<=>2-deoxy-alpha-D-ribose1-phosphate+thymine;Thymidine + Orthophosphate <-> Thymine + 2-Deoxy-D-ribose 1-phosphate
R01577;WP_020336030.1;6;;;13852;D-arabinose<=>D-ribulose;D-Arabinose <-> D-Ribulose
R01582;WP_020335357.1;1;;;15869;D-alanine+2-oxoglutarate=D-glutamate+pyruvate;D-Phenylalanine + 2-Oxoglutarate <-> D-Glutamate + Phenylpyruvate
R01600;WP_020335259.1;1;;;17825;D-glucose+ATP=D-glucose6-phosphate+ADP+H(+);beta-D-Glucose + ATP -> beta-D-Glucose 6-phosphate + ADP
R01623;WP_020334919.1;1;;;20540;holo-[ACP]+H2O<=>apo-[ACP]+(R)-4'-phosphopantetheine+H(+);H2O + Acyl-carrier protein <-> Pantetheine 4'-phosphate + Apo-[acyl-carrier protein]
R01625;WP_020333975.1;2;;;12071;apo-[ACP]+CoA<=>holo-[ACP]+adenosine3',5'-bisphosphate+H(+);CoA + Apo-[acyl-carrier protein] <-> Acyl-carrier protein + Adenosine 3',5'-bisphosphate
R01626;WP_020335642.1;1;;;41795;holo-[ACP]+malonyl-CoA<=>malonyl-[ACP]+CoA;Acyl-carrier protein + Malonyl-CoA <-> CoA + Malonyl-[acyl-carrier protein]
R01626;WP_024372831.1;1;;;41795;holo-[ACP]+malonyl-CoA<=>malonyl-[ACP]+CoA;Acyl-carrier protein + Malonyl-CoA <-> CoA + Malonyl-[acyl-carrier protein]
R01639;WP_020335203.1;2;;;10967;D-xylulose+ATP<=>D-xylulose5-phosphate+ADP+H(+);ATP + D-Xylulose -> D-Xylulose 5-phosphate + ADP
R01641;WP_020333990.1;1;;;10511;D-sedoheptulose7-phosphate+D-glyceraldehyde3-phosphate<=>aldehydo-D-ribose5-phosphate+D-xylulose5-phosphate;D-Glyceraldehyde 3-phosphate + Sedoheptulose 7-phosphate <-> D-Ribose 5-phosphate + D-Xylulose 5-phosphate
R01641;WP_020334176.1;1;;;10511;D-sedoheptulose7-phosphate+D-glyceraldehyde3-phosphate<=>aldehydo-D-ribose5-phosphate+D-xylulose5-phosphate;D-Glyceraldehyde 3-phosphate + Sedoheptulose 7-phosphate <-> D-Ribose 5-phosphate + D-Xylulose 5-phosphate
R01648;WP_014234566.1;1;;;23355;4-aminobutanoate+2-oxoglutarate<=>succinatesemialdehyde+L-glutamate;4-Aminobutanoate + 2-Oxoglutarate <-> Succinate semialdehyde + L-Glutamate
R01648;WP_020335347.1;1;;;23355;4-aminobutanoate+2-oxoglutarate<=>succinatesemialdehyde+L-glutamate;4-Aminobutanoate + 2-Oxoglutarate <-> Succinate semialdehyde + L-Glutamate
R01648;WP_020336394.1;1;;;23355;4-aminobutanoate+2-oxoglutarate<=>succinatesemialdehyde+L-glutamate;4-Aminobutanoate + 2-Oxoglutarate <-> Succinate semialdehyde + L-Glutamate
R01648;WP_024373021.1;1;;;23355;4-aminobutanoate+2-oxoglutarate<=>succinatesemialdehyde+L-glutamate;4-Aminobutanoate + 2-Oxoglutarate <-> Succinate semialdehyde + L-Glutamate
R01655;WP_014231181.1;2;;;23703;(6R)-5,10-methenyltetrahydrofolate+H2O<=>(6R)-10-formyltetrahydrofolate+H(+);5,10-Methenyltetrahydrofolate + H2O <-> 10-Formyltetrahydrofolate + H+
R01658;WP_014231017.1;1;;;22411;isopentenyldiphosphate+dimethylallyldiphosphate<=>(2E)-geranyldiphosphate+diphosphate;Dimethylallyl diphosphate + Isopentenyl diphosphate -> Diphosphate + Geranyl diphosphate
R01663;WP_014233800.1;1;;;22927;dCMP+H2O+H(+)<=>dUMP+NH4(+);dCMP + H2O -> Ammonia + dUMP
R01664;WP_020332984.1;1;;;29366;dCMP+H2O<=>2'-deoxycytidine+phosphate;dCMP + H2O -> Orthophosphate + Deoxycytidine
R01664;WP_020333325.1;1;;;29366;dCMP+H2O<=>2'-deoxycytidine+phosphate;dCMP + H2O -> Orthophosphate + Deoxycytidine
R01664;WP_020334911.1;1;;;29366;dCMP+H2O<=>2'-deoxycytidine+phosphate;dCMP + H2O -> Orthophosphate + Deoxycytidine
R01664;WP_024372917.1;1;;;29366;dCMP+H2O<=>2'-deoxycytidine+phosphate;dCMP + H2O -> Orthophosphate + Deoxycytidine
R01664;WP_024372975.1;1;;;29366;dCMP+H2O<=>2'-deoxycytidine+phosphate;dCMP + H2O -> Orthophosphate + Deoxycytidine
R01665;WP_014232468.1;1;;;25097;dCMP+ATP<=>dCDP+ADP;ATP + dCMP <-> ADP + dCDP
R01676;WP_020333741.1;1;;;14668;guanine+H2O+H(+)<=>xanthine+NH4(+);Guanine + H2O <- Ammonia + Xanthine
R01676;WP_020336095.1;1;;;14668;guanine+H2O+H(+)<=>xanthine+NH4(+);Guanine + H2O <- Ammonia + Xanthine
R01678;WP_024372634.1;1;;lacZ;10076;lactose+H2O=beta-D-galactose+D-glucose;Lactose + H2O -> D-Galactose + alpha-D-Glucose
R01682;WP_020333004.1;1;;;25224;L-cysteate+H(+)<=>taurine+CO2;L-Cysteate -> CO2 + Taurine
R01698;WP_014232944.1;2;;;33062;(R)-dihydrolipoamide+NAD(+)<=>(R)-lipoamide+NADH+H(+);NAD+ + Dihydrolipoamide <-> Lipoamide + H+ + NADH
R01698;WP_020336079.1;2;;;33062;(R)-dihydrolipoamide+NAD(+)<=>(R)-lipoamide+NADH+H(+);NAD+ + Dihydrolipoamide <-> Lipoamide + H+ + NADH
R01706;Missing;1;;;41935;hexadecanoyl-[ACP]+H2O<=>hexadecanoate+holo-[ACP]+H(+);Hexadecanoyl-[acp] + H2O <-> Hexadecanoic acid + Acyl-carrier protein
R01710;WP_014235106.1;2;;;30778;pyridoxamine+O2+H2O<=>pyridoxal+H2O2+NH4(+);Oxygen + Pyridoxamine + H2O -> Ammonia + Pyridoxal + Hydrogen peroxide
R01711;WP_014235106.1;2;;;15036;pyridoxine+O2<=>pyridoxal+H2O2;Oxygen + Pyridoxine -> Pyridoxal + Hydrogen peroxide
R01714;WP_014232622.1;4;;;21023;5-O-(1-carboxyvinyl)-3-phosphoshikimate<=>chorismate+phosphate;5-O-(1-Carboxyvinyl)-3-phosphoshikimate -> Chorismate + Orthophosphate
R01715;WP_014230880.1;1;;;13900;chorismate<=>prephenate;Chorismate -> Prephenate
