rhea,kegg
17735,R00218
17736,R00218
17737,R02413
17738,R02413
17739,R02413
17740,R02413
17741,R06847
17742,R06847
17743,R06847
17744,R06847
17745,R01205
17746,R01205
17747,R01205
17748,R01205
17749,R05152
17750,R05152
17751,R05152
17752,R05152
17753,R01291
17754,R01291
17755,R01291
17756,R01291
17757,R00656
17758,R00656
17759,R00656
17760,R00656
17761,R01488
17762,R01488
17763,R01488
17764,R01488
17765,R01662
17766,R01662
17767,R01662
17768,R01662
17769,R05739
17770,R05739
17771,R05739
17772,R05739
17769,R07409
17770,R07409
17771,R07409
17772,R07409
17773,R03650
17774,R03650
17775,R03650
17776,R03650
17777,R04452
17778,R04452
17779,R04452
17780,R04452
17781,R00653
17782,R00653
17783,R00653
17784,R00653
17785,R00261
17786,R00261
17787,R00261
17788,R00261
17789,R03832
17790,R03832
17791,R03832
17792,R03832
17797,R02890
17798,R02890
17799,R02890
17800,R02890
17801,R00693
17802,R00693
17803,R00693
17804,R00693
17805,R00194
17806,R00194
17807,R00194
17808,R00194
17809,R04237
17810,R04237
17811,R04237
17812,R04237
17813,R02555
17814,R02555
17815,R02555
17816,R02555
17817,R04550
17818,R04550
17819,R04550
17820,R04550
17821,R03524
17822,R03524
17823,R03524
17824,R03524
17825,R00299
17826,R00299
17827,R00299
17828,R00299
17833,R02667
17834,R02667
17835,R02667
17836,R02667
17837,R04167
17838,R04167
17839,R04167
17840,R04167
17845,R03458
17846,R03458
17847,R03458
17848,R03458
17849,R03027
17850,R03027
17851,R03027
17852,R03027
26526,R09698
26527,R09698
26528,R09698
26529,R09698
17853,R01695
17854,R01695
17855,R01695
17856,R01695
17857,R07205
17858,R07205
17859,R07205
17860,R07205
17861,R04165
17862,R04165
17863,R04165
17864,R04165
17865,R07354
17866,R07354
17867,R07354
17868,R07354
17869,R07354
17870,R07354
17871,R07354
17872,R07354
17877,R07330
17878,R07330
17879,R07330
17880,R07330
17881,R01963
17882,R01963
17883,R01963
17884,R01963
17885,R05380
17886,R05380
17887,R05380
17888,R05380
17889,R00748
17890,R00748
17891,R00748
17892,R00748
17897,R05745
17898,R05745
17899,R05745
17900,R05745
17901,R02982
17902,R02982
17903,R02982
17904,R02982
21244,R02982
21245,R02982
21246,R02982
21247,R02982
17905,R01388
17906,R01388
17907,R01388
17908,R01388
17909,R00753
17910,R00753
17911,R00753
17912,R00753
17913,R00794
17914,R00794
17915,R00794
17916,R00794
17917,R03956
17918,R03956
17919,R03956
17920,R03956
17921,R05604
17922,R05604
17923,R05604
17924,R05604
17925,R01757
17926,R01757
17927,R01757
17928,R01757
17929,R01495
17930,R01495
17931,R01495
17932,R01495
17933,R07375
17934,R07375
17935,R07375
17936,R07375
17937,R01016
17938,R01016
17939,R01016
17940,R01016
17941,R04425
17942,R04425
17943,R04425
17944,R04425
17945,R02468
17946,R02468
17947,R02468
17948,R02468
17949,R05719
17950,R05719
17951,R05719
17952,R05719
17953,R02665
17954,R02665
17955,R02665
17956,R02665
17957,R01611
17958,R01611
17959,R01611
17960,R01611
17961,R03058
17962,R03058
17963,R03058
17964,R03058
17969,R02786
17970,R02786
17971,R02786
17972,R02786
17973,R01132
17974,R01132
17975,R01132
17976,R01132
17977,R01998
17978,R01998
17979,R01998
17980,R01998
17985,R03283
17986,R03283
17987,R03283
17988,R03283
17993,R02741
17994,R02741
17995,R02741
17996,R02741
17997,R05808
17998,R05808
17999,R05808
18000,R05808
18001,R03360
18002,R03360
18003,R03360
18004,R03360
18005,R08573
18006,R08573
18007,R08573
18008,R08573
18013,R02930
18014,R02930
18015,R02930
18016,R02930
18017,R01974
18018,R01974
18019,R01974
18020,R01974
18021,R04648
18022,R04648
18023,R04648
18024,R04648
18029,R07641
18030,R07641
18031,R07641
18032,R07641
18033,R01295
18034,R01295
18035,R01295
18036,R01295
18037,R01416
18038,R01416
18039,R01416
18040,R01416
18041,R00790
18042,R00790
18043,R00790
18044,R00790
18045,R04180
18046,R04180
18047,R04180
18048,R04180
18049,R02283
18050,R02283
18051,R02283
18052,R02283
18053,R05548
18054,R05548
18055,R05548
18056,R05548
18057,R04078
18058,R04078
18059,R04078
18060,R04078
18061,R03390
18062,R03390
18063,R03390
18064,R03390
18069,R00567
18070,R00567
18071,R00567
18072,R00567
18077,R03447
18078,R03447
18079,R03447
18080,R03447
19149,R00555
19150,R00555
19151,R00555
19152,R00555
18081,R02305
18082,R02305
18083,R02305
18084,R02305
18085,R04540
18086,R04540
18087,R04540
18088,R04540
18089,R02621
18090,R02621
18091,R02621
18092,R02621
18093,R00978
18094,R00978
18095,R00978
18096,R00978
18097,R04154
18098,R04154
18099,R04154
18100,R04154
18101,R05313
18102,R05313
18103,R05313
18104,R05313
18109,R04520
18110,R04520
18111,R04520
18112,R04520
18113,R00331
18114,R00331
18115,R00331
18116,R00331
18125,R07166
18126,R07166
18127,R07166
18128,R07166
18129,R01338
18130,R01338
18131,R01338
18132,R01338
18133,R00529
18134,R00529
18135,R00529
18136,R00529
18137,R07138
18138,R07138
18139,R07138
18140,R07138
18141,R03279
18142,R03279
18143,R03279
18144,R03279
18145,R00866
18146,R00866
18147,R00866
18148,R00866
18149,R05168
18150,R05168
18151,R05168
18152,R05168
18153,R00012
18154,R00012
18155,R00012
18156,R00012
18157,R00200
18158,R00200
18159,R00200
18160,R00200
56960,R02320
56961,R02320
56962,R02320
56963,R02320
18161,R03991
18162,R03991
18163,R03991
18164,R03991
18165,R05263
18166,R05263
18167,R05263
18168,R05263
18169,R00470
18170,R00470
18171,R00470
18172,R00470
18173,R03358
18174,R03358
18175,R03358
18176,R03358
18177,R00384
18178,R00384
18179,R00384
18180,R00384
18181,R00472
18182,R00472
18183,R00472
18184,R00472
18185,R05696
18186,R05696
18187,R05696
18188,R05696
18189,R02421
18190,R02421
18191,R02421
18192,R02421
18197,R05771
18198,R05771
18199,R05771
18200,R05771
18201,R07212
18202,R07212
18203,R07212
18204,R07212
18205,R02214
18206,R02214
18207,R02214
18208,R02214
18209,R02007
18210,R02007
18211,R02007
18212,R02007
18213,R00956
18214,R00956
18215,R00956
18216,R00956
18217,R07275
18218,R07275
18219,R07275
18220,R07275
18221,R03454
18222,R03454
18223,R03454
18224,R03454
18225,R10975
18226,R10975
18227,R10975
18228,R10975
18229,R00717
18230,R00717
18231,R00717
18232,R00717
18237,R02656
18238,R02656
18239,R02656
18240,R02656
18241,R02852
18242,R02852
18243,R02852
18244,R02852
18245,R00130
18246,R00130
18247,R00130
18248,R00130
18253,R00216
18254,R00216
18255,R00216
18256,R00216
18257,R03220
18258,R03220
18259,R03220
18260,R03220
18261,R05219
18262,R05219
18263,R05219
18264,R05219
18265,R05581
18266,R05581
18267,R05581
18268,R05581
18269,R04106
18270,R04106
18271,R04106
18272,R04106
18273,R01151
18274,R01151
18275,R01151
18276,R01151
18277,R01235
18278,R01235
18279,R01235
18280,R01235
18281,R00402
18282,R00402
18283,R00402
18284,R00402
18285,R02182
18286,R02182
18287,R02182
18288,R02182
18289,R00340
18290,R00340
18291,R00340
18292,R00340
18293,R01558
18294,R01558
18295,R01558
18296,R01558
18297,R05167
18298,R05167
18299,R05167
18300,R05167
18301,R01230
18302,R01230
18303,R01230
18304,R01230
18305,R01806
18306,R01806
18307,R01806
18308,R01806
18309,R02192
18310,R02192
18311,R02192
18312,R02192
18313,R01767
18314,R01767
18315,R01767
18316,R01767
18321,R01090
18322,R01090
18323,R01090
18324,R01090
18325,R07630
18326,R07630
18327,R07630
18328,R07630
18329,R03745
18330,R03745
18331,R03745
18332,R03745
18333,R03780
18334,R03780
18335,R03780
18336,R03780
18337,R01055
18338,R01055
18339,R01055
18340,R01055
18341,R02428
18342,R02428
18343,R02428
18344,R02428
18357,R02832
18358,R02832
18359,R02832
18360,R02832
18361,R03356
18362,R03356
18363,R03356
18364,R03356
18365,R00215
18366,R00215
18367,R00215
18368,R00215
18369,R00846
18370,R00846
18371,R00846
18372,R00846
18373,R05795
18374,R05795
18375,R05795
18376,R05795
18377,R02227
18378,R02227
18379,R02227
18380,R02227
18381,R01012
18382,R01012
18383,R01012
18384,R01012
18385,R05735
18386,R05735
18387,R05735
18388,R05735
18389,R01471
18390,R01471
18391,R01471
18392,R01471
18393,R02050
18394,R02050
18395,R02050
18396,R02050
18397,R03651
18398,R03651
18399,R03651
18400,R03651
18397,R05578
18398,R05578
18399,R05578
18400,R05578
18401,R05728
18402,R05728
18403,R05728
18404,R05728
18405,R00396
18406,R00396
18407,R00396
18408,R00396
18409,R05691
18410,R05691
18411,R05691
18412,R05691
18413,R04431
18414,R04431
18415,R04431
18416,R04431
18417,R03488
18418,R03488
18419,R03488
18420,R03488
18421,R03065
18422,R03065
18423,R03065
18424,R03065
18425,R06846
18426,R06846
18427,R06846
18428,R06846
18433,R02233
18434,R02233
18435,R02233
18436,R02233
18437,R05634
18438,R05634
18439,R05634
18440,R05634
18441,R07313
18442,R07313
18443,R07313
18444,R07313
18445,R01127
18446,R01127
18447,R01127
18448,R01127
18449,R05752
18450,R05752
18451,R05752
18452,R05752
18457,R07281
18458,R07281
18459,R07281
18460,R07281
18461,R03437
18462,R03437
18463,R03437
18464,R03437
23992,R03438
23993,R03438
23994,R03438
23995,R03438
18465,R02076
18466,R02076
18467,R02076
18468,R02076
18469,R00577
18470,R00577
18471,R00577
18472,R00577
18473,R01071
18474,R01071
18475,R01071
18476,R01071
18477,R01507
18478,R01507
18479,R01507
18480,R01507
18481,R02564
18482,R02564
18483,R02564
18484,R02564
18485,R00327
18486,R00327
18487,R00327
18488,R00327
18489,R03546
18490,R03546
18491,R03546
18492,R03546
18493,R02452
18494,R02452
18495,R02452
18496,R02452
18497,R03244
18498,R03244
18499,R03244
18500,R03244
18501,R05641
18502,R05641
18503,R05641
18504,R05641
18505,R00445
18506,R00445
18507,R00445
18508,R00445
18509,R00090
18510,R00090
18511,R00090
18512,R00090
18513,R05698
18514,R05698
18515,R05698
18516,R05698
18521,R03623
18522,R03623
18523,R03623
18524,R03623
18525,R05686
18526,R05686
18527,R05686
18528,R05686
18529,R05685
18530,R05685
18531,R05685
18532,R05685
18533,R02701
18534,R02701
18535,R02701
18536,R02701
18537,R02941
18538,R02941
18539,R02941
18540,R02941
18541,R04707
18542,R04707
18543,R04707
18544,R04707
18545,R01784
18546,R01784
18547,R01784
18548,R01784
18549,R00292
18550,R00292
18551,R00292
18552,R00292
18549,R06051
18550,R06051
18551,R06051
18552,R06051
18553,R02544
18554,R02544
18555,R02544
18556,R02544
18557,R03455
18558,R03455
18559,R03455
18560,R03455
18561,R05639
18562,R05639
18563,R05639
18564,R05639
18565,R07251
18566,R07251
18567,R07251
18568,R07251
18569,R01489
18570,R01489
18571,R01489
18572,R01489
18573,R04706
18574,R04706
18575,R04706
18576,R04706
18581,R01469
18582,R01469
18583,R01469
18584,R01469
18585,R01015
18586,R01015
18587,R01015
18588,R01015
18589,R03473
18590,R03473
18591,R03473
18592,R03473
18593,R02464
18594,R02464
18595,R02464
18596,R02464
18597,R02000
18598,R02000
18599,R02000
18600,R02000
18601,R01634
18602,R01634
18603,R01634
18604,R01634
18605,R03384
18606,R03384
18607,R03384
18608,R03384
18609,R07245
18610,R07245
18611,R07245
18612,R07245
18613,R01306
18614,R01306
18615,R01306
18616,R01306
18617,R00341
18618,R00341
18619,R00341
18620,R00341
18621,R07329
18622,R07329
18623,R07329
18624,R07329
18625,R07132
18626,R07132
18627,R07132
18628,R07132
18629,R00104
18630,R00104
18631,R00104
18632,R00104
18633,R00575
18634,R00575
18635,R00575
18636,R00575
18637,R07181
18638,R07181
18639,R07181
18640,R07181
18641,R02965
18642,R02965
18643,R02965
18644,R02965
18645,R00018
18646,R00018
18647,R00018
18648,R00018
18649,R03033
18650,R03033
18651,R03033
18652,R03033
18653,R02139
18654,R02139
18655,R02139
18656,R02139
18657,R01392
18658,R01392
18659,R01392
18660,R01392
18661,R00666
18662,R00666
18663,R00666
18664,R00666
18665,R02188
18666,R02188
18667,R02188
18668,R02188
18669,R01245
18670,R01245
18671,R01245
18672,R01245
18681,R00660
18682,R00660
18683,R00660
18684,R00660
18685,R03982
18686,R03982
18687,R03982
18688,R03982
18689,R01314
18690,R01314
18691,R01314
18692,R01314
18693,R02170
18694,R02170
18695,R02170
18696,R02170
18697,R03341
18698,R03341
18699,R03341
18700,R03341
18701,R05751
18702,R05751
18703,R05751
18704,R05751
18705,R04575
18706,R04575
18707,R04575
18708,R04575
18709,R07167
18710,R07167
18711,R07167
18712,R07167
18717,R04505
18718,R04505
18719,R04505
18720,R04505
18721,R11851
18722,R11851
18723,R11851
18724,R11851
18725,R05773
18726,R05773
18727,R05773
18728,R05773
18737,R03595
18738,R03595
18739,R03595
18740,R03595
18741,R06310
18742,R06310
18743,R06310
18744,R06310
18745,R04327
18746,R04327
18747,R04327
18748,R04327
18749,R03913
18750,R03913
18751,R03913
18752,R03913
18753,R03914
18754,R03914
18755,R03914
18756,R03914
18757,R12509
18758,R12509
18759,R12509
18760,R12509
18761,R05209
18762,R05209
18763,R05209
18764,R05209
18765,R08969
18766,R08969
18767,R08969
18768,R08969
18769,R07393
18770,R07393
18771,R07393
18772,R07393
18777,R03529
18778,R03529
18779,R03529
18780,R03529
18781,R00233
18782,R00233
18783,R00233
18784,R00233
18793,R01057
18794,R01057
18795,R01057
18796,R01057
18797,R07370
18798,R07370
18799,R07370
18800,R07370
18801,R08400
18802,R08400
18803,R08400
18804,R08400
18809,R02970
18810,R02970
18811,R02970
18812,R02970
18813,R04379
18814,R04379
18815,R04379
18816,R04379
18817,R00743
18818,R00743
18819,R00743
18820,R00743
18821,R01023
18822,R01023
18823,R01023
18824,R01023
18825,R02120
18826,R02120
18827,R02120
18828,R02120
18829,R04210
18830,R04210
18831,R04210
18832,R04210
18833,R05272
18834,R05272
18835,R05272
18836,R05272
18837,R07252
18838,R07252
18839,R07252
18840,R07252
18841,R01747
18842,R01747
18843,R01747
18844,R01747
18845,R01745
18846,R01745
18847,R01745
18848,R01745
18857,R07203
18858,R07203
18859,R07203
18860,R07203
18865,R02662
18866,R02662
18867,R02662
18868,R02662
18869,R01901
18870,R01901
18871,R01901
18872,R01901
18873,R01031
18874,R01031
18875,R01031
18876,R01031
18877,R01189
18878,R01189
18879,R01189
18880,R01189
18885,R05692
18886,R05692
18887,R05692
18888,R05692
18889,R00836
18890,R00836
18891,R00836
18892,R00836
18893,R07339
18894,R07339
18895,R07339
18896,R07339
18897,R07230
18898,R07230
18899,R07230
18900,R07230
18901,R01987
18902,R01987
18903,R01987
18904,R01987
18905,R00747
18906,R00747
18907,R00747
18908,R00747
18909,R05754
18910,R05754
18911,R05754
18912,R05754
18913,R04656
18914,R04656
18915,R04656
18916,R04656
18913,R06026
18914,R06026
18915,R06026
18916,R06026
18925,R03183
18926,R03183
18927,R03183
18928,R03183
18929,R05742
18930,R05742
18931,R05742
18932,R05742
18933,R04813
18934,R04813
18935,R04813
18936,R04813
18937,R09646
18938,R09646
18939,R09646
18940,R09646
18941,R11776
18942,R11776
18943,R11776
18944,R11776
18945,R03219
18946,R03219
18947,R03219
18948,R03219
18949,R06308
18950,R06308
18951,R06308
18952,R06308
18953,R02975
18954,R02975
18955,R02975
18956,R02975
18957,R06119
18958,R06119
18959,R06119
18960,R06119
18965,R03165
18966,R03165
18967,R03165
18968,R03165
18969,R11915
18970,R11915
18971,R11915
18972,R11915
18973,R05857
18974,R05857
18975,R05857
18976,R05857
18977,R00849
18978,R00849
18979,R00849
18980,R00849
18981,R03155
18982,R03155
18983,R03155
18984,R03155
18985,R01717
18986,R01717
18987,R01717
18988,R01717
18989,R01437
18990,R01437
18991,R01437
18992,R01437
18993,R05718
18994,R05718
18995,R05718
18996,R05718
18997,R01890
18998,R01890
18999,R01890
19000,R01890
19013,R02095
19014,R02095
19015,R02095
19016,R02095
64916,R02319
64917,R02319
64918,R02319
64919,R02319
19017,R00129
19018,R00129
19019,R00129
19020,R00129
19021,R04423
19022,R04423
19023,R04423
19024,R04423
19025,R00357
19026,R00357
19027,R00357
19028,R00357
19029,R00005
19030,R00005
19031,R00005
19032,R00005
19033,R02652
19034,R02652
19035,R02652
19036,R02652
19041,R07372
19042,R07372
19043,R07372
19044,R07372
19045,R07399
19046,R07399
19047,R07399
19048,R07399
19049,R03378
19050,R03378
19051,R03378
19052,R03378
19053,R03464
19054,R03464
19055,R03464
19056,R03464
19057,R03167
19058,R03167
19059,R03167
19060,R03167
19061,R00796
19062,R00796
19063,R00796
19064,R00796
19069,R02530
19070,R02530
19071,R02530
19072,R02530
19081,R02337
19082,R02337
19083,R02337
19084,R02337
19085,R02773
19086,R02773
19087,R02773
19088,R02773
19089,R07237
19090,R07237
19091,R07237
19092,R07237
19093,R12000
19094,R12000
19095,R12000
19096,R12000
19101,R03963
19102,R03963
19103,R03963
19104,R03963
19105,R02549
19106,R02549
19107,R02549
19108,R02549
19109,R04498
19110,R04498
19111,R04498
19112,R04498
19117,R02535
19118,R02535
19119,R02535
19120,R02535
19125,R00588
19126,R00588
19127,R00588
19128,R00588
19129,R01567
19130,R01567
19131,R01567
19132,R01567
19133,R03952
19134,R03952
19135,R03952
19136,R03952
19137,R03086
19138,R03086
19139,R03086
19140,R03086
19141,R02369
19142,R02369
19143,R02369
19144,R02369
19145,R00534
19146,R00534
19147,R00534
19148,R00534
19153,R04526
19154,R04526
19155,R04526
19156,R04526
19157,R02429
19158,R02429
19159,R02429
19160,R02429
19165,R05164
19166,R05164
19167,R05164
19168,R05164
19169,R00220
19170,R00220
19171,R00220
19172,R00220
19173,R02968
19174,R02968
19175,R02968
19176,R02968
19177,R00461
19178,R00461
19179,R00461
19180,R00461
19185,R00932
19186,R00932
19187,R00932
19188,R00932
19189,R01699
19190,R01699
19191,R01699
19192,R01699
19193,R07163
19194,R07163
19195,R07163
19196,R07163
19197,R01619
19198,R01619
19199,R01619
19200,R01619
19201,R01967
19202,R01967
19203,R01967
19204,R01967
19205,R07307
19206,R07307
19207,R07307
19208,R07307
19209,R05124
19210,R05124
19211,R05124
19212,R05124
19213,R04950
19214,R04950
19215,R04950
19216,R04950
19217,R04522
19218,R04522
19219,R04522
19220,R04522
19221,R00614
19222,R00614
19223,R00614
19224,R00614
19225,R04710
19226,R04710
19227,R04710
19228,R04710
19229,R01490
19230,R01490
19231,R01490
19232,R01490
19233,R01705
19234,R01705
19235,R01705
19236,R01705
19237,R04510
19238,R04510
19239,R04510
19240,R04510
19241,R06294
19242,R06294
19243,R06294
19244,R06294
19245,R05383
19246,R05383
19247,R05383
19248,R05383
19249,R01957
19250,R01957
19251,R01957
19252,R01957
19253,R02541
19254,R02541
19255,R02541
19256,R02541
19269,R02986
19270,R02986
19271,R02986
19272,R02986
19273,R01804
19274,R01804
19275,R01804
19276,R01804
19277,R08578
19278,R08578
19279,R08578
19280,R08578
19281,R08207
19282,R08207
19283,R08207
19284,R08207
19285,R04227
19286,R04227
19287,R04227
19288,R04227
19289,R00805
19290,R00805
19291,R00805
19292,R00805
19293,R03754
19294,R03754
19295,R03754
19296,R03754
19297,R01164
19298,R01164
19299,R01164
19300,R01164
19301,R02155
19302,R02155
19303,R02155
19304,R02155
19305,R04709
19306,R04709
19307,R04709
19308,R04709
19309,R05790
19310,R05790
19311,R05790
19312,R05790
19313,R04564
19314,R04564
19315,R04564
19316,R04564
19317,R07404
19318,R07404
19319,R07404
19320,R07404
19321,R03345
19322,R03345
19323,R03345
19324,R03345
19325,R05154
19326,R05154
19327,R05154
19328,R05154
19329,R04577
19330,R04577
19331,R04577
19332,R04577
22724,R02113
22725,R02113
22726,R02113
22727,R02113
19333,R01908
19334,R01908
19335,R01908
19336,R01908
19337,R00023
19338,R00023
19339,R00023
19340,R00023
19341,R02879
19342,R02879
19343,R02879
19344,R02879
19345,R07271
19346,R07271
19347,R07271
19348,R07271
19349,R03198
19350,R03198
19351,R03198
19352,R03198
19353,R05835
19354,R05835
19355,R05835
19356,R05835
19357,R12512
19358,R12512
19359,R12512
19360,R12512
19361,R02003
19362,R02003
19363,R02003
19364,R02003
19365,R01523
19366,R01523
19367,R01523
19368,R01523
19369,R02627
19370,R02627
19371,R02627
19372,R02627
19373,R00716
19374,R00716
19375,R00716
19376,R00716
19377,R05707
19378,R05707
19379,R05707
19380,R05707
19381,R00268
19382,R00268
19383,R00268
19384,R00268
19385,R05882
19386,R05882
19387,R05882
19388,R05882
19393,R00453
19394,R00453
19395,R00453
19396,R00453
19397,R04231
19398,R04231
19399,R04231
19400,R04231
19401,R00605
19402,R00605
19403,R00605
19404,R00605
19405,R01323
19406,R01323
19407,R01323
19408,R01323
19409,R02792
19410,R02792
19411,R02792
19412,R02792
19413,R03660
19414,R03660
19415,R03660
19416,R03660
19417,R02186
19418,R02186
19419,R02186
19420,R02186
19421,R05761
19422,R05761
19423,R05761
19424,R05761
19425,R04066
19426,R04066
19427,R04066
19428,R04066
19429,R03274
19430,R03274
19431,R03274
19432,R03274
19433,R01737
19434,R01737
19435,R01737
19436,R01737
19437,R01722
19438,R01722
19439,R01722
19440,R01722
19441,R04061
19442,R04061
19443,R04061
19444,R04061
19445,R00983
19446,R00983
19447,R00983
19448,R00983
19453,R00258
19454,R00258
19455,R00258
19456,R00258
19457,R00828
19458,R00828
19459,R00828
19460,R00828
19465,R05725
19466,R05725
19467,R05725
19468,R05725
19469,R05724
19470,R05724
19471,R05724
19472,R05724
19473,R01296
19474,R01296
19475,R01296
19476,R01296
19477,R01298
19478,R01298
19479,R01298
19480,R01298
19481,R00829
19482,R00829
19483,R00829
19484,R00829
21564,R00391
21565,R00391
21566,R00391
21567,R00391
19485,R01928
19486,R01928
19487,R01928
19488,R01928
19493,R00952
19494,R00952
19495,R00952
19496,R00952
19497,R00489
19498,R00489
19499,R00489
19500,R00489
19501,R01990
19502,R01990
19503,R01990
19504,R01990
19505,R04335
19506,R04335
19507,R04335
19508,R04335
19509,R01812
19510,R01812
19511,R01812
19512,R01812
19513,R01398
19514,R01398
19515,R01398
19516,R01398
19517,R02509
19518,R02509
19519,R02509
19520,R02509
19521,R00230
19522,R00230
19523,R00230
19524,R00230
19525,R05092
19526,R05092
19527,R05092
19528,R05092
19529,R03686
19530,R03686
19531,R03686
19532,R03686
19533,R04189
19534,R04189
19535,R04189
19536,R04189
19537,R02167
19538,R02167
19539,R02167
19540,R02167
19541,R03313
19542,R03313
19543,R03313
19544,R03313
19545,R02591
19546,R02591
19547,R02591
19548,R02591
19549,R00054
19550,R00054
19551,R00054
19552,R00054
19553,R00673
19554,R00673
19555,R00673
19556,R00673
19557,R04392
19558,R04392
19559,R04392
19560,R04392
19561,R08205
19562,R08205
19563,R08205
19564,R08205
19565,R02006
19566,R02006
19567,R02006
19568,R02006
19569,R00601
19570,R00601
19571,R00601
19572,R00601
19573,R02184
19574,R02184
19575,R02184
19576,R02184
19577,R03588
19578,R03588
19579,R03588
19580,R03588
19581,R03726
19582,R03726
19583,R03726
19584,R03726
19585,R04139
19586,R04139
19587,R04139
19588,R04139
19597,R00552
19598,R00552
19599,R00552
19600,R00552
19601,R02830
19602,R02830
19603,R02830
19604,R02830
19613,R02572
19614,R02572
19615,R02572
19616,R02572
19617,R03922
19618,R03922
19619,R03922
19620,R03922
19621,R03423
19622,R03423
19623,R03423
19624,R03423
19625,R00751
19626,R00751
19627,R00751
19628,R00751
19629,R00267
19630,R00267
19631,R00267
19632,R00267
19633,R03349
19634,R03349
19635,R03349
19636,R03349
19637,R00563
19638,R00563
19639,R00563
19640,R00563
19641,R01616
19642,R01616
19643,R01616
19644,R01616
19645,R07148
19646,R07148
19647,R07148
19648,R07148
19649,R05577
19650,R05577
19651,R05577
19652,R05577
19653,R03391
19654,R03391
19655,R03391
19656,R03391
19657,R03392
19658,R03392
19659,R03392
19660,R03392
19661,R00758
19662,R00758
19663,R00758
19664,R00758
19665,R05311
19666,R05311
19667,R05311
19668,R05311
19669,R00335
19670,R00335
19671,R00335
19672,R00335
19673,R03246
19674,R03246
19675,R03246
19676,R03246
19677,R06952
19678,R06952
19679,R06952
19680,R06952
19681,R01075
19682,R01075
19683,R01075
19684,R01075
19685,R02385
19686,R02385
19687,R02385
19688,R02385
19689,R02263
19690,R02263
19691,R02263
19692,R02263
19693,R04524
19694,R04524
19695,R04524
19696,R04524
19697,R03049
19698,R03049
19699,R03049
19700,R03049
19701,R03268
19702,R03268
19703,R03268
19704,R03268
19705,R01277
19706,R01277
19707,R01277
19708,R01277
19709,R02241
19710,R02241
19711,R02241
19712,R02241
19713,R01598
19714,R01598
19715,R01598
19716,R01598
19717,R00699
19718,R00699
19719,R00699
19720,R00699
19721,R02222
19722,R02222
19723,R02222
19724,R02222
19725,R02636
19726,R02636
19727,R02636
19728,R02636
19729,R01366
19730,R01366
19731,R01366
19732,R01366
19733,R09055
19734,R09055
19735,R09055
19736,R09055
19737,R07419
19738,R07419
19739,R07419
19740,R07419
19741,R00521
19742,R00521
19743,R00521
19744,R00521
19745,R03734
19746,R03734
19747,R03734
19748,R03734
19749,R03996
19750,R03996
19751,R03996
19752,R03996
19753,R03613
19754,R03613
19755,R03613
19756,R03613
19757,R00347
19758,R00347
19759,R00347
19760,R00347
19765,R01047
19766,R01047
19767,R01047
19768,R01047
19769,R04728
19770,R04728
19771,R04728
19772,R04728
19773,R00845
19774,R00845
19775,R00845
19776,R00845
19777,R02206
19778,R02206
19779,R02206
19780,R02206
19781,R03207
19782,R03207
19783,R03207
19784,R03207
19785,R05468
19786,R05468
19787,R05468
19788,R05468
19789,R04303
19790,R04303
19791,R04303
19792,R04303
19793,R00611
19794,R00611
19795,R00611
19796,R00611
19797,R03394
19798,R03394
19799,R03394
19800,R03394
19801,R03035
19802,R03035
19803,R03035
19804,R03035
19809,R00469
19810,R00469
19811,R00469
19812,R00469
19813,R01346
19814,R01346
19815,R01346
19816,R01346
19817,R01224
19818,R01224
19819,R01224
19820,R01224
19821,R07168
19822,R07168
19823,R07168
19824,R07168
19825,R02307
19826,R02307
19827,R02307
19828,R02307
19833,R00944
19834,R00944
19835,R00944
19836,R00944
19837,R05607
19838,R05607
19839,R05607
19840,R05607
19837,R07133
19838,R07133
19839,R07133
19840,R07133
19841,R03015
19842,R03015
19843,R03015
19844,R03015
19845,R03072
19846,R03072
19847,R03072
19848,R03072
19849,R00119
19850,R00119
19851,R00119
19852,R00119
19857,R03227
19858,R03227
19859,R03227
19860,R03227
19861,R03226
19862,R03226
19863,R03226
19864,R03226
19865,R03197
19866,R03197
19867,R03197
19868,R03197
19873,R03404
19874,R03404
19875,R03404
19876,R03404
19877,R03361
19878,R03361
19879,R03361
19880,R03361
19885,R03831
19886,R03831
19887,R03831
19888,R03831
19889,R00289
19890,R00289
19891,R00289
19892,R00289
19893,R04509
19894,R04509
19895,R04509
19896,R04509
19897,R00557
19898,R00557
19899,R00557
19900,R00557
19901,R05317
19902,R05317
19903,R05317
19904,R05317
19905,R07477
19906,R07477
19907,R07477
19908,R07477
19909,R00196
19910,R00196
19911,R00196
19912,R00196
19913,R02766
19914,R02766
19915,R02766
19916,R02766
19921,R01525
19922,R01525
19923,R01525
19924,R01525
19925,R01524
19926,R01524
19927,R01524
19928,R01524
19929,R02889
19930,R02889
19931,R02889
19932,R02889
19933,R00304
19934,R00304
19935,R00304
19936,R00304
19937,R00367
19938,R00367
19939,R00367
19940,R00367
19941,R05162
19942,R05162
19943,R05162
19944,R05162
19945,R05992
19946,R05992
19947,R05992
19948,R05992
19949,R03067
19950,R03067
19951,R03067
19952,R03067
19957,R05822
19958,R05822
19959,R05822
19960,R05822
19961,R07341
19962,R07341
19963,R07341
19964,R07341
19965,R02574
19966,R02574
19967,R02574
19968,R02574
19969,R00793
19970,R00793
19971,R00793
19972,R00793
19969,R10230
19970,R10230
19971,R10230
19972,R10230
