rhea,kegg
36847,R10613
36848,R10613
36849,R10613
36850,R10613
36899,R00597
36900,R00597
36901,R00597
36902,R00597
36903,R10586
36904,R10586
36905,R10586
36906,R10586
36971,R06437
36972,R06437
36973,R06437
36974,R06437
37039,R10468
37040,R10468
37041,R10468
37042,R10468
37051,R09053
37052,R09053
37053,R09053
37054,R09053
37055,R06757
37056,R06757
37057,R06757
37058,R06757
37063,R10647
37064,R10647
37065,R10647
37066,R10647
37067,R10645
37068,R10645
37069,R10645
37070,R10645
37071,R10646
37072,R10646
37073,R10646
37074,R10646
37075,R10645
37076,R10645
37077,R10645
37078,R10645
37079,R10647
37080,R10647
37081,R10647
37082,R10647
37083,R10653
37084,R10653
37085,R10653
37086,R10653
37087,R10652
37088,R10652
37089,R10652
37090,R10652
65388,R04368
65389,R04368
65390,R04368
65391,R04368
37107,R10546
37108,R10546
37109,R10546
37110,R10546
37119,R10587
37120,R10587
37121,R10587
37122,R10587
37167,R10412
37168,R10412
37169,R10412
37170,R10412
37347,R09588
37348,R09588
37349,R09588
37350,R09588
37359,R02631
37360,R02631
37361,R02631
37362,R02631
37363,R10510
37364,R10510
37365,R10510
37366,R10510
37367,R10441
37368,R10441
37369,R10441
37370,R10441
37371,R10815
37372,R10815
37373,R10815
37374,R10815
37411,R06682
37412,R06682
37413,R06682
37414,R06682
37423,R09334
37424,R09334
37425,R09334
37426,R09334
37459,R05799
37460,R05799
37461,R05799
37462,R05799
37467,R10548
37468,R10548
37469,R10548
37470,R10548
37471,R10526
37472,R10526
37473,R10526
37474,R10526
37491,R10529
37492,R10529
37493,R10529
37494,R10529
37543,R10521
37544,R10521
37545,R10521
37546,R10521
37547,R10519
37548,R10519
37549,R10519
37550,R10519
37551,R10698
37552,R10698
37553,R10698
37554,R10698
37555,R10547
37556,R10547
37557,R10547
37558,R10547
37659,R10681
37660,R10681
37661,R10681
37662,R10681
37663,R10596
37664,R10596
37665,R10596
37666,R10596
37663,R11407
37664,R11407
37665,R11407
37666,R11407
37667,R10620
37668,R10620
37669,R10620
37670,R10620
37667,R12292
37668,R12292
37669,R12292
37670,R12292
37743,R11225
37744,R11225
37745,R11225
37746,R11225
37791,R09335
37792,R09335
37793,R09335
37794,R09335
37799,R10517
37800,R10517
37801,R10517
37802,R10517
37815,R10539
37816,R10539
37817,R10539
37818,R10539
37823,R10542
37824,R10542
37825,R10542
37826,R10542
37827,R10487
37828,R10487
37829,R10487
37830,R10487
37831,R10527
37832,R10527
37833,R10527
37834,R10527
37835,R06683
37836,R06683
37837,R06683
37838,R06683
37847,R06689
37848,R06689
37849,R06689
37850,R06689
37851,R06688
37852,R06688
37853,R06688
37854,R06688
37871,R10467
37872,R10467
37873,R10467
37874,R10467
37875,R06680
37876,R06680
37877,R06680
37878,R06680
37879,R06681
37880,R06681
37881,R06681
37882,R06681
37883,R10614
37884,R10614
37885,R10614
37886,R10614
37891,R10545
37892,R10545
37893,R10545
37894,R10545
37895,R10530
37896,R10530
37897,R10530
37898,R10530
37899,R10522
37900,R10522
37901,R10522
37902,R10522
37903,R10588
37904,R10588
37905,R10588
37906,R10588
37907,R10576
37908,R10576
37909,R10576
37910,R10576
37919,R10577
37920,R10577
37921,R10577
37922,R10577
37923,R10578
37924,R10578
37925,R10578
37926,R10578
55556,R10761
55557,R10761
55558,R10761
55559,R10761
55560,R10766
55561,R10766
55562,R10766
55563,R10766
37963,R01093
37964,R01093
37965,R01093
37966,R01093
37967,R01095
37968,R01095
37969,R01095
37970,R01095
37975,R07500
37976,R07500
37977,R07500
37978,R07500
37979,R07501
37980,R07501
37981,R07501
37982,R07501
37983,R07502
37984,R07502
37985,R07502
37986,R07502
37987,R07503
37988,R07503
37989,R07503
37990,R07503
37991,R07504
37992,R07504
37993,R07504
37994,R07504
37995,R08782
37996,R08782
37997,R08782
37998,R08782
37999,R10709
38000,R10709
38001,R10709
38002,R10709
38003,R10708
38004,R10708
38005,R10708
38006,R10708
38007,R10710
38008,R10710
38009,R10710
38010,R10710
38011,R05618
38012,R05618
38013,R05618
38014,R05618
38015,R10623
38016,R10623
38017,R10623
38018,R10623
38023,R10624
38024,R10624
38025,R10624
38026,R10624
38027,R11206
38028,R11206
38029,R11206
38030,R11206
38043,R11108
38044,R11108
38045,R11108
38046,R11108
38055,R10659
38056,R10659
38057,R10659
38058,R10659
38103,R10532
38104,R10532
38105,R10532
38106,R10532
38107,R10550
38108,R10550
38109,R10550
38110,R10550
38111,R10563
38112,R10563
38113,R10563
38114,R10563
38143,R10538
38144,R10538
38145,R10538
38146,R10538
38147,R10534
38148,R10534
38149,R10534
38150,R10534
38151,R10535
38152,R10535
38153,R10535
38154,R10535
38155,R10533
38156,R10533
38157,R10533
38158,R10533
38159,R09364
38160,R09364
38161,R09364
38162,R09364
38443,R01999
38444,R01999
38445,R01999
38446,R01999
38179,R02501
38180,R02501
38181,R02501
38182,R02501
38183,R04761
38184,R04761
38185,R04761
38186,R04761
38187,R03087
38188,R03087
38189,R03087
38190,R03087
38191,R10511
38192,R10511
38193,R10511
38194,R10511
38195,R10515
38196,R10515
38197,R10515
38198,R10515
38199,R01840
38200,R01840
38201,R01840
38202,R01840
38203,R04759
38204,R04759
38205,R04759
38206,R04759
38207,R02351
38208,R02351
38209,R02351
38210,R02351
38255,R00406
38256,R00406
38257,R00406
38258,R00406
38259,R00934
38260,R00934
38261,R00934
38262,R00934
38263,R05076
38264,R05076
38265,R05076
38266,R05076
38267,R09283
38268,R09283
38269,R09283
38270,R09283
38271,R09282
38272,R09282
38273,R09282
38274,R09282
38275,R10674
38276,R10674
38277,R10674
38278,R10674
38279,R10640
38280,R10640
38281,R10640
38282,R10640
38283,R02407
38284,R02407
38285,R02407
38286,R02407
38287,R03154
38288,R03154
38289,R03154
38290,R03154
38291,R10612
38292,R10612
38293,R10612
38294,R10612
38295,R10575
38296,R10575
38297,R10575
38298,R10575
38303,R10408
38304,R10408
38305,R10408
38306,R10408
38311,R06693
38312,R06693
38313,R06693
38314,R06693
38315,R10597
38316,R10597
38317,R10597
38318,R10597
38319,R10583
38320,R10583
38321,R10583
38322,R10583
38347,R06634
38348,R06634
38349,R06634
38350,R06634
38355,R12487
38356,R12487
38357,R12487
38358,R12487
38367,R11516
38368,R11516
38369,R11516
38370,R11516
38447,R10579
38448,R10579
38449,R10579
38450,R10579
38451,R10512
38452,R10512
38453,R10512
38454,R10512
38459,R12288
38460,R12288
38461,R12288
38462,R12288
38471,R01169
38472,R01169
38473,R01169
38474,R01169
38475,R10523
38476,R10523
38477,R10523
38478,R10523
38479,R10524
38480,R10524
38481,R10524
38482,R10524
38543,R11587
38544,R11587
38545,R11587
38546,R11587
38579,R10540
38580,R10540
38581,R10540
38582,R10540
38587,R10594
38588,R10594
38589,R10594
38590,R10594
38591,R10595
38592,R10595
38593,R10595
38594,R10595
38599,R00119
38600,R00119
38601,R00119
38602,R00119
38603,R10631
38604,R10631
38605,R10631
38606,R10631
38607,R10632
38608,R10632
38609,R10632
38610,R10632
38611,R10629
38612,R10629
38613,R10629
38614,R10629
38615,R10630
38616,R10630
38617,R10630
38618,R10630
38619,R10608
38620,R10608
38621,R10608
38622,R10608
38655,R11215
38656,R11215
38657,R11215
38658,R11215
38675,R07053
38676,R07053
38677,R07053
38678,R07053
38851,R06699
38852,R06699
38853,R06699
38854,R06699
38859,R10990
38860,R10990
38861,R10990
38862,R10990
38907,R08788
38908,R08788
38909,R08788
38910,R08788
38911,R10580
38912,R10580
38913,R10580
38914,R10580
38935,R10601
38936,R10601
38937,R10601
38938,R10601
38939,R10582
38940,R10582
38941,R10582
38942,R10582
39027,R10807
39028,R10807
39029,R10807
39030,R10807
39031,R04377
39032,R04377
39033,R04377
39034,R04377
39063,R09954
39064,R09954
39065,R09954
39066,R09954
39111,R10593
39112,R10593
39113,R10593
39114,R10593
39115,R10592
39116,R10592
39117,R10592
39118,R10592
45812,R10827
45813,R10827
45814,R10827
45815,R10827
39287,R10016
39288,R10016
39289,R10016
39290,R10016
39647,R08583
39648,R08583
39649,R08583
39650,R08583
39651,R05594
39652,R05594
39653,R05594
39654,R05594
39663,R10572
39664,R10572
39665,R10572
39666,R10572
39667,R10574
39668,R10574
39669,R10574
39670,R10574
39711,R10602
39712,R10602
39713,R10602
39714,R10602
39755,R07041
39756,R07041
39757,R07041
39758,R07041
39867,R12295
39868,R12295
39869,R12295
39870,R12295
39883,R10573
39884,R10573
39885,R10573
39886,R10573
39887,R06464
39888,R06464
39889,R06464
39890,R06464
39891,R10833
39892,R10833
39893,R10833
39894,R10833
39895,R10834
39896,R10834
39897,R10834
39898,R10834
39899,R10835
39900,R10835
39901,R10835
39902,R10835
39903,R10840
39904,R10840
39905,R10840
39906,R10840
39907,R06426
39908,R06426
39909,R06426
39910,R06426
39967,R11101
39968,R11101
39969,R11101
39970,R11101
39975,R11098
39976,R11098
39977,R11098
39978,R11098
39979,R10680
39980,R10680
39981,R10680
39982,R10680
40035,R10678
40036,R10678
40037,R10678
40038,R10678
40039,R10679
40040,R10679
40041,R10679
40042,R10679
40043,R10677
40044,R10677
40045,R10677
40046,R10677
40051,R10666
40052,R10666
40053,R10666
40054,R10666
40063,R10696
40064,R10696
40065,R10696
40066,R10696
40067,R05594
40068,R05594
40069,R05594
40070,R05594
40075,R10695
40076,R10695
40077,R10695
40078,R10695
40155,R10795
40156,R10795
40157,R10795
40158,R10795
40163,R10615
40164,R10615
40165,R10615
40166,R10615
40199,R09451
40200,R09451
40201,R09451
40202,R09451
40227,R10655
40228,R10655
40229,R10655
40230,R10655
40231,R03507
40232,R03507
40233,R03507
40234,R03507
40235,R10660
40236,R10660
40237,R10660
40238,R10660
40247,R06685
40248,R06685
40249,R06685
40250,R06685
40299,R05270
40300,R05270
40301,R05270
40302,R05270
40371,R10657
40372,R10657
40373,R10657
40374,R10657
40395,R11504
40396,R11504
40397,R11504
40398,R11504
40439,R10765
40440,R10765
40441,R10765
40442,R10765
40443,R10970
40444,R10970
40445,R10970
40446,R10970
40511,R10719
40512,R10719
40513,R10719
40514,R10719
40515,R10760
40516,R10760
40517,R10760
40518,R10760
40527,R11325
40528,R11325
40529,R11325
40530,R11325
40531,R10626
40532,R10626
40533,R10626
40534,R10626
40535,R10627
40536,R10627
40537,R10627
40538,R10627
40539,R06463
40540,R06463
40541,R06463
40542,R06463
40543,R06462
40544,R06462
40545,R06462
40546,R06462
40547,R10628
40548,R10628
40549,R10628
40550,R10628
40555,R10664
40556,R10664
40557,R10664
40558,R10664
40559,R10662
40560,R10662
40561,R10662
40562,R10662
40563,R10663
40564,R10663
40565,R10663
40566,R10663
40655,R10641
40656,R10641
40657,R10641
40658,R10641
40663,R00590
40664,R00590
40665,R00590
40666,R00590
40667,R11100
40668,R11100
40669,R11100
40670,R11100
40671,R11099
40672,R11099
40673,R11099
40674,R11099
40783,R08184
40784,R08184
40785,R08184
40786,R08184
40803,R10862
40804,R10862
40805,R10862
40806,R10862
40951,R09801
40952,R09801
40953,R09801
40954,R09801
40955,R10561
40956,R10561
40957,R10561
40958,R10561
40963,R00074
40964,R00074
40965,R00074
40966,R00074
40987,R11456
40988,R11456
40989,R11456
40990,R11456
41011,R11955
41012,R11955
41013,R11955
41014,R11955
44648,R12796
44649,R12796
44650,R12796
44651,R12796
41175,R10015
41176,R10015
41177,R10015
41178,R10015
41211,R11730
41212,R11730
41213,R11730
41214,R11730
41227,R06633
41228,R06633
41229,R06633
41230,R06633
41259,R11328
41260,R11328
41261,R11328
41262,R11328
41356,R11226
41357,R11226
41358,R11226
41359,R11226
41380,R05666
41381,R05666
41382,R05666
41383,R05666
41404,R10730
41405,R10730
41406,R10730
41407,R10730
41420,R10720
41421,R10720
41422,R10720
41423,R10720
41432,R10721
41433,R10721
41434,R10721
41435,R10721
41440,R10724
41441,R10724
41442,R10724
41443,R10724
41444,R10722
41445,R10722
41446,R10722
41447,R10722
41448,R10723
41449,R10723
41450,R10723
41451,R10723
41452,R10725
41453,R10725
41454,R10725
41455,R10725
41464,R11656
41465,R11656
41466,R11656
41467,R11656
41468,R11657
41469,R11657
41470,R11657
41471,R11657
41472,R11658
41473,R11658
41474,R11658
41475,R11658
41508,R10789
41509,R10789
41510,R10789
41511,R10789
41512,R10790
41513,R10790
41514,R10790
41515,R10790
41516,R10728
41517,R10728
41518,R10728
41519,R10728
41532,R10729
41533,R10729
41534,R10729
41535,R10729
41552,R10762
41553,R10762
41554,R10762
41555,R10762
41564,R09331
41565,R09331
41566,R09331
41567,R09331
41568,R09332
41569,R09332
41570,R09332
41571,R09332
41576,R05530
41577,R05530
41578,R05530
41579,R05530
41608,R10971
41609,R10971
41610,R10971
41611,R10971
41624,R10974
41625,R10974
41626,R10974
41627,R10974
41628,R10763
41629,R10763
41630,R10763
41631,R10763
41640,R10769
41641,R10769
41642,R10769
41643,R10769
41644,R10771
41645,R10771
41646,R10771
41647,R10771
41656,R10799
41657,R10799
41658,R10799
41659,R10799
41660,R10798
41661,R10798
41662,R10798
41663,R10798
41664,R10800
41665,R10800
41666,R10800
41667,R10800
41668,R10801
41669,R10801
41670,R10801
41671,R10801
41728,R09452
41729,R09452
41730,R09452
41731,R09452
41732,R01821
41733,R01821
41734,R01821
41735,R01821
41732,R06050
41733,R06050
41734,R06050
41735,R06050
41788,R01624
41789,R01624
41790,R01624
41791,R01624
41792,R01626
41793,R01626
41794,R01626
41795,R01626
41808,R04954
41809,R04954
41810,R04954
41811,R04954
41820,R04952
41821,R04952
41822,R04952
41823,R04952
41828,R04954
41829,R04954
41830,R04954
41831,R04954
41836,R04957
41837,R04957
41838,R04957
41839,R04957
41844,R04537
41845,R04537
41846,R04537
41847,R04537
41852,R04960
41853,R04960
41854,R04960
41855,R04960
41860,R04535
41861,R04535
41862,R04535
41863,R04535
41868,R04963
41869,R04963
41870,R04963
41871,R04963
41876,R04965
41877,R04965
41878,R04965
41879,R04965
41884,R04726
41885,R04726
41886,R04726
41887,R04726
41892,R04568
41893,R04568
41894,R04568
41895,R04568
41900,R04968
41901,R04968
41902,R04968
41903,R04968
41932,R01706
41933,R01706
41934,R01706
41935,R01706
41940,R09775
41941,R09775
41942,R09775
41943,R09775
41944,R09776
41945,R09776
41946,R09776
41947,R09776
41948,R09777
41949,R09777
41950,R09777
41951,R09777
41952,R09778
41953,R09778
41954,R09778
41955,R09778
41984,R10703
41985,R10703
41986,R10703
41987,R10703
42004,R04330
42005,R04330
42006,R04330
42007,R04330
42032,R10056
42033,R10056
42034,R10056
42035,R10056
42052,R08382
42053,R08382
42054,R08382
42055,R08382
42060,R03048
42061,R03048
42062,R03048
42063,R03048
42064,R10462
42065,R10462
42066,R10462
42067,R10462
42068,R05471
42069,R05471
42070,R05471
42071,R05471
42072,R06897
42073,R06897
42074,R06897
42075,R06897
42076,R04000
42077,R04000
42078,R04000
42079,R04000
42080,R02123
42081,R02123
42082,R02123
42083,R02123
42084,R08385
42085,R08385
42086,R08385
42087,R08385
42096,R10767
42097,R10767
42098,R10767
42099,R10767
42100,R10767
42101,R10767
42102,R10767
42103,R10767
42124,R13039
42125,R13039
42126,R13039
42127,R13039
42132,R10883
42133,R10883
42134,R10883
42135,R10883
42156,R13219
42157,R13219
42158,R13219
42159,R13219
42160,R11057
42161,R11057
42162,R11057
42163,R11057
42164,R11058
42165,R11058
42166,R11058
42167,R11058
42200,R03848
42201,R03848
42202,R03848
42203,R03848
42204,R03847
42205,R03847
42206,R03847
42207,R03847
42208,R11804
42209,R11804
42210,R11804
42211,R11804
42248,R04952
42249,R04952
42250,R04952
42251,R04952
42264,R10172
42265,R10172
42266,R10172
42267,R10172
42288,R03210
42289,R03210
42290,R03210
42291,R03210
42296,R09381
42297,R09381
42298,R09381
42299,R09381
42300,R09380
42301,R09380
42302,R09380
42303,R09380
42312,R10159
42313,R10159
42314,R10159
42315,R10159
42324,R10603
42325,R10603
42326,R10603
42327,R10603
42332,R09401
42333,R09401
42334,R09401
42335,R09401
42336,R09502
42337,R09502
42338,R09502
42339,R09502
42340,R07417
42341,R07417
42342,R07417
42343,R07417
42344,R05247
42345,R05247
42346,R05247
42347,R05247
42352,R07946
42353,R07946
42354,R07946
42355,R07946
42360,R10817
42361,R10817
42362,R10817
42363,R10817
42368,R10793
42369,R10793
42370,R10793
42371,R10793
42380,R11914
42381,R11914
42382,R11914
42383,R11914
42388,R10988
42389,R10988
42390,R10988
42391,R10988
42392,R08544
42393,R08544
42394,R08544
42395,R08544
42400,R04393
42401,R04393
42402,R04393
42403,R04393
42404,R03256
42405,R03256
42406,R03256
42407,R03256
42408,R02664
42409,R02664
42410,R02664
42411,R02664
42412,R03298
42413,R03298
42414,R03298
42415,R03298
42424,R03898
42425,R03898
42426,R03898
42427,R03898
42428,R05470
42429,R05470
42430,R05470
42431,R05470
42432,R03892
42433,R03892
42434,R03892
42435,R03892
42436,R07671
42437,R07671
42438,R07671
42439,R07671
42440,R07410
42441,R07410
42442,R07410
42443,R07410
42444,R07407
42445,R07407
42446,R07407
42447,R07407
42448,R03937
42449,R03937
42450,R03937
42451,R03937
42452,R03445
42453,R03445
42454,R03445
42455,R03445
42456,R07496
42457,R07496
42458,R07496
42459,R07496
42460,R05434
42461,R05434
42462,R05434
42463,R05434
42464,R05411
42465,R05411
42466,R05411
42467,R05411
42468,R05360
42469,R05360
42470,R05360
42471,R05360
42472,R05439
42473,R05439
42474,R05439
42475,R05439
42476,R05413
42477,R05413
42478,R05413
42479,R05413
42480,R05361
42481,R05361
42482,R05361
42483,R05361
42484,R05820
42485,R05820
42486,R05820
42487,R05820
42488,R08172
42489,R08172
42490,R08172
42491,R08172
42492,R08173
42493,R08173
42494,R08173
42495,R08173
42500,R01813
42501,R01813
42502,R01813
42503,R01813
42504,R04029
42505,R04029
42506,R04029
42507,R04029
42508,R04142
42509,R04142
42510,R04142
42511,R04142
42512,R02276
42513,R02276
42514,R02276
42515,R02276
42516,R02933
42517,R02933
42518,R02933
42519,R02933
42568,R05248
42569,R05248
42570,R05248
42571,R05248
42572,R05377
42573,R05377
42574,R05377
42575,R05377
42576,R05364
42577,R05364
42578,R05364
42579,R05364
42580,R08218
42581,R08218
42582,R08218
42583,R08218
42620,R09950
42621,R09950
42622,R09950
42623,R09950
42636,R11583
42637,R11583
42638,R11583
42639,R11583
42644,R10706
42645,R10706
42646,R10706
42647,R10706
42660,R10785
42661,R10785
42662,R10785
42663,R10785
42664,R10787
42665,R10787
42666,R10787
42667,R10787
42668,R10788
42669,R10788
42670,R10788
42671,R10788
42672,R11013
42673,R11013
42674,R11013
42675,R11013
42676,R11015
42677,R11015
42678,R11015
42679,R11015
42684,R11021
42685,R11021
42686,R11021
42687,R11021
42688,R11023
42689,R11023
42690,R11023
42691,R11023
42692,R09994
42693,R09994
42694,R09994
42695,R09994
42700,R09725
42701,R09725
42702,R09725
42703,R09725
42704,R11014
42705,R11014
42706,R11014
42707,R11014
42708,R00600
42709,R00600
42710,R00600
42711,R00600
42712,R00594
42713,R00594
42714,R00594
42715,R00594
42716,R12580
42717,R12580
42718,R12580
42719,R12580
42736,R07234
42737,R07234
42738,R07234
42739,R07234
42740,R07234
42741,R07234
42742,R07234
42743,R07234
42744,R07234
42745,R07234
42746,R07234
42747,R07234
42760,R10860
42761,R10860
42762,R10860
42763,R10860
42764,R10797
42765,R10797
42766,R10797
42767,R10797
42784,R10716
42785,R10716
42786,R10716
42787,R10716
42800,R07653
42801,R07653
42802,R07653
42803,R07653
42804,R10802
42805,R10802
42806,R10802
42807,R10802
42808,R10803
42809,R10803
42810,R10803
42811,R10803
42820,R06704
42821,R06704
42822,R06704
42823,R06704
42828,R10796
42829,R10796
42830,R10796
42831,R10796
42832,R11141
42833,R11141
42834,R11141
42835,R11141
42840,R11125
42841,R11125
42842,R11125
42843,R11125
42844,R06459
42845,R06459
42846,R06459
42847,R06459
42848,R10955
42849,R10955
42850,R10955
42851,R10955
42852,R11445
42853,R11445
42854,R11445
42855,R11445
42872,R11160
42873,R11160
42874,R11160
42875,R11160
42876,R11159
42877,R11159
42878,R11159
42879,R11159
42884,R10779
42885,R10779
42886,R10779
42887,R10779
42888,R10780
42889,R10780
42890,R10780
42891,R10780
42892,R11094
42893,R11094
42894,R11094
42895,R11094
57452,R10806
57453,R10806
57454,R10806
57455,R10806
42900,R07233
42901,R07233
42902,R07233
42903,R07233
42904,R07233
42905,R07233
42906,R07233
42907,R07233
42940,R00595
42941,R00595
42942,R00595
42943,R00595
42944,R00595
42945,R00595
42946,R00595
42947,R00595
42948,R00595
42949,R00595
42950,R00595
42951,R00595
42952,R00595
42953,R00595
42954,R00595
42955,R00595
42956,R00595
42957,R00595
42958,R00595
42959,R00595
42984,R06299
42985,R06299
42986,R06299
42987,R06299
42988,R10896
42989,R10896
42990,R10896
42991,R10896
42992,R10897
42993,R10897
42994,R10897
42995,R10897
42996,R10898
42997,R10898
42998,R10898
42999,R10898
43000,R10899
43001,R10899
43002,R10899
43003,R10899
43012,R08633
43013,R08633
43014,R08633
43015,R08633
43048,R10818
43049,R10818
43050,R10818
43051,R10818
43052,R10820
43053,R10820
43054,R10820
43055,R10820
43056,R06458
43057,R06458
43058,R06458
43059,R06458
43060,R11127
43061,R11127
43062,R11127
43063,R11127
43064,R11126
43065,R11126
43066,R11126
43067,R11126
43068,R10924
43069,R10924
43070,R10924
43071,R10924
43072,R10921
43073,R10921
43074,R10921
43075,R10921
43076,R10922
43077,R10922
43078,R10922
43079,R10922
43080,R10923
43081,R10923
43082,R10923
43083,R10923
43108,R02804
43109,R02804
43110,R02804
43111,R02804
43112,R03790
43113,R03790
43114,R03790
43115,R03790
43120,R10920
43121,R10920
43122,R10920
43123,R10920
43168,R10223
43169,R10223
43170,R10223
43171,R10223
43232,R11181
43233,R11181
43234,R11181
43235,R11181
43336,R09509
43337,R09509
43338,R09509
43339,R09509
43344,R07459
43345,R07459
43346,R07459
43347,R07459
43432,R11343
43433,R11343
43434,R11343
43435,R11343
43436,R04178
43437,R04178
43438,R04178
43439,R04178
43488,R09069
43489,R09069
43490,R09069
43491,R09069
43492,R09070
43493,R09070
43494,R09070
43495,R09070
43496,R10848
43497,R10848
43498,R10848
43499,R10848
43500,R10842
43501,R10842
43502,R10842
43503,R10842
43504,R10853
43505,R10853
43506,R10853
43507,R10853
43508,R10854
43509,R10854
43510,R10854
43511,R10854
43512,R10855
43513,R10855
43514,R10855
43515,R10855
43516,R10856
43517,R10856
43518,R10856
43519,R10856
43520,R10857
43521,R10857
43522,R10857
43523,R10857
43524,R10852
43525,R10852
43526,R10852
43527,R10852
43528,R10985
43529,R10985
43530,R10985
43531,R10985
43536,R10935
43537,R10935
43538,R10935
43539,R10935
43540,R04401
43541,R04401
43542,R04401
43543,R04401
43544,R10902
43545,R10902
43546,R10902
43547,R10902
43564,R11038
43565,R11038
43566,R11038
43567,R11038
43568,R10861
43569,R10861
43570,R10861
43571,R10861
43572,R11018
43573,R11018
43574,R11018
43575,R11018
43580,R11016
43581,R11016
43582,R11016
43583,R11016
43584,R11017
43585,R11017
43586,R11017
43587,R11017
43588,R11377
43589,R11377
43590,R11377
43591,R11377
43592,R10843
43593,R10843
43594,R10843
43595,R10843
43596,R10844
43597,R10844
43598,R10844
43599,R10844
43604,R10859
43605,R10859
43606,R10859
43607,R10859
43608,R10496
43609,R10496
43610,R10496
43611,R10496
43616,R07459
43617,R07459
43618,R07459
43619,R07459
43620,R10984
43621,R10984
43622,R10984
43623,R10984
43624,R06830
43625,R06830
43626,R06830
43627,R06830
43628,R10986
43629,R10986
43630,R10986
43631,R10986
43636,R10634
43637,R10634
43638,R10634
43639,R10634
43700,R08147
43701,R08147
43702,R08147
43703,R08147
43708,R12396
43709,R12396
43710,R12396
43711,R12396
43716,R03474
43717,R03474
43718,R03474
43719,R03474
43720,R08151
43721,R08151
43722,R08151
43723,R08151
43724,R10925
43725,R10925
43726,R10925
43727,R10925
43728,R08148
43729,R08148
43730,R08148
43731,R08148
43744,R09597
43745,R09597
43746,R09597
43747,R09597
43752,R04316
43753,R04316
43754,R04316
43755,R04316
43756,R04316
43757,R04316
43758,R04316
43759,R04316
43764,R08743
43765,R08743
43766,R08743
43767,R08743
43768,R03983
43769,R03983
43770,R03983
43771,R03983
43780,R03169
43781,R03169
43782,R03169
43783,R03169
43784,R10497
43785,R10497
43786,R10497
43787,R10497
43792,R10497
43793,R10497
43794,R10497
43795,R10497
43888,R11529
43889,R11529
43890,R11529
43891,R11529
43892,R11528
43893,R11528
43894,R11528
43895,R11528
43896,R04597
43897,R04597
43898,R04597
43899,R04597
43912,R11358
43913,R11358
43914,R11358
43915,R11358
43916,R11359
43917,R11359
43918,R11359
43919,R11359
43920,R11360
43921,R11360
43922,R11360
43923,R11360
43932,R01837
43933,R01837
43934,R01837
43935,R01837
44012,R10906
44013,R10906
44014,R10906
44015,R10906
44028,R11075
44029,R11075
44030,R11075
44031,R11075
44040,R07108
44041,R07108
44042,R07108
44043,R07108
44044,R07109
44045,R07109
44046,R07109
44047,R07109
44048,R07110
44049,R07110
44050,R07110
44051,R07110
44132,R11154
44133,R11154
44134,R11154
44135,R11154
44140,R01196
44141,R01196
44142,R01196
44143,R01196
44184,R10937
44185,R10937
44186,R10937
44187,R10937
44332,R11064
44333,R11064
44334,R11064
44335,R11064
44336,R11085
44337,R11085
44338,R11085
44339,R11085
44340,R10940
44341,R10940
44342,R10940
44343,R10940
44344,R10942
44345,R10942
44346,R10942
44347,R10942
44348,R10943
44349,R10943
44350,R10943
44351,R10943
44352,R10944
44353,R10944
44354,R10944
44355,R10944
44356,R09328
44357,R09328
44358,R09328
44359,R09328
44360,R10939
44361,R10939
44362,R10939
44363,R10939
44400,R02175
44401,R02175
44402,R02175
44403,R02175
44556,R05616
44557,R05616
44558,R05616
44559,R05616
44624,R05526
44625,R05526
44626,R05526
44627,R05526
44628,R10917
44629,R10917
44630,R10917
44631,R10917
44632,R06624
44633,R06624
44634,R06624
44635,R06624
44636,R11189
44637,R11189
44638,R11189
44639,R11189
44668,R11614
44669,R11614
44670,R11614
44671,R11614
44716,R11913
44717,R11913
44718,R11913
44719,R11913
44736,R11182
44737,R11182
44738,R11182
44739,R11182
44740,R06998
44741,R06998
44742,R06998
44743,R06998
44744,R06625
44745,R06625
44746,R06625
44747,R06625
44752,R04990
44753,R04990
44754,R04990
44755,R04990
44768,R06866
44769,R06866
44770,R06866
44771,R06866
81179,R08772
81180,R08772
81181,R08772
81182,R08772
44900,R03034
44901,R03034
44902,R03034
44903,R03034
44904,R01788
44905,R01788
44906,R01788
44907,R01788
45912,R12629
45913,R12629
45914,R12629
45915,R12629
61892,R12630
61893,R12630
61894,R12630
61895,R12630
44924,R08331
44925,R08331
44926,R08331
44927,R08331
44928,R08332
44929,R08332
44930,R08332
44931,R08332
45016,R09365
45017,R09365
45018,R09365
45019,R09365
45024,R11008
45025,R11008
45026,R11008
45027,R11008
45028,R09293
45029,R09293
45030,R09293
45031,R09293
45032,R10164
45033,R10164
45034,R10164
45035,R10164
45036,R10165
45037,R10165
45038,R10165
45039,R10165
45040,R10913
45041,R10913
45042,R10913
45043,R10913
45044,R10914
45045,R10914
45046,R10914
45047,R10914
45048,R00321
45049,R00321
45050,R00321
45051,R00321
45056,R09327
45057,R09327
45058,R09327
45059,R09327
45072,R10999
45073,R10999
45074,R10999
45075,R10999
45076,R11000
45077,R11000
45078,R11000
45079,R11000
45080,R10941
45081,R10941
45082,R10941
45083,R10941
45084,R11054
45085,R11054
45086,R11054
45087,R11054
45096,R11044
45097,R11044
45098,R11044
45099,R11044
45100,R11192
45101,R11192
45102,R11192
45103,R11192
45104,R11191
45105,R11191
45106,R11191
45107,R11191
45116,R10919
45117,R10919
45118,R10919
45119,R10919
45120,R10918
45121,R10918
