bigg_id,rhea
LCTStpp,28870
LDH_D2,29079
LDH_D2,29080
LDH_D2,29081
LDH_D2,29082
LEUTAi,18321
LEUTAi,18322
LEUTAi,18323
LEUTAi,18324
LGTHL,19069
LGTHL,19070
LGTHL,19071
LGTHL,19072
LIPATPT,12913
LIPATPT,12914
LIPATPT,12915
LIPATPT,12916
LIPAabcpp,35251
LIPAabcpp,35252
LIPAabcpp,35253
LIPAabcpp,35254
LYSabcpp,29887
LYSabcpp,29888
LYSabcpp,29889
LYSabcpp,29890
MALCOAMT,34899
MALCOAMT,34900
MALCOAMT,34901
MALCOAMT,34902
MALS,18181
MALS,18182
MALS,18183
MALS,18184
MALTabcpp,22132
MALTabcpp,22133
MALTabcpp,22134
MALTabcpp,22135
MAN1PT2,12905
MAN1PT2,12906
MAN1PT2,12907
MAN1PT2,12908
MDH2,29083
MDH2,29084
MDH2,29085
MDH2,29086
MDH3,29087
MDH3,29088
MDH3,29089
MDH3,29090
ME1,12653
ME1,12654
ME1,12655
ME1,12656
MECDPS,23864
MECDPS,23865
MECDPS,23866
MECDPS,23867
MEPCT,13429
MEPCT,13430
MEPCT,13431
MEPCT,13432
METAT,21080
METAT,21081
METAT,21082
METAT,21083
METDabcpp,29767
METDabcpp,29768
METDabcpp,29769
METDabcpp,29770
METDtex,34911
METDtex,34912
METDtex,34913
METDtex,34914
METabcpp,29779
METabcpp,29780
METabcpp,29781
METabcpp,29782
METabcpp,32827
METabcpp,32828
METabcpp,32829
METabcpp,32830
MG2tex,29827
MG2tex,29828
MG2tex,29829
MG2tex,29830
MG2tpp,29827
MG2tpp,29828
MG2tpp,29829
MG2tpp,29830
MG2uabcpp,10260
MG2uabcpp,10261
MG2uabcpp,10262
MG2uabcpp,10263
MGSA,17937
MGSA,17938
MGSA,17939
MGSA,17940
MINCYCtex,35167
MINCYCtex,35168
MINCYCtex,35169
MINCYCtex,35170
MLTP1,29647
MLTP1,29648
MLTP1,29649
MLTP1,29650
MMCD,21396
MMCD,21397
MMCD,21398
MMCD,21399
MN2tpp,28699
MN2tpp,28700
MN2tpp,28701
MN2tpp,28702
MNt2pp,29007
MNt2pp,29008
MNt2pp,29009
MNt2pp,29010
MNtex,28699
MNtex,28700
MNtex,28701
MNtex,28702
MOAT,28066
MOAT,28067
MOAT,28068
MOAT,28069
MOBDtex,34907
MOBDtex,34908
MOBDtex,34909
MOBDtex,34910
MOHMT,11824
MOHMT,11825
MOHMT,11826
MOHMT,11827
MOX,10512
MOX,10513
MOX,10514
MOX,10515
MSAR,26438
MSAR,26439
MSAR,26440
MSAR,26441
MTAN,13617
MTAN,13618
MTAN,13619
MTAN,13620
MTHFR2,19821
MTHFR2,19822
MTHFR2,19823
MTHFR2,19824
NACODA,30503
NACODA,30504
NACODA,30505
NACODA,30506
NADH5,29107
NADH5,29108
NADH5,29109
NADH5,29110
NADH9,30507
NADH9,30508
NADH9,30509
NADH9,30510
NADK,18629
NADK,18630
NADK,18631
NADK,18632
NADTRHD,11692
NADTRHD,11693
NADTRHD,11694
NADTRHD,11695
NAt3_2pp,29251
NAt3_2pp,29252
NAt3_2pp,29253
NAt3_2pp,29254
NDPK1,27686
NDPK1,27687
NDPK1,27688
NDPK1,27689
NDPK2,25098
NDPK2,25099
NDPK2,25100
NDPK2,25101
NDPK3,25237
NDPK3,25238
NDPK3,25239
NDPK3,25240
NDPK5,27690
NDPK5,27691
NDPK5,27692
NDPK5,27693
NDPK6,28582
NDPK6,28583
NDPK6,28584
NDPK6,28585
NH4tpp,28747
NH4tpp,28748
NH4tpp,28749
NH4tpp,28750
NI2tpp,29831
NI2tpp,29832
NI2tpp,29833
NI2tpp,29834
NI2uabcpp,15557
NI2uabcpp,15558
NI2uabcpp,15559
NI2uabcpp,15560
NMNDA,12400
NMNDA,12401
NMNDA,12402
NMNDA,12403
NMNPtpp,28482
NMNPtpp,28483
NMNPtpp,28484
NMNPtpp,28485
NNAM,14545
NNAM,14546
NNAM,14547
NNAM,14548
NNATr,22860
NNATr,22861
NNATr,22862
NNATr,22863
NO3R1bpp,29123
NO3R1bpp,29124
NO3R1bpp,29125
NO3R1bpp,29126
NO3R2pp,29139
NO3R2pp,29140
NO3R2pp,29141
NO3R2pp,29142
NO3tex,34923
NO3tex,34924
NO3tex,34925
NO3tex,34926
NTD10,28530
NTD10,28531
NTD10,28532
NTD10,28533
NTD10pp,28530
NTD10pp,28531
NTD10pp,28532
NTD10pp,28533
NTD11pp,27718
NTD11pp,27719
NTD11pp,27720
NTD11pp,27721
NTD2,29359
NTD2,29360
NTD2,29361
NTD2,29362
NTD4,29367
NTD4,29368
NTD4,29369
NTD4,29370
NTD4pp,29367
NTD4pp,29368
NTD4pp,29369
NTD4pp,29370
NTD5,11080
NTD5,11081
NTD5,11082
NTD5,11083
NTD6,29371
NTD6,29372
NTD6,29373
NTD6,29374
NTD6pp,29371
NTD6pp,29372
NTD6pp,29373
NTD6pp,29374
NTD7,29375
NTD7,29376
NTD7,29377
NTD7,29378
NTD7pp,29375
NTD7pp,29376
NTD7pp,29377
NTD7pp,29378
NTD8,29379
NTD8,29380
NTD8,29381
NTD8,29382
NTD8pp,29379
NTD8pp,29380
NTD8pp,29381
NTD8pp,29382
NTD9,27714
NTD9,27715
NTD9,27716
NTD9,27717
NTD9pp,27714
NTD9pp,27715
NTD9pp,27716
NTD9pp,27717
NTP1,13065
NTP1,13066
NTP1,13067
NTP1,13068
NTP10,28330
NTP10,28331
NTP10,28332
NTP10,28333
NTP3pp,19669
NTP3pp,19670
NTP3pp,19671
NTP3pp,19672
NTP5,29387
NTP5,29388
NTP5,29389
NTP5,29390
NTPP1,28362
NTPP1,28363
NTPP1,28364
NTPP1,28365
NTPP3,22636
NTPP3,22637
NTPP3,22638
NTPP3,22639
NTPP6,14245
NTPP6,14246
NTPP6,14247
NTPP6,14248
NTPP7,28534
NTPP7,28535
NTPP7,28536
NTPP7,28537
NTPP8,29395
NTPP8,29396
NTPP8,29397
NTPP8,29398
NTPTP1,15193
NTPTP1,15194
NTPTP1,15195
NTPTP1,15196
NTPTP2,30559
NTPTP2,30560
NTPTP2,30561
NTPTP2,30562
NTRIR2x,24628
NTRIR2x,24629
NTRIR2x,24630
NTRIR2x,24631
NTRIR4pp,29163
NTRIR4pp,29164
NTRIR4pp,29165
NTRIR4pp,29166
OBTFL,28054
OBTFL,28055
OBTFL,28056
OBTFL,28057
OCDCEAtexi,33655
OCDCEAtexi,33656
OCDCEAtexi,33657
OCDCEAtexi,33658
OCTDPS,27798
OCTDPS,27799
OCTDPS,27800
OCTDPS,27801
OHPHM,27770
OHPHM,27771
OHPHM,27772
OHPHM,27773
OMCDC,25078
OMCDC,25079
OMCDC,25080
OMCDC,25081
OP4ENH,22580
OP4ENH,22581
OP4ENH,22582
OP4ENH,22583
OPHBDC,27778
OPHBDC,27779
OPHBDC,27780
OPHBDC,27781
ORNDC,22964
ORNDC,22965
ORNDC,22966
ORNDC,22967
ORNabcpp,29883
ORNabcpp,29884
ORNabcpp,29885
ORNabcpp,29886
OROTt2_2pp,29347
OROTt2_2pp,29348
OROTt2_2pp,29349
OROTt2_2pp,29350
OXCOAHDH,34875
OXCOAHDH,34876
OXCOAHDH,34877
OXCOAHDH,34878
OXDHCOAT,34439
OXDHCOAT,34440
OXDHCOAT,34441
OXDHCOAT,34442
P5CD,16417
P5CD,16418
P5CD,16419
P5CD,16420
P5CR,14109
P5CR,14110
P5CR,14111
P5CR,14112
PANTS,10912
PANTS,10913
PANTS,10914
PANTS,10915
PDE1,25277
PDE1,25278
PDE1,25279
PDE1,25280
PDE4,16957
PDE4,16958
PDE4,16959
PDE4,16960
PEAMNtex,29743
PEAMNtex,29744
PEAMNtex,29745
PEAMNtex,29746
PFK,16109
PFK,16110
PFK,16111
PFK,16112
PGAMT,23424
PGAMT,23425
PGAMT,23426
PGAMT,23427
PGCD,12641
PGCD,12642
PGCD,12643
PGCD,12644
PGL,12556
PGL,12557
PGL,12558
PGL,12559
PGLYCP,14369
PGLYCP,14370
PGLYCP,14371
PGLYCP,14372
PHETA1,25152
PHETA1,25153
PHETA1,25154
PHETA1,25155
PItex,32823
PItex,32824
PItex,32825
PItex,32826
PIuabcpp,24440
PIuabcpp,24441
PIuabcpp,24442
PIuabcpp,24443
PMDPHT,25197
PMDPHT,25198
PMDPHT,25199
PMDPHT,25200
PNTK,16373
PNTK,16374
PNTK,16375
PNTK,16376
PNTOt4pp,29927
PNTOt4pp,29928
PNTOt4pp,29929
PNTOt4pp,29930
POX,29167
POX,29168
POX,29169
POX,29170
PPBNGS,24064
PPBNGS,24065
PPBNGS,24066
PPBNGS,24067
PPC,23072
PPC,23073
PPC,23074
PPC,23075
PPCDC,16793
PPCDC,16794
PPCDC,16795
PPCDC,16796
PPCK,18617
PPCK,18618
PPCK,18619
PPCK,18620
PPNDH,21648
PPNDH,21649
PPNDH,21650
PPNDH,21651
PPPNDO,20357
PPPNDO,20358
PPPNDO,20359
PPPNDO,20360
PPPNtex,29747
PPPNtex,29748
PPPNtex,29749
PPPNtex,29750
PPS,11364
PPS,11365
PPS,11366
PPS,11367
PRAIS,23032
PRAIS,23033
PRAIS,23034
PRAIS,23035
PRAIi,21540
PRAIi,21541
PRAIi,21542
PRAIi,21543
PRATPP,22828
PRATPP,22829
PRATPP,22830
PRATPP,22831
PRFGS,17129
PRFGS,17130
PRFGS,17131
PRFGS,17132
PSCVT,21256
PSCVT,21257
PSCVT,21258
PSCVT,21259
PSERT,14329
PSERT,14330
PSERT,14331
PSERT,14332
PSP_L,21208
PSP_L,21209
PSP_L,21210
PSP_L,21211
PTA2,28046
PTA2,28047
PTA2,28048
PTA2,28049
PTAr,19521
PTAr,19522
PTAr,19523
PTAr,19524
PTHRpp,30579
PTHRpp,30580
PTHRpp,30581
PTHRpp,30582
PTRCORNt7pp,28827
PTRCORNt7pp,28828
PTRCORNt7pp,28829
PTRCORNt7pp,28830
PTRCabcpp,29995
PTRCabcpp,29996
PTRCabcpp,29997
PTRCabcpp,29998
PUNP1,27642
PUNP1,27643
PUNP1,27644
PUNP1,27645
PUNP3,13233
PUNP3,13234
PUNP3,13235
PUNP3,13236
PUNP4,27738
PUNP4,27739
PUNP4,27740
PUNP4,27741
PUNP5,27646
PUNP5,27647
PUNP5,27648
PUNP5,27649
PYDXNtex,28470
PYDXNtex,28471
PYDXNtex,28472
PYDXNtex,28473
PYDXtex,28462
PYDXtex,28463
PYDXtex,28464
PYDXtex,28465
PYK,18157
PYK,18158
PYK,18159
PYK,18160
PYNP2r,24388
PYNP2r,24389
PYNP2r,24390
PYNP2r,24391
QMO2,29175
QMO2,29176
QMO2,29177
QMO2,29178
QMO3,29183
QMO3,29184
QMO3,29185
QMO3,29186
QUIN2tex,35195
QUIN2tex,35196
QUIN2tex,35197
QUIN2tex,35198
QUIN2tpp,35195
QUIN2tpp,35196
QUIN2tpp,35197
QUIN2tpp,35198
R15BPK,20109
R15BPK,20110
R15BPK,20111
R15BPK,20112
R1PK,29775
R1PK,29776
R1PK,29777
R1PK,29778
RBFK,14357
RBFK,14358
RBFK,14359
RBFK,14360
RBK_L1,22072
RBK_L1,22073
RBK_L1,22074
RBK_L1,22075
RBP4E,22368
RBP4E,22369
RBP4E,22370
RBP4E,22371
RFAMPtex,35231
RFAMPtex,35232
RFAMPtex,35233
RFAMPtex,35234
RHCCE,17753
RHCCE,17754
RHCCE,17755
RHCCE,17756
RIBabcpp,29903
RIBabcpp,29904
RIBabcpp,29905
RIBabcpp,29906
RMK,20117
RMK,20118
RMK,20119
RMK,20120
SADH,19533
SADH,19534
SADH,19535
SADH,19536
SBTPD,19837
SBTPD,19838
SBTPD,19839
SBTPD,19840
SDPTA,11960
SDPTA,11961
SDPTA,11962
SDPTA,11963
SELGTHR,34903
SELGTHR,34904
SELGTHR,34905
SELGTHR,34906
SELNPS,18737
SELNPS,18738
SELNPS,18739
SELNPS,18740
SELtex,34887
SELtex,34888
SELtex,34889
SELtex,34890
SERASr,28570
SERASr,28571
SERASr,28572
SERASr,28573
SERAT,24560
SERAT,24561
SERAT,24562
SERAT,24563
SERD_L,19169
SERD_L,19170
SERD_L,19171
SERD_L,19172
SERtex,35031
SERtex,35032
SERtex,35033
SERtex,35034
SFGTHi,14961
SFGTHi,14962
SFGTHi,14963
SFGTHi,14964
SHCHF,24360
SHCHF,24361
SHCHF,24362
SHCHF,24363
SHK3Dr,17737
SHK3Dr,17738
SHK3Dr,17739
SHK3Dr,17740
SHSL1,20397
SHSL1,20398
SHSL1,20399
SHSL1,20400
SKMt2pp,28971
SKMt2pp,28972
SKMt2pp,28973
SKMt2pp,28974
SLNTtex,34891
SLNTtex,34892
SLNTtex,34893
SLNTtex,34894
SO4t2pp,28574
SO4t2pp,28575
SO4t2pp,28576
SO4t2pp,28577
SO4tex,34983
SO4tex,34984
SO4tex,34985
SO4tex,34986
SOTA,16953
SOTA,16954
SOTA,16955
SOTA,16956
SPMDAT1,28150
SPMDAT1,28151
SPMDAT1,28152
SPMDAT1,28153
SPMDAT2,28270
SPMDAT2,28271
SPMDAT2,28272
SPMDAT2,28273
SPMS,12721
SPMS,12722
SPMS,12723
SPMS,12724
SPODMpp,20696
SPODMpp,20697
SPODMpp,20698
SPODMpp,20699
SUCBZS,10196
SUCBZS,10197
SUCBZS,10198
SUCBZS,10199
SUCOAS,17661
SUCOAS,17662
SUCOAS,17663
SUCOAS,17664
TAGURr,17813
TAGURr,17814
TAGURr,17815
TAGURr,17816
TALA,17053
TALA,17054
TALA,17055
TALA,17056
TDPDRE,16969
TDPDRE,16970
TDPDRE,16971
TDPDRE,16972
TDSK,20700
TDSK,20701
TDSK,20702
TDSK,20703
THFAT,34767
THFAT,34768
THFAT,34769
THFAT,34770
THRA,19625
THRA,19626
THRA,19627
THRA,19628
THRD,13161
THRD,13162
THRD,13163
THRD,13164
THRD_L,22108
THRD_L,22109
THRD_L,22110
THRD_L,22111
THRt2rpp,28883
THRt2rpp,28884
THRt2rpp,28885
THRt2rpp,28886
TKT2,27626
TKT2,27627
TKT2,27628
TKT2,27629
TMAOR1,29279
TMAOR1,29280
TMAOR1,29281
TMAOR1,29282
TMDPP,16037
TMDPP,16038
TMDPP,16039
TMDPP,16040
TPI,18585
TPI,18586
TPI,18587
TPI,18588
TREH,20868
TREH,20869
TREH,20870
TREH,20871
TREHpp,20868
TREHpp,20869
TREHpp,20870
TREHpp,20871
TREtex,17629
TREtex,17630
TREtex,17631
TREtex,17632
TRPS2,26434
TRPS2,26435
TRPS2,26436
TRPS2,26437
TRPS3,14081
TRPS3,14082
TRPS3,14083
TRPS3,14084
TRPt2rpp,28879
TRPt2rpp,28880
TRPt2rpp,28881
TRPt2rpp,28882
TSULabcpp,29871
TSULabcpp,29872
TSULabcpp,29873
TSULabcpp,29874
TSULtex,32807
TSULtex,32808
TSULtex,32809
TSULtex,32810
TUNGSabcpp,35027
TUNGSabcpp,35028
TUNGSabcpp,35029
TUNGSabcpp,35030
TYRL,26361
TYRL,26362
TYRL,26363
TYRL,26364
TYROXDApp,30591
TYROXDApp,30592
TYROXDApp,30593
TYROXDApp,30594
TYRt2rpp,28875
TYRt2rpp,28876
TYRt2rpp,28877
TYRt2rpp,28878
UACMAMO,25780
UACMAMO,25781
UACMAMO,25782
UACMAMO,25783
UAG2E,17213
UAG2E,17214
UAG2E,17215
UAG2E,17216
UAMAGS,16429
UAMAGS,16430
UAMAGS,16431
UAMAGS,16432
UAMAS,23372
UAMAS,23373
UAMAS,23374
UAMAS,23375
UAPGR,12248
UAPGR,12249
UAPGR,12250
UAPGR,12251
UDPG4E,22168
UDPG4E,22169
UDPG4E,22170
UDPG4E,22171
UDPGALM,24132
UDPGALM,24133
UDPGALM,24134
UDPGALM,24135
UDPGDC,24702
UDPGDC,24703
UDPGDC,24704
UDPGDC,24705
UDPGPpp,29555
UDPGPpp,29556
UDPGPpp,29557
UDPGPpp,29558
UDPKAAT,24710
UDPKAAT,24711
UDPKAAT,24712
UDPKAAT,24713
UGLT,13989
UGLT,13990
UGLT,13991
UGLT,13992
UGLYCH,19809
UGLYCH,19810
UGLYCH,19811
UGLYCH,19812
UPP3MT,32459
UPP3MT,32460
UPP3MT,32461
UPP3MT,32462
UPPDC1,19865
UPPDC1,19866
UPPDC1,19867
UPPDC1,19868
URACPAH,31591
URACPAH,31592
URACPAH,31593
URACPAH,31594
USHD,25213
USHD,25214
USHD,25215
USHD,25216
VALTA,24813
VALTA,24814
VALTA,24815
VALTA,24816
VALabcpp,29803
VALabcpp,29804
VALabcpp,29805
VALabcpp,29806
VALtex,29703
VALtex,29704
VALtex,29705
VALtex,29706
VPAMTr,22912
VPAMTr,22913
VPAMTr,22914
VPAMTr,22915
XANt2pp,29663
XANt2pp,29664
XANt2pp,29665
XANt2pp,29666
XTSNt2rpp,28939
XTSNt2rpp,28940
XTSNt2rpp,28941
XTSNt2rpp,28942
XYLI2,28546
XYLI2,28547
XYLI2,28548
XYLI2,28549
XYLabcpp,29899
XYLabcpp,29900
XYLabcpp,29901
XYLabcpp,29902
XYLt2pp,28959
XYLt2pp,28960
XYLt2pp,28961
XYLt2pp,28962
ZN2abcpp,20621
ZN2abcpp,20622
ZN2abcpp,20623
ZN2abcpp,20624
ZNabcpp,29795
ZNabcpp,29796
ZNabcpp,29797
ZNabcpp,29798
Zn2tex,29351
Zn2tex,29352
Zn2tex,29353
Zn2tex,29354
2DGLCNRy,16653
2DGLCNRy,16654
2DGLCNRy,16655
2DGLCNRy,16656
HACD1i,30799
HACD1i,30800
HACD1i,30801
HACD1i,30802
HACD2i,31143
HACD2i,31144
HACD2i,31145
HACD2i,31146
HACD4i,31187
HACD4i,31188
HACD4i,31189
HACD4i,31190
HACD6i,31167
HACD6i,31168
HACD6i,31169
HACD6i,31170
HACD7i,31159
HACD7i,31160
HACD7i,31161
HACD7i,31162
MDRPD,15549
MDRPD,15550
MDRPD,15551
MDRPD,15552
MTRI,19989
MTRI,19990
MTRI,19991
MTRI,19992
MTRK,22312
MTRK,22313
MTRK,22314
MTRK,22315
NPHS,15525
NPHS,15526
NPHS,15527
NPHS,15528
URIDK2r,30655
URIDK2r,30656
URIDK2r,30657
URIDK2r,30658
2DOXG6PP,22236
2DOXG6PP,22237
2DOXG6PP,22238
2DOXG6PP,22239
2HBO,36371
2HBO,36372
2HBO,36373
2HBO,36374
3DSPHR,22640
3DSPHR,22641
3DSPHR,22642
3DSPHR,22643
4ABUTtm,35035
4ABUTtm,35036
4ABUTtm,35037
4ABUTtm,35038
AABTN,15897
AABTN,15898
AABTN,15899
AABTN,15900
AATA,12601
AATA,12602
AATA,12603
AATA,12604
ACACT4p,31087
ACACT4p,31088
ACACT4p,31089
ACACT4p,31090
ACACT6p,31091
ACACT6p,31092
ACACT6p,31093
ACACT6p,31094
ACACT7p,18161
ACACT7p,18162
ACACT7p,18163
ACACT7p,18164
ACACT8p,35279
ACACT8p,35280
ACACT8p,35281
ACACT8p,35282
ACCOACrm,11308
ACCOACrm,11309
ACCOACrm,11310
ACCOACrm,11311
ACGAM6PS,10292
ACGAM6PS,10293
ACGAM6PS,10294
ACGAM6PS,10295
ACHBSm,27654
ACHBSm,27655
ACHBSm,27656
ACHBSm,27657
ACLSm,25249
ACLSm,25250
ACLSm,25251
ACLSm,25252
ACOAO6p,40183
ACOAO6p,40184
ACOAO6p,40185
ACOAO6p,40186
ACOAO7p,40167
ACOAO7p,40168
ACOAO7p,40169
ACOAO7p,40170
ACONT,10336
ACONT,10337
ACONT,10338
ACONT,10339
ACtm,27814
ACtm,27815
ACtm,27816
ACtm,27817
ADEt2,28719
ADEt2,28720
ADEt2,28721
ADEt2,28722
ADK1m,12973
ADK1m,12974
ADK1m,12975
ADK1m,12976
ADK3m,29863
ADK3m,29864
ADK3m,29865
ADK3m,29866
ADK4m,29867
ADK4m,29868
ADK4m,29869
ADK4m,29870
AGPRim,21588
AGPRim,21589
AGPRim,21590
AGPRim,21591
AHCi,21708
AHCi,21709
AHCi,21710
AHCi,21711
AHSERL,10048
AHSERL,10049
AHSERL,10050
AHSERL,10051
AHSERL2,27822
AHSERL2,27823
AHSERL2,27824
AHSERL2,27825
AIRCr,10792
AIRCr,10793
AIRCr,10794
AIRCr,10795
AKGt2r,29011
AKGt2r,29012
AKGt2r,29013
AKGt2r,29014
ALCD19y,23592
ALCD19y,23593
ALCD19y,23594
ALCD19y,23595
ALCD24yi,18525
ALCD24yi,18526
ALCD24yi,18527
ALCD24yi,18528
ALCD26xim,14873
ALCD26xim,14874
ALCD26xim,14875
ALCD26xim,14876
ALDD20xm,30867
ALDD20xm,30868
ALDD20xm,30869
ALDD20xm,30870
ALLTAHr,11016
ALLTAHr,11017
ALLTAHr,11018
ALLTAHr,11019
ALPHNH,19029
ALPHNH,19030
ALPHNH,19031
ALPHNH,19032
AMPDA,14777
AMPDA,14778
AMPDA,14779
AMPDA,14780
ARAB1D2,21892
ARAB1D2,21893
ARAB1D2,21894
ARAB1D2,21895
ARGN,20569
ARGN,20570
ARGN,20571
ARGN,20572
ASPTAm,21824
ASPTAm,21825
ASPTAm,21826
ASPTAm,21827
C24STRer,18501
C24STRer,18502
C24STRer,18503
C24STRer,18504
CHLPCTD,18997
CHLPCTD,18998
CHLPCTD,18999
CHLPCTD,19000
CITt2r,32123
CITt2r,32124
CITt2r,32125
CITt2r,32126
COUCOAFm,19641
COUCOAFm,19642
COUCOAFm,19643
COUCOAFm,19644
CRNtim,34959
CRNtim,34960
CRNtim,34961
CRNtim,34962
CSNATm,21136
CSNATm,21137
CSNATm,21138
CSNATm,21139
CSNATr,21136
CSNATr,21137
CSNATr,21138
CSNATr,21139
CSNt2,29935
CSNt2,29936
CSNt2,29937
CSNt2,29938
CSm,16845
CSm,16846
CSm,16847
CSm,16848
CSp,16845
CSp,16846
CSp,16847
CSp,16848
CYSTLp,13965
CYSTLp,13966
CYSTLp,13967
CYSTLp,13968
CYSTS,10112
CYSTS,10113
CYSTS,10114
CYSTS,10115
DADNt2,29979
DADNt2,29980
DADNt2,29981
DADNt2,29982
DHAD1m,24809
DHAD1m,24810
DHAD1m,24811
DHAD1m,24812
DHAD2m,27694
DHAD2m,27695
DHAD2m,27696
DHAD2m,27697
DHFRim,15009
DHFRim,15010
DHFRim,15011
DHFRim,15012
DIAT,33099
DIAT,33100
DIAT,33101
DIAT,33102
DINSt2,29971
DINSt2,29972
DINSt2,29973
DINSt2,29974
DIPS,20145
DIPS,20146
DIPS,20147
DIPS,20148
DPRm,16233
DPRm,16234
DPRm,16235
DPRm,16236
ECOAH4p,31191
ECOAH4p,31192
ECOAH4p,31193
ECOAH4p,31194
ECOAH6p,31171
ECOAH6p,31172
ECOAH6p,31173
ECOAH6p,31174
ECOAH7p,31163
ECOAH7p,31164
ECOAH7p,31165
ECOAH7p,31166
ETHAK,13069
ETHAK,13070
ETHAK,13071
ETHAK,13072
EX_glx_e,29723
EX_glx_e,29724
EX_glx_e,29725
EX_glx_e,29726
FA80tp,29759
FA80tp,29760
FA80tp,29761
FA80tp,29762
FACOAL160p,30751
FACOAL160p,30752
FACOAL160p,30753
FACOAL160p,30754
FACOAL180,33615
FACOAL180,33616
FACOAL180,33617
FACOAL180,33618
FACOAL80p,33631
FACOAL80p,33632
FACOAL80p,33633
FACOAL80p,33634
FBA2,30851
FBA2,30852
FBA2,30853
FBA2,30854
FCLTm,22584
FCLTm,22585
FCLTm,22586
FCLTm,22587
FEtm,28486
FEtm,28487
FEtm,28488
FEtm,28489
FKYNH,13009
FKYNH,13010
FKYNH,13011
FKYNH,13012
FORtm,29679
FORtm,29680
FORtm,29681
FORtm,29682
FTHFLmi,20221
FTHFLmi,20222
FTHFLmi,20223
FTHFLmi,20224
FUMAC,10244
FUMAC,10245
FUMAC,10246
FUMAC,10247
G3PD1ir,11092
G3PD1ir,11093
G3PD1ir,11094
G3PD1ir,11095
G3PD1irm,11092
G3PD1irm,11093
G3PD1irm,11094
G3PD1irm,11095
G3PDm,31283
G3PDm,31284
G3PDm,31285
G3PDm,31286
G3PIt,32915
G3PIt,32916
G3PIt,32917
G3PIt,32918
G5SADrm,28234
G5SADrm,28235
G5SADrm,28236
G5SADrm,28237
G6PDH2er,15841
G6PDH2er,15842
G6PDH2er,15843
G6PDH2er,15844
GALT,14209
GALT,14210
GALT,14211
GALT,14212
GCC2cm,33059
GCC2cm,33060
GCC2cm,33061
GCC2cm,33062
GGTT,25694
GGTT,25695
GGTT,25696
GGTT,25697
GHMT2rm,15481
GHMT2rm,15482
GHMT2rm,15483
GHMT2rm,15484
GLUDxi,15133
GLUDxi,15134
GLUDxi,15135
GLUDxi,15136
GLUSx,13753
GLUSx,13754
GLUSx,13755
GLUSx,13756
GLYC3Ptm,34967
GLYC3Ptm,34968
GLYC3Ptm,34969
GLYC3Ptm,34970
GLYCDy,12753
GLYCDy,12754
GLYCDy,12755
GLYCDy,12756
GLYCt,29675
GLYCt,29676
GLYCt,29677
GLYCt,29678
GLYt2r,28899
GLYt2r,28900
GLYt2r,28901
GLYt2r,28902
GNNUC,30771
GNNUC,30772
GNNUC,30773
GNNUC,30774
GTHOm,11740
GTHOm,11741
GTHOm,11742
GTHOm,11743
H2Ot,29667
H2Ot,29668
H2Ot,29669
H2Ot,29670
H2Oter,29667
H2Oter,29668
H2Oter,29669
H2Oter,29670
H2Otn,29667
H2Otn,29668
H2Otn,29669
H2Otn,29670
H2Otp,29667
H2Otp,29668
H2Otp,29669
H2Otp,29670
H2Otv,29667
H2Otv,29668
H2Otv,29669
H2Otv,29670
HACD4p,31187
HACD4p,31188
HACD4p,31189
HACD4p,31190
HACD6p,31167
HACD6p,31168
HACD6p,31169
HACD6p,31170
HACD7p,31159
HACD7p,31160
HACD7p,31161
HACD7p,31162
HCO3En,10748
HCO3En,10749
HCO3En,10750
HCO3En,10751
HEMEOSm,28070
HEMEOSm,28071
HEMEOSm,28072
HEMEOSm,28073
HGNTOR,15449
HGNTOR,15450
HGNTOR,15451
HGNTOR,15452
HISt2r,37047
HISt2r,37048
HISt2r,37049
HISt2r,37050
HSDxi,15757
HSDxi,15758
HSDxi,15759
HSDxi,15760
HSERTA,13701
HSERTA,13702
HSERTA,13703
HSERTA,13704
ICDHym,19629
ICDHym,19630
ICDHym,19631
ICDHym,19632
ICDHyp,19629
ICDHyp,19630
ICDHyp,19631
ICDHyp,19632
ILETAm,24801
ILETAm,24802
ILETAm,24803
ILETAm,24804
INSt2,29963
INSt2,29964
INSt2,29965
INSt2,29966
IPPSm,21524
IPPSm,21525
IPPSm,21526
IPPSm,21527
KYN,16813
KYN,16814
KYN,16815
KYN,16816
KYN3OX,20545
KYN3OX,20546
KYN3OX,20547
KYN3OX,20548
LYSt2r,28911
LYSt2r,28912
LYSt2r,28913
LYSt2r,28914
L_LACt2r,29415
L_LACt2r,29416
L_LACt2r,29417
L_LACt2r,29418
L_LACtm,29415
L_LACtm,29416
L_LACtm,29417
L_LACtm,29418
MAN1PT,15229
MAN1PT,15230
MAN1PT,15231
MAN1PT,15232
MCITL2m,16809
MCITL2m,16810
MCITL2m,16811
MCITL2m,16812
MCITSm,23780
MCITSm,23781
MCITSm,23782
MCITSm,23783
MDHm,21432
MDHm,21433
MDHm,21434
MDHm,21435
MDHp,21432
MDHp,21433
MDHp,21434
MDHp,21435
MHPGLUT,21196
MHPGLUT,21197
MHPGLUT,21198
MHPGLUT,21199
NADDPp,11800
NADDPp,11801
NADDPp,11802
NADDPp,11803
NADKm,18629
NADKm,18630
NADKm,18631
NADKm,18632
NADPPPSm,28050
NADPPPSm,28051
NADPPPSm,28052
NADPPPSm,28053
NADS1n,21188
NADS1n,21189
NADS1n,21190
NADS1n,21191
NAPRT,13393
NAPRT,13394
