aliases,id
R03921,rxn02760
R03925,rxn02761
ALLANTOIN-RACEMASE-RXN,rxn02761
R03929,rxn02762
RXN-14112,rxn02762
R03930,rxn02763
3-METHYLENEOXINDOLE-REDUCTASE-RXN,rxn02763
R03932,rxn02764
6.2.1.33-RXN,rxn02764
R03934,rxn02765
6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN,rxn02765
R03935,rxn02766
R03936,rxn02767
R03937,rxn02768
RXN-1083,rxn02768
R03939,rxn02769
HYPOTAUROCYAMINE-KINASE-RXN,rxn02769
R03942,rxn02770
L-RHAMNOSE-1-DEHYDROGENASE-RXN,rxn02770
R03943,rxn02771
R03945,rxn02772
R03946,rxn02773
STEROID-SULFOTRANSFERASE-RXN,rxn02773
R03947,rxn02774
DIMETHUROPORDEHYDROG-RXN,rxn02774
R03948,rxn02775
2.1.1.130-RXN,rxn02775
R03950,rxn02776
R03951,rxn02777
R03952,rxn02778
THYROID-HORMONE-AMINOTRANSFERASE-RXN,rxn02778
R03953,rxn02779
R03954,rxn02780
RXN-10722,rxn02780
R03955,rxn02781
R03959,rxn02782
MUCONATE-CYCLOISOMERASE-RXN,rxn02782
R03960,rxn02783
R03962,rxn02784
RXN-4502,rxn02784
R03963,rxn02785
2-ALKYN-1-OL-DEHYDROGENASE-RXN,rxn02785
R03964,rxn02786
2-HYDROXYBIPHENYL-3-MONOOXYGENASE-RXN,rxn02786
R03965,rxn02787
2.3.1.106-RXN,rxn02787
R03966,rxn02788
R03968,rxn02789
3-ISOPROPYLMALISOM-RXN,rxn02789
R03969,rxn02790
ADP-PHOSPHOGLYCERATE-PHOSPHATASE-RXN,rxn02790
R03970,rxn02791
R08743,rxn02794
RXN-17398,rxn02794
R03975,rxn02795
R03977,rxn02796
CHENODEOXYCHOLOYLTAURINE-HYDROLASE-RXN,rxn02796
R03978,rxn02797
RXN-8659,rxn02797
R03980,rxn02798
RXN-14263,rxn02798
R03984,rxn02800
1.5.4.1-RXN,rxn02800
R03987,rxn02801
BILE-SALT-SULFOTRANSFERASE-RXN,rxn02801
R03989,rxn02802
TRANSENOYLCOARED-RXN,rxn02802
R03990,rxn02803
R03991,rxn02804
2.3.1.155-RXN; RXN-16560,rxn02804
R03994,rxn02805
PIPERIDINE-N-PIPEROYLTRANSFERASE-RXN,rxn02805
R03995,rxn02806
R03997,rxn02807
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN,rxn02807
R03998,rxn02808
ANTHRANILOYL-COA-MONOOXYGENASE-RXN,rxn02808
R03999,rxn02809
ANTHRANILOYL-COA-MONOOXYGENASE-RXN,rxn02809
R04000,rxn02810
R04001,rxn02811
RXN-8991,rxn02811
R04002,rxn02812
BRANCHED-CHAIN-FATTY-ACID-KINASE-RXN,rxn02812
R07437,rxn02814
RXN-1102,rxn02814
R04005,rxn02815
R04006,rxn02816
R04010,rxn02818
THIOCYANATE-ISOMERASE-RXN,rxn02818
R04013,rxn02819
2.1.1.99-RXN,rxn02819
R04016,rxn02820
R04018; R06147,rxn02821
R04020,rxn02823
RXN-7567,rxn02823
R04021,rxn02824
GLYCOPROTEIN-O-FATTY-ACYLTRANSFERASE-RXN,rxn02824
R08386,rxn02825
R04025,rxn02826
RXN-1,rxn02826
R04026,rxn02827
R63-RXN,rxn02827
R04027,rxn02828
R04028,rxn02829
2.6.1.65-RXN,rxn02829
R04029,rxn02830
R04030,rxn02831
O-SUCCINYLBENZOATE-COA-LIG-RXN,rxn02831
R04031,rxn02832
O-SUCCINYLBENZOATE-COA-SYN-RXN,rxn02832
R04033,rxn02833
2.1.1.28-RXN,rxn02833
R04035,rxn02834
HISTPRATPHYD-RXN,rxn02834
R04037,rxn02835
HISTCYCLOHYD-RXN,rxn02835
R04038,rxn02836
RXN-4307,rxn02836
R04040,rxn02837
ALPHA-PINENE-OXIDE-DECYCLASE-RXN,rxn02837
R04046,rxn02839
1.7.1.12-RXN,rxn02839
R04047,rxn02840
1.7.1.12-RXN,rxn02840
R04048,rxn02841
R04049,rxn02842
KDUD-RXN,rxn02842
R04050,rxn02843
2.3.1.114-RXN,rxn02843
R04051,rxn02844
R04053,rxn02845
4.1.1.82-RXN,rxn02845
R04056,rxn02847
4-ACETAMIDOBUTYRYL-COA-DEACETYLASE-RXN,rxn02847
R04057,rxn02848
5-HYDROXYPENTANOATE-COA-TRANSFERASE-RXN,rxn02848
R04058,rxn02849
R04059,rxn02850
1.10.1.1-RXN,rxn02850
R04060,rxn02851
ANHYDROTETRACYCLINE-MONOOXYGENASE-RXN,rxn02851
R04061,rxn02852
HYDROXYQUINOL-12-DIOXYGENASE-RXN; RXN-17556,rxn02852
R04065,rxn02853
RXN-10089,rxn02853
R04066,rxn02854
IMIDAZOLEACETATE-4-MONOOXYGENASE-RXN,rxn02854
R04068,rxn02855
6.3.4.8-RXN,rxn02855
R04077,rxn02857
2.1.1.89-RXN,rxn02857
R04084,rxn02858
RXN-9980,rxn02858
R04088,rxn02860
TOLUENE-DIOL-DEHYDROGENASE-RXN,rxn02860
R04089,rxn02861
CATECHOL-2-3-DIOXYGENASE-RXN,rxn02861
R04091,rxn02862
R04092,rxn02863
R04093,rxn02864
RXN-19838,rxn02864
R04094,rxn02865
R04095,rxn02866
R04099,rxn02868
1.1.1.230-RXN,rxn02868
R04100,rxn02869
RXN-7931,rxn02869
R04103,rxn02871
R04105,rxn02872
1.2.1.55-RXN,rxn02872
R04106,rxn02873
1.2.1.56-RXN,rxn02873
R04108,rxn02874
R04112,rxn02875
R04113,rxn02876
R04115,rxn02877
1.3.1.29-RXN,rxn02877
R04117,rxn02878
RXN-8612,rxn02878
R04119,rxn02879
PHORBOL-DIESTER-HYDROLASE-RXN,rxn02879
R04127,rxn02880
HYDROXYDOCOSANOATE-TRANS-RXN,rxn02880
R04130,rxn02881
1.14.13.10-RXN,rxn02881
R04131,rxn02882
2-OXOHEPT-3-ENEDIOATE-HYDROXYLATION-RXN; HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN,rxn02882
R04132,rxn02883
R04133,rxn02884
4.1.1.68-RXN,rxn02884
R04134,rxn02885
RXN1K-87,rxn02885
R04135,rxn02886
HYDROXYGLUTAMATE-DECARBOXYLASE-RXN,rxn02886
R04136,rxn02887
1.1.1.97-RXN,rxn02887
R04137,rxn02888
R04138,rxn02889
METHYLCROTONYL-COA-CARBOXYLASE-RXN,rxn02889
R04139,rxn02890
1.1.1.52-RXN,rxn02890
R04140,rxn02891
3.5.5.5-RXN,rxn02891
R04141,rxn02892
3.1.1.56-RXN,rxn02892
R04142,rxn02893
KETAMID-RXN,rxn02893
R04143,rxn02894
5-METHYLTHIORIBOSE-KINASE-RXN,rxn02894
R04144,rxn02895
GLYRIBONUCSYN-RXN,rxn02895
R04147,rxn02896
5.1.1.17-RXN,rxn02896
R04148,rxn02897
DMBPPRIBOSYLTRANS-RXN,rxn02897
R04150,rxn02898
R04151,rxn02899
1.3.1.49-RXN,rxn02899
R04152,rxn02900
2.6.1.37-RXN,rxn02900
R04153,rxn02901
2.1.1.3-RXN,rxn02901
R04154,rxn02902
TETRAHYDROXYPTERIDINE-CYCLOISOMERASE-RXN,rxn02902
R04161,rxn02904
HYDROXY-MANDELATE-RACEMASE-RXN,rxn02904
R04163,rxn02905
R04164,rxn02906
R04165,rxn02907
CORTICOSTEROID-SIDE-CHAIN-ISOMERASE-RXN,rxn02907
R04166,rxn02908
4.2.1.98-RXN,rxn02908
R04167,rxn02909
2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN,rxn02909
R04169,rxn02910
R04170,rxn02911
R04171,rxn02912
R04172,rxn02913
R04173,rxn02914
PSERTRANSAM-RXN,rxn02914
R04174,rxn02915
R04175,rxn02916
RXN-8172,rxn02916
R04177,rxn02917
R04179,rxn02918
2.7.8.19-RXN,rxn02918
R04180,rxn02919
3.1.4.51-RXN,rxn02919
R04182,rxn02920
2.4.1.88-RXN,rxn02920
R04183,rxn02921
R04184,rxn02922
R04185,rxn02923
R04186,rxn02924
R04187,rxn02925
R04188,rxn02926
2.6.1.22-RXN,rxn02926
R04189,rxn02927
SUCCARGDIHYDRO-RXN,rxn02927
R04198,rxn02928
DIHYDROPICRED-RXN,rxn02928
R04199,rxn02929
DIHYDROPICRED-RXN,rxn02929
R04200,rxn02930
R04201,rxn02931
R04202,rxn02932
BIS2-ETHYLHEXYLPHTHALATE-ESTERASE-RXN,rxn02932
R04203,rxn02933
1.1.1.178-RXN,rxn02933
R04204,rxn02934
TIGLYLCOA-HYDROXY-RXN,rxn02934
R04205,rxn02935
R04206,rxn02936
R04208,rxn02937
AIRS-RXN,rxn02937
R04209,rxn02938
AIRCARBOXY-RXN,rxn02938
R04210,rxn02939
ERYTHRON4PDEHYDROG-RXN,rxn02939
R04211,rxn02940
2.3.1.58-RXN,rxn02940
R04213,rxn02941
TYROSINE-ESTER-SULFOTRANSFERASE-RXN,rxn02941
R04214,rxn02942
R04215,rxn02943
R04217,rxn02944
SUCCORNTRANSAM-RXN,rxn02944
R04218,rxn02945
RXNARA-8002,rxn02945
R04221,rxn02946
R04222,rxn02947
2.4.2.27-RXN,rxn02947
R04223,rxn02948
R04224,rxn02949
R04228,rxn02951
1.7.1.9-RXN,rxn02951
R04229,rxn02952
1.7.1.9-RXN,rxn02952
R04234,rxn02956
R04235,rxn02957
2.7.4.19-RXN,rxn02957
R04236,rxn02958
PROPANEDIOL-PHOSPHATE-DEHYDROGENASE-RXN,rxn02958
R04237,rxn02959
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN,rxn02959
R04247,rxn02961
R04248,rxn02962
R04249,rxn02963
R04250,rxn02964
R04251,rxn02965
R04252,rxn02966
R04256,rxn02967
LEUKOTRIENE-E4-20-MONOOXYGENASE-RXN,rxn02967
R04257,rxn02968
R04258,rxn02969
RXN-9870,rxn02969
R04259,rxn02970
RXN-9892,rxn02970
R04260,rxn02971
MUCONOLACTONE-DELTA-ISOMERASE-RXN,rxn02971
R04263,rxn02972
1.1.1.181-RXN,rxn02972
R04264,rxn02973
R04265,rxn02974
RXN-9159,rxn02974
R04266,rxn02975
RXN-9160,rxn02975
R04269,rxn02976
RXN-7751,rxn02976
R04270,rxn02977
12-ALPHA-L-FUCOSIDASE-RXN,rxn02977
R04271,rxn02978
2.3.1.56-RXN,rxn02978
R04276,rxn02979
LEUCPEL-RXN,rxn02979
R04277,rxn02980
R04278,rxn02981
R04279,rxn02982
1.2.1.45-RXN,rxn02982
R04280,rxn02983
METHYLGALLATE-RXN,rxn02983
R04285,rxn02985
1.1.1.220-RXN,rxn02985
R04286,rxn02986
4.2.3.12-RXN,rxn02986
R04292,rxn02988
QUINOLINATE-SYNTHA-RXN,rxn02988
R04293,rxn02989
RXN-5721,rxn02989
R04296,rxn02991
RXN-743,rxn02991
R04297,rxn02992
1.97.1.2-RXN,rxn02992
R04300,rxn02993
RXN6666-4,rxn02993
R04301,rxn02994
RXN6666-7,rxn02994
R04303,rxn02995
1.6.6.12-RXN,rxn02995
R04304,rxn02996
RXN3O-4113,rxn02996
R04305,rxn02997
R04306,rxn02998
RXN-12240,rxn02998
R04307,rxn02999
1.1.1.226-RXN,rxn02999
R04309,rxn03000
R04310,rxn03001
R04317,rxn03002
3.1.3.14-RXN,rxn03002
R04323,rxn03003
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN,rxn03003
R04325,rxn03004
GART-RXN,rxn03004
R04326,rxn03005
R07498,rxn03007
R04330,rxn03008
R04333,rxn03009
R04334,rxn03010
2.4.1.156-RXN,rxn03010
R04335,rxn03011
R04336,rxn03012
RXN-4821,rxn03012
R04338,rxn03013
CYSTEINE-CONJUGATE-TRANSAMINASE-RXN,rxn03013
R04339,rxn03014
1.5.1.25-RXN,rxn03014
R04340,rxn03015
1.5.1.25-RXN,rxn03015
R04342,rxn03016
1.14.13.36-RXN,rxn03016
R04344,rxn03017
1.1.1.210-RXN,rxn03017
R04345,rxn03018
DICHLOROMUCONATE-CYCLOISOMERASE-RXN; RXN-9856,rxn03018
R04346,rxn03019
2.4.2.20-RXN,rxn03019
R04347,rxn03020
2.1.1.86-RXN,rxn03020
R04349,rxn03021
3.5.5.6-RXN,rxn03021
R04350,rxn03022
MIMOSINASE-RXN,rxn03022
R04351; R05661,rxn03023
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN,rxn03023
R04352,rxn03024
R04353,rxn03025
R04354,rxn03026
R04356,rxn03027
R04359,rxn03029
R04364,rxn03030
2.3.1.89-RXN,rxn03030
R04365,rxn03031
TETHYDPICSUCC-RXN,rxn03031
R04367,rxn03032
3-KETOVALIDOXYLAMINE-C-N-LYASE-RXN,rxn03032
R04370,rxn03033
1.1.1.217-RXN,rxn03033
R04371,rxn03034
HOMOACONITATE-HYDRATASE-RXN; R208-RXN,rxn03034
R04372,rxn03035
RXN-10960,rxn03035
R04373,rxn03036
R04374,rxn03037
R04376,rxn03038
1.13.11.16-RXN,rxn03038
R04378,rxn03039
RXN-14270,rxn03039
R04379,rxn03040
5.3.3.10-RXN,rxn03040
R04380,rxn03041
CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN,rxn03041
R04382,rxn03042
R04383,rxn03043
2.1.1.90-RXN,rxn03044
R04387,rxn03045
1.1.1.229-RXN,rxn03045
R04388,rxn03046
OPHELINE-KINASE-RXN,rxn03046
R04391,rxn03047
R04397,rxn03048
3.5.1.66-RXN,rxn03048
R04398,rxn03049
2.1.1.88-RXN,rxn03049
R04399,rxn03050
RXN-2463,rxn03050
R04400,rxn03051
1.1.3.36-RXN,rxn03051
R04405,rxn03052
R04418,rxn03055
CHMS-DEHYDROGENASE-RXN,rxn03055
R04419,rxn03056
R04420,rxn03057
5.3.1.23-RXN,rxn03057
R04421,rxn03058
2.1.1.105-RXN,rxn03058
R04423,rxn03059
R04424,rxn03060
R04425,rxn03061
4.2.1.99-RXN,rxn03061
R04426,rxn03062
3-ISOPROPYLMALDEHYDROG-RXN,rxn03062
R04427,rxn03063
RXN3O-178,rxn03063
R04435,rxn03064
RXN-9988,rxn03064
R04436,rxn03065
2.1.1.44-RXN,rxn03065
R04438,rxn03066
RFFTRANS-RXN,rxn03066
R04440,rxn03068
R04443,rxn03070
RXN-14471,rxn03070
R04444,rxn03071
HYDROXYPYRROLINEDEH-RXN,rxn03071
R04445,rxn03072
R04446,rxn03073
R04447,rxn03074
R04448,rxn03075
THIAZOLSYN3-RXN,rxn03075
R04451,rxn03076
2.4.1.39-RXN,rxn03076
R04452,rxn03077
R04453,rxn03078
R04456,rxn03079
R04457,rxn03080
LUMAZINESYN-RXN,rxn03080
R04458,rxn03081
R04460,rxn03082
RXN-7748,rxn03082
R04463,rxn03084
FGAMSYN-RXN,rxn03084
R04464,rxn03085
R04467,rxn03086
RXN-4822,rxn03086
R04475,rxn03087
SUCCINYLDIAMINOPIMTRANS-RXN,rxn03087
R04476,rxn03088
2.8.2.7-RXN,rxn03088
R04478,rxn03089
R04479,rxn03090
R04481,rxn03091
R04482,rxn03092
R04483,rxn03093
1.1.1.170-RXN,rxn03093
R04486,rxn03094
R04487,rxn03095
R04489,rxn03097
R107-RXN,rxn03097
R04490,rxn03098
3.1.1.54-RXN,rxn03098
R04493,rxn03099
R04495,rxn03100
R04498,rxn03101
2.3.1.143-RXN,rxn03101
R04501,rxn03104
1.14.13.72-RXN,rxn03104
R04505,rxn03105
2.1.1.84-RXN,rxn03105
R04506,rxn03106
R04507,rxn03107
R04509,rxn03108
PYRIMSYN3-RXN,rxn03108
R04510,rxn03109
5.4.99.14-RXN,rxn03109
R04512,rxn03110
R04515,rxn03111
R04517,rxn03112
1.1.1.232-RXN,rxn03112
R04518,rxn03113
1.1.1.232-RXN,rxn03113
R04520,rxn03114
R04521,rxn03115
R04522,rxn03116
DDT-DEHYDROCHLORINASE-RXN,rxn03116
R04524,rxn03118
R04525,rxn03119
3.1.1.66-RXN,rxn03119
R04526,rxn03120
FLAVONE-APIOSYLTRANSFERASE-RXN,rxn03120
R04527,rxn03121
R04529,rxn03122
2.6.1.34-RXN,rxn03122
R04531,rxn03123
2.4.1.124-RXN,rxn03123
R04532,rxn03124
2.4.99.1-RXN,rxn03124
R04538,rxn03125
FURYLFURAMIDE-ISOMERASE-RXN,rxn03125
R04540,rxn03126
1.8.98.1-RXN,rxn03126
R04541,rxn03127
METHYL-COM-HTP-RXN,rxn03127
R04546,rxn03128
R04547,rxn03129
R04549,rxn03130
LIPIDXSYNTHESIS-RXN,rxn03130
R04552,rxn03131
1.1.1.197-RXN,rxn03131
R04553,rxn03132
R04556,rxn03133
15-OXOPROSTAGLANDIN-13-REDUCTASE-RXN,rxn03133
R04557,rxn03134
15-OXOPROSTAGLANDIN-13-REDUCTASE-RXN,rxn03134
R04558,rxn03135
GLUTAMIDOTRANS-RXN,rxn03135
R04559,rxn03136
AICARSYN-RXN,rxn03136
R04560,rxn03137
AICARTRANSFORM-RXN,rxn03137
R04565,rxn03138
PROSTAGLANDIN-A1-DELTA-ISOMERASE-RXN,rxn03138
R04570,rxn03139
5-PYRIDOXATE-DIOXYGENASE-RXN,rxn03139
R04573,rxn03140
6.3.2.10-RXN,rxn03140
R04573,rxn03141
6.3.2.10-RXN,rxn03141
R04576,rxn03142
5.2.1.10-RXN,rxn03142
R04577,rxn03143
2.4.1.192-RXN,rxn03143
R04579,rxn03144
R04580,rxn03145
R04587,rxn03146
UDPACYLGLCNACDEACETYL-RXN,rxn03146
R04591,rxn03147
SAICARSYN-RXN,rxn03147
R04592,rxn03148
R04593,rxn03149
R04594,rxn03150
RIBAZOLEPHOSPHAT-RXN; RXN-16788,rxn03150
R04596,rxn03151
2.4.99.6-RXN,rxn03151
R04597,rxn03152
1.13.11.25-RXN,rxn03152
R04598,rxn03153
R04599,rxn03154
R04600,rxn03155
R04601,rxn03156
R04602,rxn03157
CHLORIDAZON-CATECHOL-DIOXYGENASE-RXN,rxn03157
R04606,rxn03159
LIPIDADISACCHARIDESYNTH-RXN,rxn03159
R04608,rxn03160
JUVENILE-HORMONE-ESTERASE-RXN,rxn03160
R04609,rxn03161
HEPOXILIN-EPOXIDE-HYDROLASE-RXN,rxn03161
R04610,rxn03162
2.4.1.86-RXN,rxn03162
R04616,rxn03163
R04617,rxn03164
UDP-NACMURALGLDAPAALIG-RXN,rxn03164
R04618,rxn03165
R04619,rxn03166
R04620,rxn03167
R04621,rxn03168
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN,rxn03168
R04623,rxn03169
R04635,rxn03170
R04637,rxn03172
R04638,rxn03173
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN,rxn03173
R04639,rxn03174
R04640,rxn03175
PRIBFAICARPISOM-RXN,rxn03175
R04641,rxn03176
PYRITHIAMIN-DEAMINASE-RXN,rxn03176
R04642,rxn03177
R04653,rxn03178
R04654,rxn03179
R04656,rxn03180
R04657,rxn03181
TETRAACYLDISACC4KIN-RXN,rxn03181
R04658,rxn03182
KDOTRANS-RXN,rxn03182
R04659,rxn03183
R04660; R05943,rxn03184
RXN-18280,rxn03184
R04661; R06000,rxn03185
R04662,rxn03186
R04665,rxn03187
R04666,rxn03188
R04670,rxn03191
R04671,rxn03192
R04673,rxn03194
R04674,rxn03195
R04675,rxn03196
R04678,rxn03198
R04680,rxn03199
R04681,rxn03200
R04682,rxn03201
R04683,rxn03202
R04686,rxn03203
RXN-8035,rxn03203
R04687,rxn03204
R04688,rxn03205
R04690,rxn03206
1.1.3.32-RXN,rxn03206
R04691,rxn03207
RXN-8179,rxn03207
R04692,rxn03208
R04694,rxn03210
1.1.3.34-RXN,rxn03210
R04695,rxn03211
1.5.1.27-RXN,rxn03211
R04696,rxn03212
1.1.3.35-RXN,rxn03212
R04697,rxn03213
1.1.1.248-RXN,rxn03213
R04699,rxn03214
1.14.13.55-RXN,rxn03214
R04700,rxn03215
RXN-8180,rxn03215
R04701,rxn03216
RXN-8181,rxn03216
R04702,rxn03217
1.14.13.56-RXN,rxn03217
R04703,rxn03218
1.5.3.12-RXN,rxn03218
R04705,rxn03219
2.1.1.120-RXN,rxn03219
R04706,rxn03220
RXN-9275,rxn03220
R04707,rxn03221
2.1.1.119-RXN,rxn03221
R04708,rxn03222
1.14.13.57-RXN,rxn03222
R04709,rxn03223
2.3.1.151-RXN,rxn03223
R04711,rxn03224
2.1.1.114-RXN; RXN-11757,rxn03224
R04713,rxn03226
2.1.1.115-RXN,rxn03226
R04714,rxn03227
2.1.1.121-RXN,rxn03227
R04715,rxn03228
R04716,rxn03229
2.1.1.122-RXN,rxn03229
R04720,rxn03230
R04723,rxn03231
2.3.1.150-RXN,rxn03231
R04727,rxn03232
R04728,rxn03233
4.2.1.97-RXN,rxn03233
R04731,rxn03234
R13-RXN,rxn03234
R04732,rxn03235
R62-RXN,rxn03235
R04734,rxn03236
R04736,rxn03238
5.1.1.15-RXN,rxn03238
R04737,rxn03239
RXN-14271,rxn03239
R04738,rxn03240
RXN-14272,rxn03240
R04740,rxn03241
R04741,rxn03242
R04742,rxn03243
RXN-14274,rxn03243
R04743,rxn03244
RXN-12490,rxn03244
R04744,rxn03245
RXN-13616,rxn03245
R04745,rxn03246
R04746,rxn03247
R04747,rxn03248
RXN-14277,rxn03248
R04748,rxn03249
RXN-12570,rxn03249
R04749,rxn03250
RXN-12567,rxn03250
R04751,rxn03251
R04753,rxn03252
TRANSENOYLCOARED-RXN,rxn03252
R04754,rxn03253
R04756,rxn03254
R04757,rxn03255
R04758,rxn03256
R04762,rxn03258
R04763,rxn03259
R04764,rxn03260
R04768,rxn03261
RXN-8183,rxn03261
R04770,rxn03263
R04771,rxn03264
R04772,rxn03265
RXN-11062,rxn03265
R04775,rxn03266
R04776,rxn03267
R04777,rxn03268
R04781,rxn03272
R04783; R06144,rxn03273
KETOLACTOSE-RXN,rxn03273
R04784,rxn03274
R04785,rxn03275
R04789,rxn03277
R04792,rxn03278
RXN-8651,rxn03278
R04795,rxn03280
R04804,rxn03281
RXN66-320,rxn03281
R04805,rxn03282
R04806,rxn03283
R04807,rxn03284
CHOLESTANETRIOL-26-MONOOXYGENASE-RXN,rxn03284
R04808,rxn03285
R04809,rxn03286
R04810,rxn03287
R04812,rxn03289
R04813,rxn03290
R04817,rxn03291
RXN-9840,rxn03291
R04818,rxn03292
RXN-9841,rxn03292
R04819,rxn03293
RXN-9841,rxn03293
R04823,rxn03294
RXN-9794,rxn03294
R04824,rxn03295
RXN-9796,rxn03295
R04825,rxn03296
RXN-9796,rxn03296
R04826,rxn03297
1.14.13.95-RXN,rxn03297
R04829,rxn03299
R04830,rxn03300
R04831,rxn03301
R04832,rxn03302
R04833,rxn03303
R04834,rxn03304
R04835,rxn03305
R04836,rxn03306
R04837,rxn03307
R04838,rxn03308
R04839,rxn03309
R04840,rxn03310
R04842,rxn03311
R04843,rxn03312
R04844,rxn03313
R04845,rxn03314
R04846,rxn03315
R04847,rxn03316
R04849,rxn03317
R04851,rxn03319
R04853,rxn03320
RXN66-338,rxn03322
R04857,rxn03323
R128-RXN,rxn03323
R04862,rxn03324
R04868,rxn03325
2.3.1.164-RXN,rxn03325
R04870,rxn03326
6.3.2.26-RXN,rxn03326
R04872,rxn03327
1.21.3.1-RXN,rxn03327
R04874,rxn03328
R04875,rxn03329
R04876,rxn03330
IMILACTDEHYDROG-RXN; RXN-7572,rxn03330
R04877,rxn03331
R04880,rxn03333
RXN-10911,rxn03333
R04881,rxn03334
RXN-10914,rxn03334
R04882,rxn03335
RXN-10912,rxn03335
R04883,rxn03336
R04884,rxn03337
R04885,rxn03338
R04887,rxn03339
RXN-10916,rxn03339
R04888,rxn03340
R04889,rxn03341
R04890,rxn03342
R04891,rxn03343
RXN-10917,rxn03343
R04892,rxn03344
R04893,rxn03345
RXN-10910,rxn03345
R04894,rxn03346
RXN-10913,rxn03346
R04895,rxn03347
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN,rxn03347
R04899,rxn03350
R04900,rxn03351
R04901,rxn03352
RXN-14422,rxn03352
R04902,rxn03353
RXN-7921,rxn03353
R04903,rxn03354
RXN-10780,rxn03354
R04905,rxn03356
R04906,rxn03357
R04907,rxn03358
R04908,rxn03359
R04909,rxn03360
R04910,rxn03361
R04911,rxn03362
R04914,rxn03363
R04915; R05719,rxn03364
1.13.11.47-RXN,rxn03364
R04916,rxn03365
R04917,rxn03366
R04918,rxn03367
R04919,rxn03368
R04921,rxn03369
R04925,rxn03370
R04928,rxn03372
R04929,rxn03373
RXN-12720,rxn03373
R04930,rxn03374
R04932,rxn03375
R04934,rxn03377
R04936,rxn03378
R04941,rxn03379
RXN-12729,rxn03379
R04942,rxn03380
R04943,rxn03381
R04945,rxn03382
R04946,rxn03383
R04972,rxn03384
RXN-10642,rxn03384
R04975,rxn03385
R04980,rxn03388
R04981,rxn03389
R04982,rxn03390
R04983,rxn03391
R04984,rxn03392
R04986,rxn03393
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN,rxn03393
R04987,rxn03394
2-OCTAPRENYLPHENOL-HYDROX-RXN,rxn03394
R04988,rxn03395
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN,rxn03395
R04989,rxn03396
R04990,rxn03397
RXN-14177,rxn03397
R04996,rxn03400
R04998,rxn03402
RXN-8036,rxn03402
R04999,rxn03403
RXN-8037,rxn03403
R05001,rxn03404
R05030,rxn03407
R05032,rxn03408
R05035,rxn03410
R05036,rxn03411
RXN-602,rxn03411
R05037,rxn03412
RXN-7785,rxn03412
R05038,rxn03413
RXN-7784,rxn03413
R05039,rxn03414
RXN-7922,rxn03414
R05041,rxn03415
R05043,rxn03416
R05044,rxn03417
R05045,rxn03418
R05046,rxn03419
R05048,rxn03421
R05049,rxn03422
SUCCGLUALDDEHYD-RXN,rxn03422
R05050,rxn03423
RXN-37,rxn03423
R05051,rxn03424
R05053,rxn03426
R05055,rxn03427
RXN66-337,rxn03427
R05056,rxn03428
R05057,rxn03429
R05058,rxn03430
R05062,rxn03431
R05063,rxn03432
R05064,rxn03433
R05068,rxn03435
R05069,rxn03436
RXN-14106,rxn03436
R05070,rxn03437
DIHYDROXYMETVALDEHYDRAT-RXN,rxn03437
R05074; R06285,rxn03439
KDOTRANS2-RXN,rxn03439
R05076,rxn03440
R05077,rxn03441
R05078,rxn03442
R05079,rxn03443
R05085,rxn03445
R05086,rxn03446
R05087,rxn03447
R05088,rxn03448
R05089,rxn03449
R05090,rxn03450
R05092,rxn03452
4.2.3.19-RXN,rxn03452
R05097,rxn03453
RXN1F-167,rxn03453
R05099,rxn03455
6-OXOHEXANOATE-OXIDATION-RXN,rxn03455
R05100,rxn03456
RXN-11050,rxn03456
R05103,rxn03457
R06516,rxn03458
RXN3DJ-11230,rxn03458
R05109; R05946,rxn03459
R05110; R05948,rxn03460
R05111; R05956,rxn03461
R05112; R05994,rxn03462
R05113,rxn03463
R05114,rxn03464
RXN-18281,rxn03464
R05115,rxn03465
R05116; R05949,rxn03466
RXN-18279,rxn03466
R05117; R05998,rxn03467
R05119,rxn03468
R05120,rxn03469
R05121,rxn03470
R05122,rxn03471
R05123,rxn03472
R05124,rxn03473
1.1.1.247-RXN,rxn03473
R05125,rxn03474
RXN-8150,rxn03474
R05126,rxn03475
RXN-8147,rxn03475
R05127,rxn03476
RXN-8149,rxn03476
R05128,rxn03477
R05129,rxn03478
R05130,rxn03479
R05131,rxn03480
R05133,rxn03481
RXN0-5295,rxn03481
R05134,rxn03482
RXN0-5297,rxn03482
R05135,rxn03483
RXN-14064,rxn03483
R05136,rxn03484
RXN-8615,rxn03484
R05137,rxn03485
RXNN-386,rxn03485
R05138,rxn03486
R05141; R06108,rxn03487
R05142; R06109,rxn03488
R05147,rxn03489
