aliases,id
GLUTATHIONE-REDUCT-NADPH-RXN,rxn19842
GLUTATHIONE-THIOESTERASE-RXN,rxn19844
GLUTRNAREDUCT-RXN,rxn19846
GLY-X-CARBOXYPEPTIDASE-RXN,rxn19847
GLYC3PDEHYDROGBIOSYN-RXN,rxn19848
R01388,rxn19849
GLYCERATE-DEHYDROGENASE-RXN; HYDROXYPYRUVATE-REDUCTASE-RXN,rxn19849
GLYCEROL-1-PHOSPHATASE-RXN,rxn19850
GLYCEROL-DEHYDROGENASE-ACCEPTOR-RXN,rxn19851
GLYCERYL-ETHER-MONOOXYGENASE-RXN,rxn19852
GLYCERYL-ETHER-MONOOXYGENASE-RXN,rxn19853
GLYCINE--TRNA-LIGASE-RXN,rxn19854
R00565,rxn19855
GLYCINE-AMIDINOTRANSFERASE-RXN,rxn19855
GLYCINE-DEHYDROGENASE-CYTOCHROME-RXN,rxn19856
GLYCINE-N-ACYLTRANSFERASE-RXN,rxn19857
R03718,rxn19858
GLYCINE-N-CHOLOYLTRANSFERASE-RXN,rxn19858
GLYCOGEN-BRANCH-RXN,rxn19859
GLYCOGEN-SYNTHASE-D-PHOSPHATASE-RXN,rxn19860
GLYCOGENIN-GLUCOSYLTRANSFERASE-RXN,rxn19861
R02421,rxn19862
GLYCOGENSYN-RXN,rxn19862
GLYCOLATEDEHYDRO-RXN,rxn19863
GLYCOPHOSPHORYL-RXN,rxn19864
GLYCOPROTEIN-N-PALMITOYLTRANSFERASE-RXN,rxn19865
GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN,rxn19866
GLYCOSYLCERAMIDASE-RXN,rxn19867
GLYCPDIESTER-RXN,rxn19868
GLYMALTOPHOSPHORYL-RXN,rxn19869
R00945,rxn19870
GLYOHMETRANS-RXN,rxn19870
R01334,rxn19871
GPH-RXN,rxn19871
R01658,rxn19872
GPPSYN-RXN,rxn19872
GSADENYLATION-RXN,rxn19873
GSCYSSYN-RXN,rxn19874
GSDEADENYLATION-RXN,rxn19875
GSHTRAN-RXN,rxn19876
GST-RXN,rxn19877
R01228,rxn19878
GUANOSINEKIN-RXN,rxn19878
H2SOXIREDPYRO-RXN,rxn19879
H2SOXIREDPYRO-RXN,rxn19880
HALOACETATE-DEHALOGENASE-RXN,rxn19881
HALOALKANE-DEHALOGENASE-RXN,rxn19882
HAMAMELOSE-KINASE-RXN,rxn19883
R00793,rxn19884
HAONITRO-RXN; RXN-13595,rxn19884
HEME-OXYGENASE-DECYCLIZING-RXN,rxn19885
HEME-OXYGENASE-DECYCLIZING-RXN,rxn19886
R07411,rxn19887
HEMEOSYN-RXN,rxn19887
HEPARITIN-SULFOTRANSFERASE-RXN,rxn19888
HEPARITIN-SULFOTRANSFERASE-RXN,rxn19889
HEXOKINASE-RXN,rxn19890
HEXOKINASE-RXN,rxn19891
R01163,rxn19892
HISTALDEHYD-RXN,rxn19892
R04037,rxn19893
HISTCYCLOHYD-RXN,rxn19893
HISTIDINE--TRNA-LIGASE-RXN,rxn19894
HISTIDINE-N-ACETYLTRANSFERASE-RXN,rxn19895
R03012,rxn19896
HISTOLDEHYD-RXN,rxn19896
HISTONE-ACETYLTRANSFERASE-RXN,rxn19897
R04035,rxn19898
HISTPRATPHYD-RXN,rxn19898
HOLOCYTOCHROME-C-SYNTHASE-RXN,rxn19899
HOMOCYSMET-RXN,rxn19900
HOMOSERDEAM-RXN,rxn19903
HOMOSERDEHYDROG-RXN,rxn19904
R01771,rxn19905
HOMOSERKIN-RXN,rxn19905
HYALURONATE-LYASE-RXN,rxn19906
HYDGLUTSYN-RXN,rxn19907
HYDROG-RXN,rxn19908
HYDROG-RXN,rxn19909
HYDROGENSULFITE-REDUCTASE-RXN,rxn19910
HYDROHEX-RXN,rxn19911
HYDROHEX-RXN,rxn19912
HYDROPEROXIDE-DEHYDRATASE-RXN,rxn19913
HYDROXYDOCOSANOATE-TRANS-RXN,rxn19914
HYDROXYLAMINE-REDUCTASE-RXN,rxn19915
HYDROXYLYSINE-KINASE-RXN,rxn19916
R02676,rxn19917
HYDROXYMANDELONITRILE-LYASE-RXN,rxn19917
HYDROXYPRODEHYDROG-RXN,rxn19918
HYDROXYPYRUVATE-REDUCTASE-RXN,rxn19919
HYGROMYCIN-B-KINASE-RXN,rxn19920
ICOSANOYL-COA-SYNTHASE-RXN,rxn19921
ILEDEAMINE-RXN,rxn19922
IMIDHYD-RXN,rxn19923
R03457,rxn19924
IMIDPHOSDEHYD-RXN,rxn19924
IMILACTDEHYDROG-RXN,rxn19925
IMILACTDEHYDROG-RXN,rxn19927
R01130,rxn19930
IMP-DEHYDROG-RXN,rxn19930
INDANOL-DEHYDROGENASE-RXN,rxn19931
INOSINE-NUCLEOSIDASE-RXN,rxn19932
R01131,rxn19933
INOSINEKIN-RXN,rxn19933
R01123,rxn19935
IPPISOM-RXN,rxn19935
R01123,rxn19936
IPPISOM-RXN,rxn19936
IRON--CYTOCHROME-C-REDUCTASE-RXN,rxn19937
ISOAMYL-RXN,rxn19938
ISOBUTYRALDOXIME-O-METHYLTRANSFERASE-RXN,rxn19939
R01717,rxn19940
ISOCHORSYN-RXN,rxn19940
R00479,rxn19941
ISOCIT-CLEAV-RXN,rxn19941
R00267,rxn19942
ISOCITDEH-RXN,rxn19942
R00267,rxn19943
ISOCITDEH-RXN,rxn19943
R06560,rxn19944
ISOFLAVONE-2-HYDROXYLASE-RXN,rxn19944
R06560,rxn19945
ISOFLAVONE-2-HYDROXYLASE-RXN,rxn19945
ISOFLAVONE-4-O-METHYLTRANSFERASE-RXN,rxn19946
ISOFLAVONE-7-O-GLUCOSYLTRANSFERASE-RXN,rxn19947
ISOLEUCINE--TRNA-LIGASE-RXN,rxn19948
ISOORIENTIN-3-O-METHYLTRANSFERASE-RXN,rxn19949
R03261,rxn19950
ISOPIPERITENOL-DEHYDROGENASE-RXN,rxn19950
ISOPIPERITENONE-DELTA-ISOMERASE-RXN,rxn19951
ISOVALERYLCOA-DHLIPOAMIDE-RXN,rxn19952
ISOVITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN,rxn19953
ISPH2-RXN,rxn19954
ISPH2-RXN,rxn19955
R05884,rxn19956
ISPH2-RXN,rxn19956
R08209,rxn19957
ISPH2-RXN,rxn19957
JUGLONE-3-MONOOXYGENASE-RXN,rxn19958
KANAMYCIN-KINASE-RXN,rxn19959
KERATAN-SULFOTRANSFERASE-RXN,rxn19960
KETOACYLCOATHIOL-RXN,rxn19961
KETOACYLCOATHIOL-RXN,rxn19966
R03991,rxn19967
2.3.1.155-RXN; RXN-16560,rxn19967
R01177,rxn19968
RXN-12565,rxn19968
R04742,rxn19970
RXN-14274,rxn19970
R03858,rxn19974
RXN-14268,rxn19974
R03778,rxn19976
RXN-13617,rxn19976
R04747,rxn19977
RXN-14277,rxn19977
KETOACYLCOATHIOL-RXN,rxn19978
R03991,rxn19979
2.3.1.155-RXN; RXN-16560,rxn19979
R01177,rxn19980
RXN-12565,rxn19980
R04742,rxn19982
RXN-14274,rxn19982
R03858,rxn19986
RXN-14268,rxn19986
R03778,rxn19988
RXN-13617,rxn19988
R04747,rxn19989
RXN-14277,rxn19989
KETOGLUCOSE-REDUCTASE-RXN,rxn19990
KETOHEXOKINASE-RXN,rxn19991
KETOISOCAPROATE-RXN,rxn19992
KYNURENINASE-RXN,rxn19993
KYNURENINE-3-MONOOXYGENASE-RXN,rxn19994
KYNURENINE-3-MONOOXYGENASE-RXN,rxn19995
KYNURENINE-78-HYDROXYLASE-RXN,rxn19996
R02846; R03524,rxn19997
L-3-CYANOALANINE-SYNTHASE-RXN,rxn19997
L-AMINO-ACID-DEHYDROGENASE-RXN,rxn19998
L-AMINO-ACID-OXIDASE-RXN,rxn19999
L-ARABINOKINASE-RXN,rxn20000
L-ARABINONATE-DEHYDRATASE-RXN,rxn20001
L-ARABINOSE-1-DEHYDROGENASE-RXN,rxn20002
R00481,rxn20003
L-ASPARTATE-OXID-RXN,rxn20003
L-FUCONATE-HYDRATASE-RXN,rxn20004
L-GLYCOL-DEHYDROGENASE-RXN,rxn20007
L-GULONOLACTONE-OXIDASE-RXN,rxn20008
L-GULONOLACTONE-OXIDASE-RXN,rxn20009
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN,rxn20010
L-LACTDEHYDROGFMN-RXN,rxn20011
L-LACTDEHYDROGFMN-RXN,rxn20012
R00348,rxn20013
L-OXOACET-RXN; RXN-6562,rxn20013
L-PIPECOLATE-DEHYDROGENASE-RXN,rxn20014
R02204,rxn20015
L-PIPECOLATE-OXIDASE-RXN,rxn20015
R02204,rxn20016
L-PIPECOLATE-OXIDASE-RXN,rxn20016
L-THREONATE-3-DEHYDROGENASE-RXN,rxn20017
L-XYLOSE-1-DEHYDROGENASE-RXN,rxn20018
LACCASE-RXN,rxn20019
LACCOA-RXN,rxn20020
LACTOSE-DEHYDRO-RXN,rxn20021
LACTOSEPHOSPHO-RXN,rxn20022
LACTOYL-COA-DEHYDRATASE-RXN,rxn20023
R03199,rxn20024
LANOSTEROL-SYNTHASE-RXN,rxn20024
R03199,rxn20025
LANOSTEROL-SYNTHASE-RXN,rxn20025
R05146,rxn20026
LAUROYLACYLTRAN-RXN,rxn20026
LCARNCOALIG-RXN,rxn20027
LEGHEMOGLOBIN-REDUCTASE-RXN,rxn20028
LEUCINE--TRNA-LIGASE-RXN,rxn20029
LEUCYLTRANSFERASE-RXN,rxn20030
RXN-9068,rxn20032
R04194,rxn20033
INULOSUCRASE-RXN; LEVANSUCRASE-RXN,rxn20033
RXN-9068,rxn20035
R05386,rxn20036
LINA1-RXN,rxn20036
R05387,rxn20037
LINA2-RXN,rxn20037
LINALOOL-8-MONOOXYGENASE-RXN,rxn20038
LINAMARIN-SYNTHASE-RXN,rxn20039
R05369,rxn20040
LINB1-RXN,rxn20040
R05370,rxn20041
LINB2-RXN,rxn20041
LINC-RXN,rxn20042
LIND-RXN,rxn20043
LINE-RXN,rxn20044
LINOLENOYL-RXN,rxn20045
R04549,rxn20046
LIPIDXSYNTHESIS-RXN,rxn20046
LIPOPROTEIN-LIPASE-RXN,rxn20047
RXN-12086; TRIACYLGLYCEROL-LIPASE-RXN,rxn20048
LOMBRICINE-KINASE-RXN,rxn20049
LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN,rxn20050
LONG-CHAIN-ALCOHOL-DEHYDROGENASE-RXN,rxn20051
LONG-CHAIN-ALCOHOL-OXIDASE-RXN; RXN-4444,rxn20052
LONG-CHAIN-ALDEHYDE-DEHYDROGENASE-RXN,rxn20053
LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN,rxn20054
LYSACET-RXN,rxn20056
R00462,rxn20057
LYSDECARBOX-RXN,rxn20057
LYSINE--TRNA-LIGASE-RXN,rxn20058
R10054,rxn20059
LYSINE-6-DEHYDROGENASE-RXN,rxn20059
LYSINE-N-ACETYLTRANSFERASE-RXN,rxn20060
LYSINEARGININE-CARBOXYPEPTIDASE-RXN,rxn20061
LYSOLECITHIN-ACYLMUTASE-RXN,rxn20062
LYSOPHOSPHOLIPASE-RXN; RXN-16225,rxn20063
LYSOPHOSPHOLIPASE-RXN; RXN-16225,rxn20064
LYSYLTRANSFERASE-RXN,rxn20065
LYXISOM-RXN,rxn20066
M-CRESOL-METHYLCATECHOL-RXN,rxn20067
R00342,rxn20068
MALATE-DEH-RXN; RXN-10813; RXN-13408,rxn20068
MALATE-DEHYDROGENASE-ACCEPTOR-RXN,rxn20069
MALATE-DEHYDROGENASE-ACCEPTOR-RXN,rxn20112
R00343,rxn20158
MALATE-DEHYDROGENASE-NADP+-RXN; RXN-10813,rxn20158
MALEYLACETATE-REDUCTASE-RXN,rxn20159
MALONATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,rxn20160
R00360,rxn20161
MALOX-RXN,rxn20161
R00472,rxn20162
MALSYN-RXN,rxn20162
MALTDEG-RXN,rxn20163
MALTET-RXN,rxn20164
MALTODEG-RXN,rxn20165
MALTOSE-PHOSPHORYLASE-RXN,rxn20166
MANDELATE-4-MONOOXYGENASE-RXN,rxn20167
MANDELATE-DEHYDROGENASE-RXN,rxn20168
MANDELATE-DEHYDROGENASE-RXN,rxn20169
R01767,rxn20170
MANDELONITRILE-LYASE-RXN,rxn20170
R00011; R01555; R06040; R07516,rxn20171
AMYLOMALT-RXN; MALTOSE-PHOSPHORYLASE-RXN; MANGANESE-PEROXIDASE-RXN; RXN-14260; RXN-14261; RXN-16055; RXN0-5183,rxn20171
R02167,rxn20172
MANNITOL-1-PHOSPHATASE-RXN,rxn20172
R00871; R01201; R01206; R01207; R01408; R01410; R01811; R01966; R07779; R08511,rxn20173
3.2.1.165-RXN; ACNEULY-RXN; CYANIDE-HYDRATASE-RXN; FRUCTOSE-5-DEHYDROGENASE-NADP+-RXN; FRUCTOSE-5-DEHYDROGENASE-RXN; MANNITOL-2-DEHYDROGENASE-NADP+-RXN; N-ACETYLGLUCOSAMINE-KINASE-RXN; RXN-16006; RXN-18082,rxn20173
R00871; R01201; R01206; R01207; R01408; R01410; R01811; R01966; R07779; R08511,rxn20174
3.2.1.165-RXN; ACNEULY-RXN; CYANIDE-HYDRATASE-RXN; FRUCTOSE-5-DEHYDROGENASE-NADP+-RXN; FRUCTOSE-5-DEHYDROGENASE-RXN; MANNITOL-2-DEHYDROGENASE-NADP+-RXN; MANNITOL-2-DEHYDROGENASE-RXN; N-ACETYLGLUCOSAMINE-KINASE-RXN; RXN-16006; RXN-18082,rxn20174
MANNITOL-DEHYDROGENASE-CYTOCHROME-RXN,rxn20175
MANNKIN-RXN,rxn20176
MANNKIN-RXN,rxn20177
MANNONOXIDOREDUCT-RXN,rxn20178
R01817,rxn20179
MANNOSE-6-PHOSPHATE-6-REDUCTASE-RXN,rxn20179
MANNOSE-ISOMERASE-RXN,rxn20180
R02703,rxn20181
MANNURONATE-REDUCTASE-RXN,rxn20182
MBCOA-DHLIPOAMIDE-RXN,rxn20183
MCHMBARK-RXN,rxn20184
MCPMETEST-RXN,rxn20185
MENCYT-RXN,rxn20186
MERMBARK-RXN,rxn20187
METHANE-MONOOXYGENASE-RXN,rxn20189
R00608,rxn20190
METHANOL-OXIDASE-RXN,rxn20190
METHCOCLTH-RXN,rxn20191
METHELENE-THMPT-OXI-RXN,rxn20192
METHIONINE--TRNA-LIGASE-RXN,rxn20194
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN,rxn20195
METHTRANSBARK-RXN,rxn20196
R00927,rxn20197
METHYLACETOACETYLCOATHIOL-RXN,rxn20197
METHYLACYLYLCOA-HYDROXY-RXN,rxn20198
METHYLACYLYLCOA-HYDROXY-RXN,rxn20199
METHYLGUTAMATE-DEHYDROGENASE-RXN,rxn20200
METHYLGUTAMATE-DEHYDROGENASE-RXN,rxn20201
R00833,rxn20202
METHYLMALONYL-COA-MUT-RXN,rxn20202
METHYLVALERATE-RXN,rxn20203
R02245,rxn20204
MEVALONATE-KINASE-RXN,rxn20204
MOFECP-RXN,rxn20205
MONOTERPENOL-O-ACETYLTRANSFERASE-RXN,rxn20206
MONOTERPENYL-PYROPHOSPHATASE-RXN,rxn20207
RXN-13047,rxn20208
R06421,rxn20209
RXN-5101,rxn20209
MORPHINE-6-DEHYDROGENASE-RXN,rxn20210
MOXXANAU-RXN,rxn20211
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN,rxn20212
MRNA-GUANYLYLTRANSFERASE-RXN,rxn20213
MTDMBARK-RXN,rxn20214
MTRMBARK-RXN,rxn20216
MTRMBARK-RXN,rxn20217
MYCOCEROSATE-SYNTHASE-RXN,rxn20218
R07324,rxn20219
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN,rxn20219
MYO-INOSITOL-2-DEHYDROGENASE-RXN,rxn20220
MYO-INOSITOL-OXYGENASE-RXN,rxn20221
MYO-INOSOSE-2-DEHYDRATASE-RXN,rxn20222
MYRISTOYLACYLTRAN-RXN,rxn20223
MYRISTOYLACYLTRAN-RXN,rxn20224
MYRPALMTRAN-RXN,rxn20225
MYRPALMTRAN-RXN,rxn20226
R01200,rxn20227
N-ACETYLGLUCOSAMINE-DEACETYLASE-RXN,rxn20227
R01202,rxn20228
N-ACETYLHEXOSAMINE-1-DEHYDROGENASE-RXN,rxn20228
N-ACETYLNEURAMINATE-MONOOXYGENASE-RXN,rxn20229
N-ACETYLNEURAMINATE-SYNTHASE-RXN,rxn20230
N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN,rxn20231
N-ACYLMANNOSAMINE-1-DEHYDROGENASE-RXN,rxn20232
N-ACYLMANNOSAMINE-KINASE-RXN,rxn20233
N-ACYLNEURAMINATE-9-PHOSPHATASE-RXN,rxn20234
N-FORMYLGLUTAMATE-DEFORMYLASE-RXN,rxn20235
N-METHYL-L-AMINO-ACID-OXIDASE-RXN,rxn20236
N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN,rxn20237
NACGLCTRANS-RXN,rxn20238
NACGLCTRANS-RXN,rxn20239
NADH-DEHYDROG-A-RXN; RXN0-5330,rxn20240
NADH-DEHYDROG-A-RXN; RXN0-5330,rxn20247
NADH-DEHYDROG-A-RXN; NQOR-RXN; RXN0-5330,rxn20249
NADH-DEHYDROG-A-RXN; RXN0-5330,rxn20254
NADH-DEHYDROGENASE-QUINONE-RXN,rxn20262
R00102,rxn20263
NADNUCLEOSID-RXN; RXN-13859,rxn20263
NADP+-NUCLEOSIDASE-RXN,rxn20264
NADPH--CYTOCHROME-C2-REDUCTASE-RXN,rxn20265
NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN,rxn20266
NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN,rxn20267
NADPH-DEHYDROGENASE-RXN,rxn20268
R00103,rxn20269
NADPYROPHOSPHAT-RXN,rxn20269
NANK-RXN,rxn20272
NICOTINATE-DEHYDROGENASE-RXN,rxn20273
NICOTINATE-DEHYDROGENASE-RXN,rxn20274
NICOTINATE-GLUCOSYLTRANSFERASE-RXN,rxn20275
NICOTINE-DEHYDROGENASE-RXN,rxn20276
NITRATE-REDUCTASE-CYTOCHROME-RXN,rxn20277
NITRATE-REDUCTASE-CYTOCHROME-RXN,rxn20278
NITRATE-REDUCTASE-NADPORNOPH-RXN,rxn20279
NITRATREDUCT-RXN,rxn20280
NITRATREDUCT-RXN,rxn20281
NITRIC-OXIDE-REDUCTASE-RXN,rxn20282
NITRIC-OXIDE-REDUCTASE-RXN,rxn20283
NITRILE-HYDRATASE-RXN,rxn20284
R313-RXN,rxn20285
NITRITE-REDUCTASE-CYTOCHROME-RXN; RXN-15838,rxn20286
NITRITREDUCT-RXN,rxn20287
NITROGENASE-FLAVODOXIN-RXN,rxn20288
NITROGENASE-RXN,rxn20289
NONENAL-RXN,rxn20290
NQOR-RXN,rxn20291
NQOR-RXN,rxn20367
NUCLEOSIDE-DIP-KIN-RXN,rxn20458
NUCLEOSIDE-DIP-KIN-RXN,rxn20459
R00156,rxn20461
NUCLEOSIDE-DIP-KIN-RXN; UDPKIN-RXN,rxn20461
NUCLEOSIDE-DIPHOSPHATASE-RXN,rxn20462
NUCLEOSIDE-PHOSPHATE-KINASE-RXN,rxn20463
NUCLEOSIDE-PHOSPHOTRANSFERASE-RXN,rxn20464
NUCLEOSIDE-TRIPHOSPHATASE-RXN,rxn20465
NUCLEOTIDASE-RXN,rxn20466
NUCLEOTIDE-PYROPHOSPHATASE-RXN,rxn20467
NUCLEOTIDE-PYROPHOSPHOKINASE-RXN,rxn20468
O-AMINOPHENOL-OXIDASE-RXN,rxn20469
O-CRESOL-METHYLCATECHOL-RXN,rxn20470
R04031,rxn20471
O-SUCCINYLBENZOATE-COA-SYN-RXN,rxn20471
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN,rxn20472
1.1.1.211-RXN; OHACYL-COA-DEHYDROG-RXN; RXN-16133,rxn20473
R04737,rxn20474
RXN-14271,rxn20474
R01975,rxn20475
RXN-11662,rxn20475
R04741,rxn20478
R04745,rxn20479
R04743,rxn20480
RXN-12490,rxn20480
R04748,rxn20481
RXN-12570,rxn20481
OHBENZCOARED-RXN,rxn20482
OHBUTYRYL-COA-EPIM-RXN,rxn20483
OHBUTYRYL-COA-EPIM-RXN,rxn20486
R00084,rxn20490
OHMETHYLBILANESYN-RXN,rxn20490
OLIGOGALACTURONIDE-LYASE-RXN,rxn20491
OMEGA-AMIDASE-RXN,rxn20492
R01398,rxn20493
ORNCARBAMTRANSFER-RXN; RXN-13482,rxn20493
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN,rxn20494
R00671,rxn20495
ORNITHINE-CYCLODEAMINASE-RXN,rxn20495
R00667,rxn20496
ORNITHINE-GLU-AMINOTRANSFERASE-RXN; ORNITHINE-GLU-AMINOTRANSFORASE-RXN,rxn20496
OXIMINOTRANSFERASE-RXN,rxn20497
R01716,rxn20498
PABASYN-RXN,rxn20498
R01716,rxn20499
PABASYN-RXN,rxn20499
PALMITOTRANS-RXN,rxn20500
PALMITOTRANS-RXN,rxn20501
R01274,rxn20502
PALMITOYL-COA-HYDROLASE-RXN,rxn20502
R01274,rxn20503
PALMITOYL-COA-HYDROLASE-RXN,rxn20503
PANTOTHENOYLCYSTEINE-DECARBOXYLASE-RXN,rxn20504
PECTINESTERASE-RXN; RXN-19782,rxn20505
PELUDP-RXN,rxn20506
PENICILLIN-AMIDASE-RXN,rxn20507
PEPCARBOX-RXN,rxn20508
R00200,rxn20509
PEPDEPHOS-RXN,rxn20509
PEPTIDE-ALPHA-N-ACETYLTRANSFERASE-RXN,rxn20510
PEPTIDE-ASPARTATE-BETA-DIOXYGENASE-RXN,rxn20511
PEPTIDE-TRYPTOPHAN-23-DIOXYGENASE-RXN,rxn20512
PEPTIDYL-GLUTAMINASE-RXN,rxn20513
PEPTIDYL-GLYCINAMIDASE-RXN,rxn20514
PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN,rxn20515
PEPTIDYLGLYCINE-MONOOXYGENASE-RXN,rxn20516
R04273,rxn20517
PEPTIDYLPROLYL-ISOMERASE-RXN,rxn20517
PEPTIDYLTRANSFERASE-RXN,rxn20518
PERILLYL-ALCOHOL-DEHYDROGENASE-RXN,rxn20519
PEROXID-RXN,rxn20520
PEROXID-RXN,rxn20521
R03321,rxn20522
PGLUCISOM-RXN,rxn20522
R01513,rxn20523
PGLYCDEHYDROG-RXN,rxn20523
PGLYCEROLTRANSI-RXN,rxn20524
PGLYCEROLTRANSI-RXN,rxn20525
PGPPHOSPHA-RXN,rxn20526
PGPPHOSPHA-RXN; RXN-13313,rxn20527
PGPPHOSPHA-RXN,rxn20528
PGPPHOSPHA-RXN,rxn20529
PGPPHOSPHA-RXN,rxn20530
PHENACEOX-RXN,rxn20531
PHENACEOX-RXN,rxn20532
R02536,rxn20533
PHENDEHYD-RXN,rxn20533
PHENGLYOXRED-RXN,rxn20534
PHENOL-BETA-GLUCOSYLTRANSFERASE-RXN,rxn20535
PHENOLPHOS-RXN,rxn20536
PHENYLALANINE--TRNA-LIGASE-RXN,rxn20537
PHENYLALANINE-4-MONOOXYGENASE-RXN,rxn20538
R01377,rxn20539
PHENYLPYRUVATE-DECARBOXYLASE-RXN,rxn20539
PHENYLSERINE-ALDOLASE-RXN,rxn20540
R00230,rxn20541
PHOSACETYLTRANS-RXN,rxn20541
PHOSCHOL-RXN,rxn20542
PHOSCHOL-RXN,rxn20543
R01512,rxn20544
PHOSGLYPHOS-RXN,rxn20544
PHOSICITDEHASE-RXN,rxn20545
R05630,rxn20546
PHOSNACMURPENTATRANS-RXN,rxn20546
PHOSPHAGLYPSYN-RXN,rxn20547
PHOSPHAGLYPSYN-RXN,rxn20551
PHOSPHAGLYPSYN-RXN,rxn20553
PHOSPHAGLYPSYN-RXN,rxn20555
PHOSPHAGLYPSYN-RXN,rxn20557
PHOSPHAGLYPSYN-RXN,rxn20559
PHOSPHAGLYPSYN-RXN,rxn20563
PHOSPHAGLYPSYN-RXN,rxn20565
PHOSPHASERDECARB-RXN,rxn20567
PHOSPHASERDECARB-RXN,rxn20568
PHOSPHASERSYN-RXN,rxn20569
PHOSPHASERSYN-RXN,rxn20570
PHOSPHATIDATE-PHOSPHATASE-RXN,rxn20571
PHOSPHATIDATE-PHOSPHATASE-RXN,rxn20572
PHOSPHATIDATE-PHOSPHATASE-RXN,rxn20573
PHOSPHATIDATE-PHOSPHATASE-RXN,rxn20574
PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN,rxn20575
PHOSPHATIDYLCHOLINE-DESATURASE-RXN,rxn20576
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN,rxn20577
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN,rxn20578
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN,rxn20579
PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN,rxn20580
PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN,rxn20581
PHOSPHATIDYLINOSITOL-DEACYLASE-RXN,rxn20582
R00959,rxn20583
PHOSPHOGLUCMUT-RXN,rxn20583
PHOSPHOLIPASE-A1-RXN,rxn20584
RXN-12430,rxn20585
PHOSPHOLIPASE-A1-RXN,rxn20586
PHOSPHOLIPASE-A1-RXN,rxn20587
PHOSPHOLIPASE-A2-RXN,rxn20588
PHOSPHOLIPASE-A2-RXN,rxn20589
PHOSPHOLIPASE-C-RXN,rxn20590
PHOSPHOLIPASE-C-RXN,rxn20591
R03245,rxn20592
PHOSPHOMEVALONATE-KINASE-RXN,rxn20592
PHOSPHORYLASE-PHOSPHATASE-RXN,rxn20593
PLASMANYLETHANOLAMINE-DESATURASE-RXN,rxn20594
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN,rxn20595
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN,rxn20596
PNP-RXN,rxn20597
R03899,rxn20599
POLYAMINE-OXIDASE-RXN; RXN-12090; RXN-9940,rxn20599
R03899,rxn20600
POLYAMINE-OXIDASE-RXN; RXN-12090; RXN-9940,rxn20600
POLYNUCLEOTIDE-3-PHOSPHATASE-RXN,rxn20601
POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN,rxn20602
POLYNUCLEOTIDE-5-PHOSPHATASE-RXN,rxn20603
POLYSIALIC-ACID-O-ACETYLTRANSFERASE-RXN,rxn20604
POLYVINYL-ALCOHOL-OXIDASE-RXN,rxn20605
PRDABST-RXN,rxn20606
R03541,rxn20607
PRENYL-PYROPHOSPHATASE-RXN,rxn20607
R04640,rxn20608
PRIBFAICARPISOM-RXN,rxn20608
PROCOLLAGEN-GALACTOSYLTRANSFERASE-RXN,rxn20609
PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN,rxn20610
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN,rxn20611
PRODISULFREDUCT-A-RXN,rxn20612
PRODISULFREDUCT-RXN,rxn20613
PROGESTERONE-11-ALPHA-MONOOXYGENASE-RXN,rxn20614
PROGESTERONE-MONOOXYGENASE-RXN,rxn20615
PROLINE--TRNA-LIGASE-RXN,rxn20616
PROLINE-MULTI,rxn20617
PROPCOASYN-RXN,rxn20618
R01859,rxn20619
PROPIONYL-COA-CARBOXY-RXN,rxn20619
PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN,rxn20620
PROTEIN-ARGININE-DEIMINASE-RXN,rxn20621
PROTEIN-LYSINE-6-OXIDASE-RXN,rxn20622
PROTEIN-TYROSINE-PHOSPHATASE-RXN,rxn20623
PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN,rxn20624
PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN,rxn20625
R00310,rxn20626
