rhea,rheaDir,metacyc
70035,70036,METACYC:RXN-22831
70039,70040,METACYC:RXN-22830
70043,70044,METACYC:RXN-22829
70059,70060,METACYC:RXN-22826
70063,70064,METACYC:RXN-22825
70067,70068,METACYC:RXN-22827
70071,70072,METACYC:RXN-7876
70179,70180,METACYC:RXN-22634
70183,70184,METACYC:RXN-22635
70187,70188,METACYC:RXN-22636
70191,70192,METACYC:RXN-22703
70195,70196,METACYC:RXN-22704
70227,70228,METACYC:RXN-902
70231,70232,METACYC:RXN-905
70263,70264,METACYC:RXN-10955
70275,70276,METACYC:RXN-11502
70279,70280,METACYC:RXN-15501
70283,70284,METACYC:RXN-1
70287,70288,METACYC:RXN-10984
70299,70300,METACYC:RXN-21400
70319,70320,METACYC:RXN-10939
70323,70324,METACYC:RXN-12870
70327,70329,METACYC:RXN-22708
70335,70336,METACYC:RXN-12871
70355,70356,METACYC:RXN-20066
70363,70364,METACYC:RXN-20062
70407,70408,METACYC:RXN-22920
70419,70420,METACYC:RXN0-5065
70427,70428,METACYC:RXN0-7104
70435,70436,METACYC:RXN-18738
70439,70440,METACYC:RXN-18738
70443,70444,METACYC:RXN-18737
70447,70448,METACYC:RXN-18737
70451,70452,METACYC:RXN0-986
70455,70456,METACYC:RXN-22742
70463,70464,METACYC:RXN0-7275
70495,70496,METACYC:RXN-22596
70503,70504,METACYC:RXN-22772
70507,70508,METACYC:RXN0-7309
70511,70512,METACYC:2.4.1.222-RXN
70531,70532,METACYC:2.4.1.222-RXN
70523,70524,METACYC:RXN-7770
70555,70556,METACYC:RXN-22907
70559,70560,METACYC:RXN-22907
70719,70720,METACYC:TRANS-RXN-399
70727,70728,METACYC:RXN-17701
70775,70776,METACYC:RXN-22961
70803,70804,METACYC:RXN-22969
70807,70808,METACYC:RXN-22971
70811,70812,METACYC:RXN-22970
70835,70836,METACYC:TRANS-RXN66-1231
70935,70936,METACYC:TRANS-RXN0-569
70947,70949,METACYC:RXN66-449
70995,70996,METACYC:TRANS-RXN-211
70999,71000,METACYC:RXN-8248
71015,71016,METACYC:RXN-8244
71119,71120,METACYC:RXN-19085
71147,71148,METACYC:RXN-19087
71155,71156,METACYC:RXN-19086
71195,71196,METACYC:TRANS-RXN-346
71199,71200,METACYC:TRANS-RXN-230
71399,71400,METACYC:RXN-13486
71403,71404,METACYC:RXN-13488
71407,71408,METACYC:RXN-13487
71515,71516,METACYC:TRANS-RXN0-579
71659,71660,METACYC:RXN-20685
71663,71665,METACYC:RXN-21394
71771,71772,METACYC:RXN3O-9888
71787,71788,METACYC:RXN-21282
71827,71829,METACYC:TRANS-RXN0-550
72067,72068,METACYC:RXN-20400
72075,72076,METACYC:RXN-20401
72083,72084,METACYC:RXN-12055
72187,72188,METACYC:TRANS-RXN-244
72243,72244,METACYC:RXN18C3-60
72247,72248,METACYC:RXN-10906
72251,72252,METACYC:RXN-10909
72255,72256,METACYC:RXN6666-7
72259,72260,METACYC:RXN-10870
72271,72272,METACYC:TRANS-RXN-213
72283,72284,METACYC:RXN-22559
72327,72328,METACYC:RXN-22571
72335,72336,METACYC:RXN-22572
72339,72340,METACYC:RXN-22567
72347,72348,METACYC:RXN-22573
72411,72413,METACYC:RXN-22585
72467,72468,METACYC:RXN-22748
72531,72532,METACYC:TRANS-RXN0-541
72587,72588,METACYC:RXN-10919
72619,72620,METACYC:RXN-22562
72683,72684,METACYC:TRANS-RXN0-527
72699,72700,METACYC:RXN-23703
72751,72752,METACYC:RXN-21094
72767,72768,METACYC:RXN-21096
72771,72772,METACYC:RXN-21097
72775,72776,METACYC:RXN-21100
72779,72780,METACYC:RXN-21095
72871,72872,METACYC:RXN-15331
72879,72880,METACYC:RXN-24064
72895,72896,METACYC:RXN-22755
72899,72900,METACYC:RXN-22753
72907,72908,METACYC:TRANS-RXN-493
72911,72912,METACYC:RXN-22766
72923,72924,METACYC:RXN-22768
72927,72928,METACYC:RXN-22757
72931,72932,METACYC:RXN-22767
72975,72976,METACYC:RXN-15608
72979,72980,METACYC:RXN-15609
72999,73000,METACYC:3.4.11.17-RXN
73003,73004,METACYC:RXN-15667
73011,73013,METACYC:RXN66-447
73067,73068,METACYC:3.2.1.96-RXN
73071,73072,METACYC:RXN-14661
73115,73116,METACYC:RXN-13906
73187,73188,METACYC:RXN-15668
73191,73192,METACYC:RXN-15669
73239,73240,METACYC:RXN-15529
73243,73244,METACYC:RXN-15528
73247,73248,METACYC:RXN-14752
73251,73252,METACYC:RXN-15530
73263,73264,METACYC:RXN-14750
73271,73272,METACYC:RXN-13933
73287,73288,METACYC:RXN-7777
73415,73416,METACYC:RXN-16978
73419,73421,METACYC:TRANS-RXN-233
73427,73428,METACYC:RXN-14748
73431,73432,METACYC:RXN-14754
73435,73436,METACYC:RXN-14751
73443,73444,METACYC:RXN-14655
73455,73456,METACYC:RXN-14657
73511,73512,METACYC:RXN-14656
73655,73656,METACYC:RXN-13076
73735,73736,METACYC:RXN-11899
73835,73836,METACYC:RXN-23120
73839,73840,METACYC:PHENOLPHOS-RXN
73843,73844,METACYC:RXN-22458
73847,73848,METACYC:RXN-22446
73911,73912,METACYC:RXN-19125
73919,73920,METACYC:RXN-16533
73923,73924,METACYC:RXN-16534
73927,73928,METACYC:RXN-16535
73931,73932,METACYC:RXN-16536
73935,73936,METACYC:RXN-16537
73939,73940,METACYC:RXN-16538
73943,73944,METACYC:RXN-16539
73967,73968,METACYC:RXN-20539
73971,73972,METACYC:RXN-20521
73975,73976,METACYC:RXN-20530
73999,74000,METACYC:RXN-23346
74003,74004,METACYC:RXN-23345
74007,74008,METACYC:RXN-23344
74011,74012,METACYC:RXN-23343
74015,74017,METACYC:PHENYLPCARB-RXN
74067,74068,METACYC:RXN-22476
74071,74072,METACYC:RXN-22477
74075,74076,METACYC:RXN-19671
74083,74084,METACYC:RXN-19669
74087,74088,METACYC:RXN-22478
74091,74092,METACYC:RXN-22461
74095,74096,METACYC:RXN-22479
74099,74100,METACYC:RXN-22462
74147,74148,METACYC:RXN-904
74151,74152,METACYC:RXN-22632
74155,74156,METACYC:RXN-22743
74167,74168,METACYC:RXN-22744
74171,74172,METACYC:RXN-22491
74191,74192,METACYC:RXN-22229
74243,74244,METACYC:RXN-21072
74463,74464,METACYC:RXN-16982
74471,74472,METACYC:RXN-16980
74475,74476,METACYC:RXN-16981
74479,74480,METACYC:RXN-16976
74483,74484,METACYC:RXN-16977
74487,74488,METACYC:RXN-16979
74491,74492,METACYC:RXN-23352
74495,74496,METACYC:RXN-23351
74499,74500,METACYC:RXN-23353
74503,74504,METACYC:RXN-23358
74507,74508,METACYC:RXN-23342
74511,74512,METACYC:RXN-23341
74515,74516,METACYC:RXN-23355
74519,74520,METACYC:CEREBROSIDE-SULFATASE-RXN
74535,74536,METACYC:RXN-23660
74555,74557,METACYC:TRANS-RXN-224
74587,74588,METACYC:RXN-23541
74591,74592,METACYC:RXN-23549
74627,74628,METACYC:RXN-23542
74635,74636,METACYC:RXN-23553
74663,74664,METACYC:ACH3-RXN
74687,74688,METACYC:RXN-23585
74691,74692,METACYC:RXN-23586
74695,74696,METACYC:RXN-23550
74699,74700,METACYC:RXN-23551
74703,74704,METACYC:RXN-23552
74707,74709,METACYC:RXN-23555
74711,74712,METACYC:RXN-23554
74715,74716,METACYC:RXN-13930
74719,74720,METACYC:RXN-13910
74723,74724,METACYC:RXN-13931
74727,74728,METACYC:RXN-23545
74731,74732,METACYC:RXN-13934
74735,74736,METACYC:RXN-13919
74739,74740,METACYC:RXN-13916
74743,74744,METACYC:RXN-13935
74747,74748,METACYC:RXN-13912
74751,74752,METACYC:RXN-23546
74755,74756,METACYC:RXN-13937
74759,74760,METACYC:RXN-13929
74763,74764,METACYC:RXN-13932
74767,74768,METACYC:RXN-13920
74771,74772,METACYC:RXN-13918
74775,74776,METACYC:RXN-13936
74779,74780,METACYC:RXN-13913
74851,74852,METACYC:RXN-24212
74871,74872,METACYC:RXN-6721
74899,74900,METACYC:RXN-22660
74903,74904,METACYC:RXN-22667
74907,74908,METACYC:RXN-22668
74911,74912,METACYC:RXN-22671
74915,74916,METACYC:RXN-23243
74919,74920,METACYC:RXN-23244
74923,74924,METACYC:RXN-22672
74927,74928,METACYC:RXN-22663
74931,74932,METACYC:RXN-22675
74935,74936,METACYC:RXN-22657
74939,74940,METACYC:RXN-22673
74943,74944,METACYC:RXN-22674
74947,74948,METACYC:RXN-22658
74951,74952,METACYC:RXN-22659
74955,74956,METACYC:RXN-22676
74959,74960,METACYC:RXN-22664
74967,74968,METACYC:RXN-23245
74975,74976,METACYC:RXN-23246
74979,74980,METACYC:RXN-22669
74983,74984,METACYC:RXN-22670
75003,75004,METACYC:RXN-11673
76683,76684,METACYC:RXN-11673
75075,75076,METACYC:RXN-9500
75079,75080,METACYC:RXN66-11
75083,75084,METACYC:RXN66-13
75087,75088,METACYC:RXN66-12
75099,75100,METACYC:RXN-19359
75103,75104,METACYC:RXN66-303
75107,75108,METACYC:RXN66-304
75111,75112,METACYC:RXN66-305
75123,75124,METACYC:RXN-20742
75135,75137,METACYC:RXN-23588
75139,75140,METACYC:RXN-17360
75147,75148,METACYC:RXN-23530
75151,75152,METACYC:RXN-23537
75155,75156,METACYC:RXN-23538
75179,75180,METACYC:RXN-23539
75183,75184,METACYC:RXN-23540
75187,75188,METACYC:RXN-11741
75191,75192,METACYC:RXN-22641
75195,75196,METACYC:RXN-22813
75203,75204,METACYC:RXN-21221
75215,75216,METACYC:RXN-22637
75219,75220,METACYC:RXN-22640
75223,75224,METACYC:RXN-22639
75235,75236,METACYC:RXN-22638
75251,75252,METACYC:RXN-23263
75255,75256,METACYC:RXN-23820
75259,75260,METACYC:RXN-23816
75263,75264,METACYC:RXN-23818
75279,75280,METACYC:RXN-19719
75283,75284,METACYC:RXN-11325
75351,75352,METACYC:RXN-13088
75355,75356,METACYC:MIMOSINASE-RXN
75359,75360,METACYC:RXN-23662
75379,75380,METACYC:RXN-23606
75411,75412,METACYC:RXN-15070
75415,75416,METACYC:RXN-13077
75511,75512,METACYC:RXN-23600
75515,75516,METACYC:RXN-22642
75519,75520,METACYC:RXN-23601
75523,75524,METACYC:RXN-23604
75527,75528,METACYC:RXN-23602
75531,75532,METACYC:RXN-23603
75535,75536,METACYC:RXN-23605
75547,75548,METACYC:RXN-22665
82171,82172,METACYC:RXN-22665
75551,75552,METACYC:RXN-22681
75555,75556,METACYC:RXN-23531
75559,75560,METACYC:RXN-23532
75563,75564,METACYC:RXN-23533
75567,75568,METACYC:RXN-23535
75571,75572,METACYC:RXN-23556
75575,75576,METACYC:RXN-23557
75579,75580,METACYC:RXN-23534
75583,75584,METACYC:RXN-23536
75711,75713,METACYC:RXN-14963
75867,75868,METACYC:RXN-22560
75875,75876,METACYC:RXN-21063
75879,75880,METACYC:RXN-21062
75895,75896,METACYC:RXN-17563
75955,75956,METACYC:RXN-8149
75971,75973,METACYC:RXN-23591
75975,75976,METACYC:RXN-8179
76035,76036,METACYC:RXN-8180
76047,76048,METACYC:RXN-23319
76067,76068,METACYC:RXN-23969
76211,76212,METACYC:TRANS-RXN0-565
76227,76228,METACYC:RXNQT-4351
76255,76256,METACYC:RXN-21279
76295,76296,METACYC:RXN-17200
76303,76305,METACYC:RXN-267
76407,76408,METACYC:3.4.13.9-RXN
76467,76468,METACYC:RXN-15407
76471,76472,METACYC:RXN-23823
76491,76492,METACYC:RXN-24253
76495,76496,METACYC:RXN-23863
76499,76500,METACYC:RXN-23864
76503,76504,METACYC:RXN-24260
76519,76520,METACYC:RXN-13031
76531,76532,METACYC:RXN8J2-152
76535,76536,METACYC:TRANS-RXN-272
76539,76540,METACYC:RXN-20405
76555,76556,METACYC:RXN-23838
76559,76560,METACYC:RXN-23839
76567,76568,METACYC:RXN-23266
76571,76572,METACYC:RXN-12877
76575,76576,METACYC:RXN-16475
76599,76600,METACYC:RXN-22219
76611,76612,METACYC:RXN-21347
76627,76628,METACYC:RXN-11213
77087,77088,METACYC:RXN-22684
77091,77092,METACYC:RXN-22683
77095,77096,METACYC:RXN-18895
77111,77112,METACYC:RXN-7247
77115,77116,METACYC:RXN-7243
77119,77120,METACYC:RXN-7244
77123,77124,METACYC:RXN-7248
77131,77132,METACYC:RXN-7245
77135,77136,METACYC:RXN-7246
77143,77144,METACYC:RXN-10945
77147,77148,METACYC:RXN-10946
77155,77156,METACYC:3.1.3.62-RXN
77171,77172,METACYC:RXN-16474
77191,77192,METACYC:RXN-18249
77223,77224,METACYC:RXN-23822
77227,77228,METACYC:RXN-13235
77231,77232,METACYC:RXN-19877
77239,77240,METACYC:RXN-19433
77243,77244,METACYC:RXN-19210
77247,77248,METACYC:3.1.3.52-RXN
77335,77336,METACYC:RXN-23879
77367,77368,METACYC:RXN-23230
77639,77640,METACYC:R163-RXN
77711,77713,METACYC:RXN-16805
77783,77784,METACYC:RXN-22781
77787,77788,METACYC:RXN-22783
77791,77792,METACYC:RXN-22784
77795,77796,METACYC:RXN-22785
77799,77800,METACYC:RXN-22779
77803,77804,METACYC:RXN-22780
77807,77808,METACYC:RXN-22787
77811,77812,METACYC:RXN-22788
77815,77816,METACYC:RXN-22789
77879,77880,METACYC:RXN-22786
77883,77884,METACYC:RXN-23776
77895,77896,METACYC:RXN-22794
77903,77905,METACYC:RXN-23709
77907,77908,METACYC:RXN-23694
77915,77916,METACYC:RXN-19439
77923,77924,METACYC:RXN-23691
77927,77928,METACYC:RXN-23692
77931,77932,METACYC:RXN-23693
77963,77964,METACYC:RXN-24148
77967,77968,METACYC:RXN-24154
77971,77972,METACYC:RXN-24150
77975,77976,METACYC:RXN-24161
77979,77980,METACYC:RXN-24155
78167,78168,METACYC:RXN-17364
78171,78172,METACYC:RXN-17375
78271,78272,METACYC:RXN-24113
78275,78276,METACYC:RXN-24149
78279,78280,METACYC:RXN-24173
78283,78284,METACYC:RXN-24174
78287,78288,METACYC:RXN-24175
78291,78292,METACYC:RXN-24176
78347,78348,METACYC:RXN-20550
78371,78373,METACYC:RXN-17884
78391,78392,METACYC:RXN3O-9899
78411,78412,METACYC:RXN-24147
78415,78416,METACYC:RXN-24157
78419,78420,METACYC:RXN-24158
78491,78492,METACYC:RXN-15079
78495,78496,METACYC:RXN-15080
78499,78500,METACYC:RXN-15081
78503,78504,METACYC:RXN-15082
78523,78524,METACYC:RXN0-7368
78535,78536,METACYC:TRANS-RXN-1543
78615,78616,METACYC:RXN-22679
78619,78620,METACYC:RXN-23898
78683,78684,METACYC:RXN0-5510
78687,78688,METACYC:RXN-24141
78691,78692,METACYC:RXN-23702
78699,78700,METACYC:RXN-23704
78707,78708,METACYC:RXN-23973
78711,78712,METACYC:RXN-23705
78715,78716,METACYC:3-KETOGLUCOSIDASE-RXN
78719,78720,METACYC:RXN-22812
78723,78724,METACYC:RXN-23373
78743,78744,METACYC:RXN-23837
78747,78748,METACYC:RXN-23707
78755,78756,METACYC:RXN-23708
78779,78780,METACYC:RXN-21710
78783,78784,METACYC:RXN-9081
78787,78788,METACYC:RXN-22904
78795,78796,METACYC:RXN-23771
78807,78808,METACYC:RXN2PN3-75
78811,78813,METACYC:RXN2PN3-74
78815,78816,METACYC:RXN-11006
78827,78828,METACYC:RXN-8871
78831,78832,METACYC:RXN-23265
78835,78836,METACYC:RXN-23264
78839,78841,METACYC:RXN-17804
78887,78888,METACYC:RXN-24297
78891,78892,METACYC:RXN-13791
78951,78952,METACYC:RXN-24532
78971,78972,METACYC:RXN-21278
78975,78976,METACYC:RXN-21277
78979,78980,METACYC:RXN-24234
78983,78984,METACYC:RXN-24235
78987,78988,METACYC:RXN-24236
78991,78992,METACYC:RXN-23770
78995,78996,METACYC:RXN-23769
78999,79000,METACYC:RXN-24103
79003,79004,METACYC:RXN-24105
79011,79012,METACYC:RXN-24272
79015,79016,METACYC:RXN-16592
79031,79032,METACYC:RXN-24142
79035,79036,METACYC:RXN-24143
79075,79076,METACYC:RXN-19361
79079,79080,METACYC:RXN-24284
79083,79084,METACYC:RXN-13084
79151,79152,METACYC:RXN-24280
79159,79160,METACYC:RXN-24282
79163,79164,METACYC:RXN-24283
79167,79168,METACYC:RXN-24303
79171,79172,METACYC:RXN-24167
79175,79176,METACYC:RXN-24277
79183,79184,METACYC:RXN-24273
79223,79224,METACYC:RXN-21211
79227,79228,METACYC:RXN-19276
79231,79232,METACYC:RXN-19277
79271,79272,METACYC:RXN-19662
79275,79276,METACYC:RXN-8504
79279,79280,METACYC:RXN-24286
79283,79284,METACYC:RXN-11008
79287,79288,METACYC:RXN-11009
79291,79292,METACYC:RXN-24287
79295,79296,METACYC:RXN-11014
79299,79300,METACYC:RXN-11013
79303,79304,METACYC:RXN-24261
79315,79316,METACYC:RXN-14597
79319,79320,METACYC:RXN-21540
79451,79452,METACYC:RXN-24256
79455,79456,METACYC:RXN-24257
79567,79568,METACYC:RXN-24070
79587,79588,METACYC:RXN-24463
79591,79592,METACYC:RXN-19987
79595,79596,METACYC:RXN-19987
79615,79617,METACYC:RXN-24455
79619,79620,METACYC:RXN-22454
79627,79628,METACYC:RXN-19990
79631,79632,METACYC:RXN-8221
79635,79637,METACYC:RXN-19993
79651,79652,METACYC:RXN-20775
79655,79656,METACYC:RXN-20776
79659,79660,METACYC:RXN-24219
79663,79664,METACYC:RXN-24220
79695,79696,METACYC:RXN-9896
79851,79852,METACYC:RXN-15348
79891,79892,METACYC:APIGNAR-RXN
79895,79896,METACYC:RXN66-587
79903,79904,METACYC:RXN-3221
79947,79948,METACYC:RXN-24102
79967,79968,METACYC:RXN-24102
79959,79960,METACYC:RXN-24104
79971,79972,METACYC:RXN-24104
80007,80008,METACYC:CHALCONE-ISOMERASE-RXN
80087,80088,METACYC:RXN-24529
80103,80104,METACYC:RXN1G01-60
80131,80132,METACYC:R203-RXN
80159,80160,METACYC:R203-RXN
80135,80136,METACYC:R201-RXN
80155,80156,METACYC:R201-RXN
80139,80140,METACYC:RXN-15252
80143,80144,METACYC:R204-RXN
80147,80148,METACYC:R202-RXN
80195,80196,METACYC:R364-RXN
80199,80200,METACYC:R364-RXN
80203,80204,METACYC:R365-RXN
80359,80360,METACYC:R361-RXN
80363,80364,METACYC:R363-RXN
80371,80372,METACYC:RXN-8582
80375,80376,METACYC:RXN-8583
80379,80380,METACYC:R362-RXN
80471,80472,METACYC:RXN-9743
80475,80476,METACYC:RXN-9752
80479,80480,METACYC:RXN-9748
80483,80484,METACYC:RXN-9749
80487,80488,METACYC:RXN-9745
80491,80492,METACYC:RXN-9751
80499,80500,METACYC:RXN-19327
80507,80508,METACYC:RXN-19375
80539,80540,METACYC:RXN-9020
80543,80544,METACYC:RXN-9021
80547,80548,METACYC:RXN-9022
80551,80552,METACYC:RXN-6741
80555,80556,METACYC:RXN-13795
80559,80560,METACYC:RXN-24385
80563,80564,METACYC:RXN-9017
80567,80568,METACYC:RXN-9018
80571,80572,METACYC:RXN-24386
80583,80584,METACYC:RXN-6742
80591,80592,METACYC:RXN-23006
80603,80605,METACYC:RXN0-2101
80635,80636,METACYC:RXN-24530
80639,80640,METACYC:RXN-24531
80643,80644,METACYC:RXN-24525
80647,80648,METACYC:RXN-24528
80659,80660,METACYC:RXN-13796
80663,80664,METACYC:RXN-13790
80667,80668,METACYC:RXN-13792
80691,80692,METACYC:RXN-20170
80751,80752,METACYC:RXN-18312
80811,80812,METACYC:RXN-10969
80835,80836,METACYC:RXN-9988
80839,80840,METACYC:RXN-9989
80843,80844,METACYC:RXN-9990
80891,80892,METACYC:CYSPH-RXN
80895,80896,METACYC:RXN-11079
80899,80900,METACYC:RXN-22114
80903,80905,METACYC:RXN-24564
80907,80908,METACYC:RXN-22115
80911,80913,METACYC:RXN-24557
80915,80916,METACYC:RXN-24559
80919,80920,METACYC:RXN-22116
80923,80924,METACYC:RXN-22117
80927,80928,METACYC:RXN-24558
80931,80932,METACYC:RXN-24560
80935,80936,METACYC:RXN-24561
80939,80940,METACYC:RXN-24562
80943,80944,METACYC:RXN-24563
80955,80956,METACYC:RXN-19519
80959,80960,METACYC:RXN-20867
81147,81148,METACYC:RXN-24027
81151,81152,METACYC:RXN-24026
81155,81156,METACYC:RXN-24028
81159,81160,METACYC:RXN-24025
81163,81164,METACYC:RXN-24024
81167,81168,METACYC:RXN-24023
81171,81172,METACYC:RXN-24022
81175,81176,METACYC:RXN-24620
81179,81180,METACYC:RXN-24719
81183,81184,METACYC:RXN-18460
81187,81188,METACYC:RXN-24619
81195,81196,METACYC:RXN-21500
81211,81212,METACYC:RXN-24910
81235,81236,METACYC:RXN-24534
81239,81240,METACYC:RXN-24535
81243,81244,METACYC:RXN-24533
81251,81252,METACYC:RXN-9277
81255,81256,METACYC:RXN-9278
81259,81260,METACYC:RXN-9279
81263,81264,METACYC:RXN-9288
81267,81268,METACYC:RXN-9283
81271,81272,METACYC:RXN-9284
81275,81276,METACYC:RXN-9285
81283,81284,METACYC:RXN-9226
81291,81292,METACYC:RXN-9241
81295,81296,METACYC:RXN-9234
81303,81304,METACYC:RXN-19973
81307,81308,METACYC:RXN-19974
81311,81312,METACYC:RXN-19975
81331,81332,METACYC:RXN-24566
81343,81344,METACYC:RXN-24622
81363,81364,METACYC:RXN-24458
81367,81368,METACYC:RXN-24392
81371,81372,METACYC:RXN-13046
81395,81396,METACYC:RXN-8223
81407,81408,METACYC:RXN-24390
81411,81412,METACYC:RXN-24393
81415,81416,METACYC:RXN-24394
81463,81464,METACYC:RXN-8421
81467,81468,METACYC:RXN-20429
81487,81488,METACYC:RXN-24317
81491,81492,METACYC:RXN-17063
81495,81496,METACYC:RXN-17064
81499,81500,METACYC:RXN-24414
81507,81508,METACYC:RXN-24418
81515,81516,METACYC:RXN-23962
81559,81560,METACYC:RXN-9201
81643,81644,METACYC:RXN-18288
81647,81648,METACYC:RXN-18288
81675,81676,METACYC:RXN-24716
81683,81684,METACYC:RXN-24717
81691,81692,METACYC:RXN-24718
81719,81720,METACYC:RXN-14686
81751,81752,METACYC:RXNQT-4192
81871,81872,METACYC:RXN-24589
81875,81876,METACYC:RXN-24726
81883,81884,METACYC:RXN-23825
81891,81892,METACYC:RXN-23826
81907,81908,METACYC:RXN-24731
81911,81912,METACYC:RXN-24730
82003,82004,METACYC:RXN-24536
82007,82008,METACYC:RXN-24590
82019,82020,METACYC:RXN-24591
82023,82024,METACYC:RXN-24592
82027,82028,METACYC:3-SULFINYL-PYRUVATE-SPON-RXN
82031,82032,METACYC:RXN-17838
82035,82036,METACYC:RXN-17840
82039,82040,METACYC:RXN-17841
82043,82044,METACYC:RXN-17842
82055,82056,METACYC:RXN-14678
82103,82104,METACYC:RXN-24681
82107,82108,METACYC:RXN-24682
82147,82148,METACYC:RXN-22666
82151,82152,METACYC:RXN-16089
82155,82156,METACYC:RXN-22680
82175,82176,METACYC:RXN-24569
82183,82184,METACYC:RXN-24570
82187,82188,METACYC:RXN-24580
82195,82196,METACYC:RXN-24657
82207,82208,METACYC:RXN-24650
82215,82216,METACYC:RXN-24581
82231,82233,METACYC:RXN-14687
82243,82244,METACYC:RXN-24465
82251,82252,METACYC:RXN-2581
82255,82256,METACYC:RXN-24598
82259,82260,METACYC:RXN-1103
82263,82264,METACYC:RXN-16806
82275,82276,METACYC:RXN-11260
82279,82280,METACYC:RXN-11262
82299,82300,METACYC:RXN-24601
82303,82304,METACYC:RXN-24600
82307,82308,METACYC:RXN-24597
82311,82312,METACYC:RXN-18318
82323,82324,METACYC:RXN-22372
82363,82364,METACYC:RXN-21021
82367,82368,METACYC:RXN-24594
82371,82372,METACYC:RXN-24596
82375,82376,METACYC:RXN-24595
82379,82380,METACYC:RXN-22606
82399,82400,METACYC:RXN-24587
82403,82404,METACYC:RXN-24586
82439,82440,METACYC:RXN-22370
82571,82573,METACYC:RXN-10605
82575,82577,METACYC:RXN-10604
82775,82776,METACYC:RXN-18326
82779,82780,METACYC:RXN-18324
82783,82784,METACYC:RXN-18325
10740,10743,METACYC:RXN-12448
10056,10059,METACYC:4.3.1.14-RXN
20704,20707,METACYC:D-AMINO-ACID-N-ACETYLTRANSFERASE-RXN
10080,10083,METACYC:R5-RXN
10088,10091,METACYC:2.4.1.167-RXN
10108,10111,METACYC:1.1.1.248-RXN
10112,10115,METACYC:CYSTATHIONINE-BETA-SYNTHASE-RXN
10120,10123,METACYC:RXN-13992
11628,11631,METACYC:PYRUVATE-DECARBOXYLASE-RXN
10152,10155,METACYC:CARBAMATE-KINASE-RXN
10160,10163,METACYC:L-IDITOL-2-DEHYDROGENASE-RXN
10164,10167,METACYC:2PGADEHYDRAT-RXN
34555,34558,METACYC:RXN-13927
10188,10191,METACYC:HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
10200,10203,METACYC:2-ENOATE-REDUCTASE-RXN
10208,10211,METACYC:ARGINYLTRANSFERASE-RXN
10212,10215,METACYC:VAGL-RXN
10216,10219,METACYC:RNA-POLYMERASE-SUBUNIT-KINASE-RXN
10228,10231,METACYC:ACONITATEDEHYDR-RXN
10252,10255,METACYC:2.5.1.65-RXN
10264,10267,METACYC:ALDOSE-1-EPIMERASE-RXN
10272,10275,METACYC:DIACYLGLYKIN-RXN
10284,10287,METACYC:LEUCINE-23-AMINOMUTASE-RXN
10296,10299,METACYC:GAPDHSYNEC-RXN
10300,10303,METACYC:GAPDHSYNEC-RXN
10300,10303,METACYC:GAPOXNPHOSPHN-RXN
10304,10307,METACYC:ACYLGPEACYLTRANS-RXN
10336,10339,METACYC:RXN-14047
10344,10347,METACYC:PLASMALOGEN-SYNTHASE-RXN
10352,10355,METACYC:3.5.1.76-RXN
10368,10371,METACYC:RFFTRANS-RXN
10372,10375,METACYC:1.2.1.58-RXN
10380,10383,METACYC:OROPRIBTRANS-RXN
10388,10391,METACYC:4.1.1.32-RXN
10392,10395,METACYC:CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN
74175,74178,METACYC:RXN-22958
10400,10403,METACYC:GLUTAMINE--PYRUVATE-AMINOTRANSFERASE-RXN
19953,19956,METACYC:ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN
10420,10423,METACYC:TAURINE-AMINOTRANSFERASE-RXN
10480,10483,METACYC:4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN
10500,10503,METACYC:3-ETHYLMALATE-SYNTHASE-RXN
10508,10511,METACYC:1TRANSKETO-RXN
10516,10519,METACYC:1.1.1.166-RXN
10572,10575,METACYC:VINYLACETYL-COA-DELTA-ISOMERASE-RXN
10612,10615,METACYC:2.4.2.38-RXN
10620,10623,METACYC:CINNAMOYL-COA-REDUCTASE-RXN
22096,22099,METACYC:2.7.7.8-RXN
10632,10635,METACYC:MANNURONATE-REDUCTASE-RXN
10636,10639,METACYC:MANNURONATE-REDUCTASE-RXN
10644,10647,METACYC:RXN-2462
10652,10655,METACYC:LONG-CHAIN-ALDEHYDE-DEHYDROGENASE-RXN
10736,10739,METACYC:ALCOHOL-DEHYDROG-GENERIC-RXN
10676,10679,METACYC:RXN-13163
10680,10683,METACYC:PROLINE-RACEMASE-RXN
10744,10747,METACYC:1.3.1.53-RXN
10748,10751,METACYC:RXN0-5224
10792,10795,METACYC:AIRCARBOXY-RXN
10804,10807,METACYC:ALLANTOIN-RACEMASE-RXN
10824,10827,METACYC:RXN-10813
10844,10847,METACYC:PYROXALTRANSAM-RXN
10892,10895,METACYC:3-ISOPROPYLMALDEHYDROG-RXN
10900,10903,METACYC:2.6.1.60-RXN
10904,10907,METACYC:RXN-15241
10908,10911,METACYC:RXN-8729
10944,10947,METACYC:RXN-15703
10948,10951,METACYC:GLUCOSAMINE-KINASE-RXN
10960,10963,METACYC:LACTATE-RACEMASE-RXN
10984,10987,METACYC:LACTATE-MALATE-TRANSHYDROGENASE-RXN
