Type,Metabolite,Chebi,Protein,Stoichiometry,Isozyme,Mechanism,TCDB
Symport,malate/H,15589/15378,PN96_RS22515,1,BM,TRAP-T,2.A.56
Symport,malate/H,15589/15378,PN96_RS22520,1,BN,TRAP-T,2.A.56
Symport,malate/H,15589/15378,PN96_RS22525,1,BO,TRAP-T,2.A.56
Symport,malate/H,15589/15378,PN96_RS23225,1,BP,TRAP-T,2.A.56
Symport,malate/H,15589/15378,PN96_RS23230,1,BQ,TRAP-T,2.A.56
Symport,malate/H,15589/15378,PN96_RS23235,1,BR,TRAP-T,2.A.56
Symport,malate/H,15589/15378,PN96_RS23510,1,BS,TRAP-T,2.A.56
Symport,malate/H,15589/15378,PN96_RS23515,1,BT,TRAP-T,2.A.56
Symport,malate/H,15589/15378,PN96_RS23520,1,BU,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS04190,1,AA,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS04195,1,AB,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS04200,1,AC,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS09115,1,AD,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS09120,1,AE,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS09125,1,AF,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS11870,1,AG,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18430,1,AH,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18700,1,AI,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18740,1,AJ,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18745,1,AK,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18750,1,AL,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18845,1,AM,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18850,1,AN,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18855,1,AO,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18890,1,AP,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18895,1,AQ,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS18900,1,AR,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS19560,1,AS,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS19565,1,AT,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS19570,1,AU,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS20265,1,BA,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS20270,1,BB,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS20275,1,BC,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS20430,1,BD,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS20435,1,BE,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS20440,1,BF,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS22190,1,BG,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS22195,1,BH,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS22200,1,BI,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS22320,1,BJ,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS22325,1,BK,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS22330,1,BL,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS22515,1,BM,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS22520,1,BN,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS22525,1,BO,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS23225,1,BP,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS23230,1,BQ,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS23235,1,BR,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS23510,1,BS,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS23515,1,BT,TRAP-T,2.A.56
Symport,fumarate/H,29806/15378,PN96_RS23520,1,BU,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS04190,1,AA,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS04195,1,AB,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS04200,1,AC,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS09115,1,AD,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS09120,1,AE,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS09125,1,AF,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS11870,1,AG,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18430,1,AH,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18700,1,AI,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18740,1,AJ,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18745,1,AK,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18750,1,AL,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18845,1,AM,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18850,1,AN,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18855,1,AO,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18890,1,AP,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18895,1,AQ,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS18900,1,AR,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS19560,1,AS,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS19565,1,AT,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS19570,1,AU,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS20265,1,BA,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS20270,1,BB,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS20275,1,BC,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS20430,1,BD,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS20435,1,BE,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS20440,1,BF,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS22190,1,BG,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS22195,1,BH,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS22200,1,BI,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS22320,1,BJ,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS22325,1,BK,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS22330,1,BL,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS22515,1,BM,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS22520,1,BN,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS22525,1,BO,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS23225,1,BP,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS23230,1,BQ,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS23235,1,BR,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS23510,1,BS,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS23515,1,BT,TRAP-T,2.A.56
Symport,succinate/H,30031/15378,PN96_RS23520,1,BU,TRAP-T,2.A.56
Symport,L-leucine/H,57427/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-leucine/H,57427/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-leucine/H,57427/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-leucine/H,57427/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-isoleucine/H,58045/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-isoleucine/H,58045/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-isoleucine/H,58045/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-isoleucine/H,58045/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-valine/H,57762/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-valine/H,57762/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-valine/H,57762/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-valine/H,57762/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-cysteine/H,35235/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-cysteine/H,35235/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-cysteine/H,35235/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-cysteine/H,35235/15378,PN96_RS22035,1,AD,APC,2.A.3
Antiport,L-cysteine/H,35235/15378,PN96_RS05190,1,AAA,RhtB,2.A.76
Antiport,L-cysteine/H,35235/15378,PN96_RS06595,1,AAB,RhtB,2.A.76
Antiport,L-cysteine/H,35235/15378,PN96_RS13925,1,AAC,RhtB,2.A.76
Antiport,L-cysteine/H,35235/15378,PN96_RS14120,1,AAD,RhtB,2.A.76
Antiport,L-cysteine/H,35235/15378,PN96_RS16785,1,AAE,RhtB,2.A.76
Antiport,L-cysteine/H,35235/15378,PN96_RS17440,1,AAF,RhtB,2.A.76
Antiport,L-cysteine/H,35235/15378,PN96_RS18165,1,AAG,RhtB,2.A.76
Antiport,L-cysteine/H,35235/15378,PN96_RS18280,1,AAH,RhtB,2.A.76
Antiport,L-cysteine/H,35235/15378,PN96_RS19575,1,AAI,RhtB,2.A.76
Antiport,L-cysteine/H,35235/15378,PN96_RS22965,1,AAJ,RhtB,2.A.76
Symport,L-phenylalanine/H,58095/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-phenylalanine/H,58095/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-phenylalanine/H,58095/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-phenylalanine/H,58095/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-serine/H,33384/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-serine/H,33384/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-serine/H,33384/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-serine/H,33384/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-glutamate/H,29985/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-glutamate/H,29985/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-glutamate/H,29985/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-glutamate/H,29985/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,glycine/H,57305/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,glycine/H,57305/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,glycine/H,57305/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,glycine/H,57305/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-asparate/H,29991/15378,PN96_RS16060,1,AAA,APC,2.A.3
Symport,L-asparate/H,29991/15378,PN96_RS18150,1,ABA,APC,2.A.3
Symport,L-asparate/H,29991/15378,PN96_RS21990,1,ACA,APC,2.A.3
Symport,L-asparate/H,29991/15378,PN96_RS22035,1,ADA,APC,2.A.3
Symport,L-lysine/H,32551/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-lysine/H,32551/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-lysine/H,32551/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-lysine/H,32551/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-methionine/H,57844/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-methionine/H,57844/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-methionine/H,57844/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-methionine/H,57844/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-histidine/H,57595/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-histidine/H,57595/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-histidine/H,57595/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-histidine/H,57595/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-asparagine/H,58048/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-asparagine/H,58048/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-asparagine/H,58048/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-asparagine/H,58048/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-arginine/H,32682/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-arginine/H,32682/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-arginine/H,32682/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-arginine/H,32682/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-threonine/H,57926/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-threonine/H,57926/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-threonine/H,57926/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-threonine/H,57926/15378,PN96_RS22035,1,AD,APC,2.A.3
Symport,L-glutamine/H,58359/15378,PN96_RS16060,1,AA,APC,2.A.3
Symport,L-glutamine/H,58359/15378,PN96_RS18150,1,AB,APC,2.A.3
Symport,L-glutamine/H,58359/15378,PN96_RS21990,1,AC,APC,2.A.3
Symport,L-glutamine/H,58359/15378,PN96_RS22035,1,AD,APC,2.A.3
Antiport,Acetyl-CoA/CoA,57288/57287,PN96_RS02120,1,A,MFS,2.A.1
Antiport,succinate-fumarate,30031/29806,PN96_RS14470,1,A,Dcu,2.A.13
Antiport,succinate-fumarate,30031/29806,PN96_RS20625,1,B,Dcu,2.A.13
Antiport,acetylserine/H,58340/15378,PN96_RS05190,1,A,RhtB,2.A.76
Antiport,acetylserine/H,58340/15378,PN96_RS06595,1,B,RhtB,2.A.76
Antiport,acetylserine/H,58340/15378,PN96_RS13925,1,C,RhtB,2.A.76
Antiport,acetylserine/H,58340/15378,PN96_RS14120,1,D,RhtB,2.A.76
Antiport,acetylserine/H,58340/15378,PN96_RS16785,1,E,RhtB,2.A.76
Antiport,acetylserine/H,58340/15378,PN96_RS17440,1,F,RhtB,2.A.76
Antiport,acetylserine/H,58340/15378,PN96_RS18165,1,G,RhtB,2.A.76
Antiport,acetylserine/H,58340/15378,PN96_RS18280,1,H,RhtB,2.A.76
Antiport,acetylserine/H,58340/15378,PN96_RS19575,1,I,RhtB,2.A.76
Antiport,acetylserine/H,58340/15378,PN96_RS22965,1,J,RhtB,2.A.76
Symport,sulfate/Na,16189/29101,PN96_RS06240,1,A,DASS,2.A.47
Symport,sulfate/Na,16189/29101,PN96_RS07405,1,B,DASS,2.A.47
Symport,sulfate/Na,16189/29101,PN96_RS11980,1,C,DASS,2.A.47
Symport,sulfate/Na,16189/29101,PN96_RS12470,1,D,DASS,2.A.47
Symport,sulfate/Na,16189/29101,PN96_RS14645,1,E,DASS,2.A.47
Symport,sulfate/Na,16189/29101,PN96_RS20210,1,F,DASS,2.A.47
Symport,formate/Na,15740/29101,PN96_RS06240,1,A,DASS,2.A.47
Symport,formate/Na,15740/29101,PN96_RS07405,1,B,DASS,2.A.47
Symport,formate/Na,15740/29101,PN96_RS11980,1,C,DASS,2.A.47
Symport,formate/Na,15740/29101,PN96_RS12470,1,D,DASS,2.A.47
Symport,formate/Na,15740/29101,PN96_RS14645,1,E,DASS,2.A.47
Symport,formate/Na,15740/29101,PN96_RS20210,1,F,DASS,2.A.47
Symport,L-proline/Na,60039/29101,PN96_RS05985,1,A,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS06615,1,B,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS09100,1,C,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS10790,1,D,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS14430,1,E,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS14445,1,F,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS16050,1,G,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS16390,1,H,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS19735,1,I,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS16425,1,J,SSS,2.A.21
Symport,L-proline/Na,60039/29101,PN96_RS21490,1,K,SSS,2.A.21
Symport,acetate/Na,30089/29101,PN96_RS06240,1,A,DASS,2.A.47
Symport,acetate/Na,30089/29101,PN96_RS07405,1,B,DASS,2.A.47
Symport,acetate/Na,30089/29101,PN96_RS11980,1,C,DASS,2.A.47
Symport,acetate/Na,30089/29101,PN96_RS12470,1,D,DASS,2.A.47
Symport,acetate/Na,30089/29101,PN96_RS14645,1,E,DASS,2.A.47
Symport,acetate/Na,30089/29101,PN96_RS20210,1,F,DASS,2.A.47
Symport,acetate/Na,30089/29101,PN96_RS14445,1,G,SSS,2.A.21
Symport,L-alanine/Na,57972/29101,PN96_RS05210,1,A,AGCS,2.A.25
Symport,L-alanine/Na,57972/29101,PN96_RS10530,1,B,AGCS,2.A.25
Symport,L-alanine/Na,57972/29101,PN96_RS11165,1,C,AGCS,2.A.25
Symport,L-alanine/Na,57972/29101,PN96_RS21595,1,D,AGCS,2.A.25
Symport,L-alanine/Na,57972/29101,PN96_RS05210,1,E,AGCS,2.A.25
Symport,L-alanine/Na,57972/29101,PN96_RS10530,1,F,AGCS,2.A.25
Symport,L-alanine/Na,57972/29101,PN96_RS11165,1,G,AGCS,2.A.25
Symport,L-alanine/Na,57972/29101,PN96_RS21595,1,G,AGCS,2.A.25
Symport,L-serine/Na,33384/29101,PN96_RS15855,1,A,DAACS,2.A.23
Symport,glycine/Na,57305/29101,PN96_RS05210,1,A,AGCS,2.A.25
Symport,glycine/Na,57305/29101,PN96_RS10530,1,B,AGCS,2.A.25
Symport,glycine/Na,57305/29101,PN96_RS11165,1,C,AGCS,2.A.25
Symport,glycine/Na,57305/29101,PN96_RS21595,1,D,AGCS,2.A.25
Symport,L-glutamate/Na,29985/29101,PN96_RS16570,1,A,ESS,2.A.27
Symport,L-glutamate/Na,29985/29101,PN96_RS03935,1,A,DAACS,2.A.23
Symport,L-glutamate/Na,29985/29101,PN96_RS06940,1,B,DAACS,2.A.23
Symport,L-glutamate/Na,29985/29101,PN96_RS10385,1,C,DAACS,2.A.23
Symport,L-glutamate/Na,29985/29101,PN96_RS15775,1,D,DAACS,2.A.23
Symport,L-threonine/Na,57926/29101,PN96_RS15855,1,A,DAACS,2.A.23
Symport,L-leucine/Na,57427/29101,PN96_RS11145,1,A,LIVCS,2.A.26
Symport,L-leucine/Na,57427/29101,PN96_RS17125,1,B,LIVCS,2.A.26
Symport,L-isoleucine/Na,58045/29101,PN96_RS11145,1,A,LIVCS,2.A.26
Symport,L-isoleucine/Na,58045/29101,PN96_RS17125,1,B,LIVCS,2.A.26
Symport,L-valine/Na,57762/29101,PN96_RS11145,1,A,LIVCS,2.A.26
Symport,L-valine/Na,57762/29101,PN96_RS17125,1,B,LIVCS,2.A.26
Symport,L-glutamate/Na,29985/29101,PN96_RS16570,1,A,ESS,2.A.27
Symport,uracil/Na,17568/29101,PN96_RS01765,1,A,CNT,2.A.41
Symport,uracil/Na,17568/29101,PN96_RS09245,1,B,CNT,2.A.41
Symport,uracil/Na,17568/29101,PN96_RS17150,1,C,CNT,2.A.41
Symport,xanthine/Na,17712/29101,PN96_RS01765,1,A,CNT,2.A.41
Symport,xanthine/Na,17712/29101,PN96_RS09245,1,B,CNT,2.A.41
Symport,xanthine/Na,17712/29101,PN96_RS17150,1,C,CNT,2.A.41
Symport,guanine/Na,16235/29101,PN96_RS01765,1,A,CNT,2.A.41
Symport,guanine/Na,16235/29101,PN96_RS09245,1,B,CNT,2.A.41
Symport,guanine/Na,16235/29101,PN96_RS17150,1,C,CNT,2.A.41
Symport,adenine/Na,16708/29101,PN96_RS01765,1,A,CNT,2.A.41
Symport,adenine/Na,16708/29101,PN96_RS09245,1,B,CNT,2.A.41
Symport,adenine/Na,16708/29101,PN96_RS17150,1,C,CNT,2.A.41
Symport,L-asparate/Na,29991/29101,PN96_RS06240,1,A,DASS,2.A.47
Symport,L-asparate/Na,29991/29101,PN96_RS07405,1,B,DASS,2.A.47
Symport,L-asparate/Na,29991/29101,PN96_RS11980,1,C,DASS,2.A.47
Symport,L-asparate/Na,29991/29101,PN96_RS12470,1,D,DASS,2.A.47
Symport,L-asparate/Na,29991/29101,PN96_RS14645,1,E,DASS,2.A.47
Symport,L-asparate/Na,29991/29101,PN96_RS20210,1,F,DASS,2.A.47
Symport,malate/Na,15589/29101,PN96_RS06240,1,A,DASS,2.A.47
Symport,malate/Na,15589/29101,PN96_RS07405,1,B,DASS,2.A.47
Symport,malate/Na,15589/29101,PN96_RS11980,1,C,DASS,2.A.47
Symport,malate/Na,15589/29101,PN96_RS12470,1,D,DASS,2.A.47
Symport,malate/Na,15589/29101,PN96_RS14645,1,E,DASS,2.A.47
Symport,malate/Na,15589/29101,PN96_RS20210,1,F,DASS,2.A.47
Symport,malonate/Na,15792/29101,PN96_RS18975,1,A,MSS,2.A.70
Symport,malonate/Na,15792/29101,PN96_RS18980,1,A,MSS,2.A.70
Symport,Na/Pi,29101/43474,PN96_RS11055,1,A,PNaS,2.A.58
Symport,Na/Pi,29101/43474,PN96_RS11295,1,B,PNaS,2.A.58
Antiport,L-aspartate/L-alanine,29991/57972,PN96_RS07510,1,A,AAE,2.A.81
Antiport,L-arginine/ornithine,32682/46911,PN96_RS21655,1,A,APC,2.A.3
Antiport,L-aspartate-malate,29991/15589,PN96_RS14470,1,A,Dcu,2.A.13
Antiport,L-aspartate-malate,29991/15589,PN96_RS20625,1,B,Dcu,2.A.13
Antiport,L-aspartate-fumarate,29991/29806,PN96_RS14470,1,A,Dcu,2.A.13
Antiport,L-aspartate-fumarate,29991/29806,PN96_RS20625,1,B,Dcu,2.A.13
Antiport,L-aspartate-succinate,29991/30031,PN96_RS14470,1,A,Dcu,2.A.13
Antiport,L-aspartate-succinate,29991/30031,PN96_RS20625,1,B,Dcu,2.A.13
Antiport,malate-succinate,15589/30031,PN96_RS14470,1,A,Dcu,2.A.13
Antiport,malate-succinate,15589/30031,PN96_RS20625,1,B,Dcu,2.A.13
Antiport,malate-fumarate,15589/29806,PN96_RS14470,1,A,Dcu,2.A.13
Antiport,malate-fumarate,15589/29806,PN96_RS20625,1,B,Dcu,2.A.13
Antiport,L-leucine/H,57427/15378,PN96_RS20525,1,A,LIV-E,2.A.78
Antiport,L-leucine/H,57427/15378,PN96_RS22975,1,B,LIV-E,2.A.78
Antiport,L-isoleucine/H,58045/15378,PN96_RS20525,1,A,LIV-E,2.A.78
Antiport,L-isoleucine/H,58045/15378,PN96_RS22975,1,B,LIV-E,2.A.78
Antiport,L-valine/H,57762/15378,PN96_RS20525,1,A,LIV-E,2.A.78
Antiport,L-valine/H,57762/15378,PN96_RS22975,1,B,LIV-E,2.A.78
ABC,phosphate,43474,PN96_RS10785,1,A,,
ABC,heme,60344,PN96_RS02785,1,A,,
ABC,ribose,47013,PN96_RS19950,1,A,,
ABC,tyrosine,58315,PN96_RS03425,1,C,,
ABC,tyrosine,58315,PN96_RS10565,1,C,,
ABC,L-tryptophan,57912,PN96_RS03425,1,C,,
ABC,L-tryptophan,57912,PN96_RS10565,1,C,,
PTS,fructose,28645,PN96_RS21200,1,A,,
