locustag,Desc
PN96_RS13495,dnaA
PN96_RS13500,yxeM
PN96_RS13505,yxeN
PN96_RS13510,yxeO
PN96_RS13520,rnpA
PN96_RS13530,yidC
PN96_RS13535,mnmE
PN96_RS13540,mioC
PN96_RS13545,gidA
PN96_RS13550,gidB
PN96_RS13555,parA
PN96_RS13560,parB
PN96_RS13565,atpI
PN96_RS13610,glmU
PN96_RS13620,pheC
PN96_RS13640,ilvD
PN96_RS13645,ilvM
PN96_RS13655,comM
PN96_RS13670,dsbA
PN96_RS13695,hlyiii
PN96_RS13705,trkH
PN96_RS13710,trkA
PN96_RS13715,rsmB
PN96_RS13720,mtfmt
PN96_RS13725,pdf
PN96_RS13735,smf
PN96_RS13740,smg
PN96_RS13745,yrdD
PN96_RS13750,purK
PN96_RS13755,purE
PN96_RS13760,tsaC
PN96_RS13765,cpoX
PN96_RS13770,aroE
PN96_RS13835,crcB
PN96_RS13840,thiC
PN96_RS13845,thiE
PN96_RS13850,thiF
PN96_RS13855,thiS
PN96_RS13860,thiG
PN96_RS13865,thiH
PN96_RS13870,pepP
PN96_RS13880,bcr
PN96_RS13910,uvrD
PN96_RS13920,ggt
PN96_RS13925,rhtC
PN96_RS13935,rarD
PN96_RS13940,recQ
PN96_RS13950,yhhQ
PN96_RS13955,gppA
PN96_RS13960,rhlB
PN96_RS13965,txn
PN96_RS13970,rho
PN96_RS13980,ubiD
PN96_RS13990,fre
PN96_RS14035,hemY
PN96_RS14040,hemX
PN96_RS14045,hemD
PN96_RS14050,hemC
PN96_RS14055,cyaA
PN96_RS14060,cyaY
PN96_RS14070,lysA
PN96_RS14075,dapF
PN96_RS14085,xerC
PN96_RS14090,yigB
PN96_RS14115,pldB
PN96_RS14120,rhtB
PN96_RS14125,cdgJ
PN96_RS14130,arsR
PN96_RS14135,gapdh
PN96_RS14145,arsJ
PN96_RS14175,yhhL
PN96_RS14180,rsmD
PN96_RS14185,ftsY
PN96_RS14190,ftsE
PN96_RS14195,ftsX
PN96_RS14200,rpoH
PN96_RS14210,glpE
PN96_RS14215,glpG
PN96_RS14220,fliL
PN96_RS14225,ubiC
PN96_RS14230,ubiA
PN96_RS14235,plsB
PN96_RS14240,lexA
PN96_RS14250,dinF
PN96_RS14255,sthA
PN96_RS14260,fabR
PN96_RS14270,trmA
PN96_RS14275,btuB
PN96_RS14285,murI
PN96_RS14380,fis
PN96_RS14385,dusB
PN96_RS14390,prmA
PN96_RS14395,accC
PN96_RS14400,accB
PN96_RS14405,aroQ
PN96_RS14415,dnaQ
PN96_RS14425,hcaT
PN96_RS14445,actP
PN96_RS14455,cvrA
PN96_RS14465,dsbD
PN96_RS14470,dcuA
PN96_RS14475,aspA
PN96_RS14480,fxsA
PN96_RS14485,trmL
PN96_RS14490,cpxA
PN96_RS14495,cpxR
PN96_RS14500,cpxP
PN96_RS14505,fieF
PN96_RS14510,pfkA
PN96_RS14515,dinF
PN96_RS14520,groes
PN96_RS14525,groel
PN96_RS14550,mgtC
PN96_RS14555,epmB
PN96_RS14560,efp
PN96_RS14570,frdD
PN96_RS14575,frdC
PN96_RS14580,frdB
PN96_RS14585,frdA
PN96_RS14590,epmA
PN96_RS14610,envC
PN96_RS14615,cysE
PN96_RS14620,gpsA
PN96_RS14625,secB
PN96_RS14635,gpmI
PN96_RS14650,psd
PN96_RS14655,rsgA
PN96_RS14660,orn
PN96_RS14725,queG
PN96_RS14730,tsaE
PN96_RS14735,amiabc
PN96_RS14740,mutL
PN96_RS14745,miaA
PN96_RS14750,hfq
PN96_RS14755,hflX
PN96_RS14760,hflK
PN96_RS14765,hflC
PN96_RS14775,purA
PN96_RS14780,motX
PN96_RS14785,hmp
PN96_RS14790,nsrR
PN96_RS14795,rnr
PN96_RS14800,rlmB
PN96_RS14805,gph
PN96_RS14810,warS
PN96_RS14815,pabA
PN96_RS14820,argD
PN96_RS14825,astA
PN96_RS14830,astD
PN96_RS14840,crp
PN96_RS14845,prk
PN96_RS14870,kefG
PN96_RS14875,kefB
PN96_RS14885,slyD
PN96_RS14895,slyX
PN96_RS14905,fkpA
PN96_RS14915,tusD
PN96_RS14920,tusC
PN96_RS14925,tusB
PN96_RS14940,fusA
PN96_RS14945,tuf
PN96_RS14950,bfd
PN96_RS14955,bfr
PN96_RS14960,maeB
PN96_RS14965,metJ
PN96_RS14975,metB
PN96_RS14980,metL
PN96_RS14985,metF
PN96_RS14990,aphA
PN96_RS14995,ppc
PN96_RS15000,argE
PN96_RS15005,argC
PN96_RS15010,argB
PN96_RS15015,argG
PN96_RS15020,argha
PN96_RS15025,pgdX
PN96_RS15030,oxyR
PN96_RS15035,mrcA
PN96_RS15040,pilM
PN96_RS15045,pilN
PN96_RS15050,pilO
PN96_RS15055,pilP
PN96_RS15060,pilQ
PN96_RS15065,aroK
PN96_RS15070,aroB
PN96_RS15075,damX
PN96_RS15080,dam
PN96_RS15085,rpe
PN96_RS15095,priB
PN96_RS15110,ydiY
PN96_RS15115,dnaB
PN96_RS15120,alr
PN96_RS15130,gpi
PN96_RS15135,cheX
PN96_RS15140,zur
PN96_RS15145,dusA
PN96_RS15165,cysJ
PN96_RS15170,cysI
PN96_RS15175,cysH
PN96_RS04200,trap
PN96_RS15305,bccT
PN96_RS18745,trap
PN96_RS21040,ush
PN96_RS22515,trap
PN96_RS21635,sur
PN96_RS13580,atpF
PN96_RS18400,aroG
PN96_RS11720,ilvI
PN96_RS07245,scrK
PN96_RS22375,csbX
PN96_RS21965,zwf
PN96_RS01395,sulP
PN96_RS22035,apc
PN96_RS22330,trap
PN96_RS16160,sulP
PN96_RS03435,abcT
PN96_RS19560,trap
PN96_RS18890,trap
PN96_RS19570,trap
PN96_RS04190,trap 
PN96_RS21300,ilvE
PN96_RS22525,trap
PN96_RS13605,atpC
PN96_RS20115,dcuC
PN96_RS16855,gntP
PN96_RS15300,ahdA
PN96_RS22190,trap
PN96_RS10775,ppk
PN96_RS11450,petA
PN96_RS04280,sdaA
PN96_RS05680,gdhB
PN96_RS20275,trap
PN96_RS13600,atpD
PN96_RS16035,plp
PN96_RS14410,acs
PN96_RS19415,narK
PN96_RS05610,aroH
PN96_RS01470,slc
PN96_RS11440,petC
PN96_RS11715,ilvN
PN96_RS21410,acsA
PN96_RS17395,spa
PN96_RS22460,sal
PN96_RS05215,nfnB
PN96_RS07395,maeA
PN96_RS15765,nfsA
PN96_RS17125,brnQ
PN96_RS04960,voc
PN96_RS21990,apc
PN96_RS17365,sal
PN96_RS09490,cpa
PN96_RS17715,xxx
PN96_RS01825,abp
PN96_RS20435,trap
PN96_RS19075,nadE
PN96_RS12585,coaD
PN96_RS19190,abp
PN96_RS22320,trap
PN96_RS23400,pyrC
PN96_RS16060,apc
PN96_RS16025,aap
PN96_RS23205,solA
PN96_RS22195,trap
PN96_RS06335,mfs
PN96_RS22165,guaD
PN96_RS04115,nrdB
PN96_RS18850,trap
PN96_RS06405,ncs
PN96_RS03510,sulP
PN96_RS13020,cpa
PN96_RS18750,trap
PN96_RS13575,atpE
PN96_RS11870,trap
PN96_RS03285,gloA
PN96_RS23515,trap
PN96_RS13235,gntP
PN96_RS18645,arcB
PN96_RS10995,cstA
PN96_RS21445,fdhF
PN96_RS03935,gltP
PN96_RS18740,trap
PN96_RS10965,aroF
PN96_RS08560,pflB
PN96_RS15775,dccS
PN96_RS11145,brnQ
PN96_RS13595,atpG
PN96_RS20270,trap
PN96_RS22640,atpD
PN96_RS13590,atpA
PN96_RS23510,trap
PN96_RS23230,trap
PN96_RS06400,ami
PN96_RS00295,galU
PN96_RS22520,trap
PN96_RS06920,cobS
PN96_RS06730,gmc
PN96_RS19070,trap
PN96_RS10565,abcT
PN96_RS03425,abcT
PN96_RS21980,amt
PN96_RS22635,atpE
PN96_RS03100,ansA
PN96_RS13635,ilvA
PN96_RS23520,trap
PN96_RS22615,atpD
PN96_RS18900,trap
PN96_RS10460,nucT
PN96_RS05360,zwf
PN96_RS00910,tkt
PN96_RS16655,nhaD
PN96_RS18415,tal
PN96_RS03430,abcT
PN96_RS06940,cysT
PN96_RS10385,dccT
PN96_RS13650,ilvG
PN96_RS04300,fumA
PN96_RS01105,eno
PN96_RS18700,trap
PN96_RS06115,bccT
PN96_RS18410,tkt
PN96_RS13570,atpN
PN96_RS22325,trap
PN96_RS13585,atpH
PN96_RS22605,atpG
PN96_RS18845,trap
PN96_RS06735,gdh
PN96_RS18895,trap
PN96_RS22200,trap
PN96_RS10905,pgeF
PN96_RS20265,trap
PN96_RS04195,trap
PN96_RS04220,butA
PN96_RS03075,hpm
PN96_RS22655,bccT
PN96_RS21705,cyoE
PN96_RS18635,abgT
PN96_RS23225,trap
PN96_RS22610,atpA
PN96_RS04120,nrdA
PN96_RS19565,trap
PN96_RS23235,trap
PN96_RS02440,sulP
PN96_RS00135,nudC
PN96_RS05445,prpE
PN96_RS23610,bccT
PN96_RS22915,cyoE
PN96_RS06925,cobT
PN96_RS18455,folE
PN96_RS08465,icd
PN96_RS18430,trap
PN96_RS22625,atpA
PN96_RS11550,pitA
PN96_RS18855,trap
PN96_RS14435,fumC
PN96_RS22620,atpE
PN96_RS04845,mgsA
PN96_RS05055,nhaC
PN96_RS07920,nhaC
PN96_RS10500,nhaC
PN96_RS22945,coxG
PN96_RS22920,cyoE
PN96_RS22955,coxB
PN96_RS05845,ccoS
PN96_RS19650,rnfX
