locustag,Desc
PN96_RS02805,ccmH
PN96_RS02815,mlaA
PN96_RS02820,fadL
PN96_RS02825,fadL
PN96_RS02835,rpoE
PN96_RS02845,fadA
PN96_RS02850,fadJ
PN96_RS02865,sixA
PN96_RS02875,prmB
PN96_RS02880,aroC
PN96_RS02890,epmC
PN96_RS02910,mnmC
PN96_RS02915,fabB
PN96_RS02925,fucA
PN96_RS02935,fucR
PN96_RS02940,fucA
PN96_RS02950,pdxB
PN96_RS02955,asd
PN96_RS02960,fimV
PN96_RS02965,truA
PN96_RS02970,accD
PN96_RS02975,folC
PN96_RS02980,dedD
PN96_RS02985,cvpA
PN96_RS02990,purF
PN96_RS02995,aphB
PN96_RS03010,aprT
PN96_RS03015,dnaX
PN96_RS03020,ebfC
PN96_RS03025,recR
PN96_RS03030,aqpZ
PN96_RS03050,mscS
PN96_RS03080,gapdh
PN96_RS03085,msrB
PN96_RS03105,sppA
PN96_RS03110,fadH
PN96_RS03120,topB
PN96_RS03150,cangl
PN96_RS03160,fecE
PN96_RS03165,fecD
PN96_RS03170,fecC
PN96_RS03180,fecB
PN96_RS03200,ndpA
PN96_RS03215,nhaC
PN96_RS03220,asd
PN96_RS03225,kch
PN96_RS03235,adhE
PN96_RS03255,grxD
PN96_RS03265,yuiF
PN96_RS03270,rnt
PN96_RS03275,motY
PN96_RS03295,rnfE
PN96_RS03300,rnfG
PN96_RS03305,rnfD
PN96_RS03310,rnfC
PN96_RS03315,rnfB
PN96_RS03320,rnfA
PN96_RS03330,uvrB
PN96_RS03335,luxO
PN96_RS03340,luxU
PN96_RS03350,moaA
PN96_RS03355,moaB
PN96_RS03360,moaC
PN96_RS03365,moaD
PN96_RS03375,oppA
PN96_RS03385,oppC
PN96_RS03390,oppD
PN96_RS03395,oppF
PN96_RS03410,pta
PN96_RS03415,ackA
PN96_RS03440,malZ
PN96_RS03445,cdgK
PN96_RS03450,dusC
PN96_RS03460,dsbB
PN96_RS03465,nhaB
PN96_RS03470,fadR
PN96_RS03480,marS
PN96_RS03485,mrp
PN96_RS03490,udk
PN96_RS03495,asmA
PN96_RS03500,cobA
PN96_RS03505,wzb
PN96_RS03515,rne
PN96_RS03520,rluC
PN96_RS03525,yceF
PN96_RS03530,yceD
PN96_RS03540,plsX
PN96_RS03545,fabH
PN96_RS03550,fabD
PN96_RS03555,fabG
PN96_RS03560,acpP
PN96_RS03565,fabF
PN96_RS03570,pabC
PN96_RS03575,mltG
PN96_RS03580,tmk
PN96_RS03585,holB
PN96_RS03590,tatD
PN96_RS03595,malX
PN96_RS03605,ptsG
PN96_RS03630,pk
PN96_RS03635,mlc
PN96_RS03645,imuB
PN96_RS03650,imuA
PN96_RS03660,sohB
PN96_RS03665,cmk
PN96_RS03675,ihfB
PN96_RS03680,lapA
PN96_RS03685,lapB
PN96_RS03690,pyrF
PN96_RS03695,yejA
PN96_RS03705,gae
PN96_RS03730,pqiB
PN96_RS03735,pqiA
PN96_RS03740,tsdA
PN96_RS03750,ttrA
PN96_RS03755,ttrC
PN96_RS03760,ttrB
PN96_RS03765,ttrS
PN96_RS03770,ttrR
PN96_RS03810,rimK
PN96_RS03820,scsB
PN96_RS03890,metR
PN96_RS03895,metE
PN96_RS03910,yciA
PN96_RS03915,ispZ
PN96_RS03925,luxN
PN96_RS03940,acsL
PN96_RS03945,crp
PN96_RS03950,trpA
PN96_RS03955,trpB
PN96_RS03960,trpcf
PN96_RS03965,trpD
PN96_RS03970,trpG
PN96_RS03975,trpE
PN96_RS04000,rluB
PN96_RS04010,efp
PN96_RS04020,polB
PN96_RS04025,uvrY
PN96_RS04030,uvrC
PN96_RS04065,ectB
PN96_RS04070,cansdh
PN96_RS04075,nspC
PN96_RS04095,aefR
PN96_RS04110,yfaE
PN96_RS04130,ubiG
PN96_RS04135,gyrA
PN96_RS04140,ribA
PN96_RS04165,ycbB
PN96_RS04175,gloB
PN96_RS04210,narL
PN96_RS04225,mcp
PN96_RS04230,dnaQ
PN96_RS04245,tyrB
PN96_RS04270,narS
PN96_RS04275,queD
PN96_RS04285,sdaC
PN96_RS04295,pabB
PN96_RS04315,ycjF
PN96_RS04320,tyrR
PN96_RS04325,rimJ
PN96_RS04340,int
PN96_RS24230,yhcO
PN96_RS04645,hpaF
PN96_RS04660,cslA
PN96_RS04690,epsF
PN96_RS04775,grxB
PN96_RS04790,iolC
PN96_RS04795,iolD
PN96_RS04800,adhE
PN96_RS04805,iolC
PN96_RS04815,galR
PN96_RS04820,iolH
PN96_RS04825,xylE
PN96_RS04830,iolG
PN96_RS04835,iolB
PN96_RS04840,mgsA
PN96_RS04860,mmsA
PN96_RS04885,hexA
PN96_RS04995,phnA
PN96_RS05005,hypT
PN96_RS05010,aapJ
PN96_RS05015,aapQ
PN96_RS05020,aapM
PN96_RS05025,aapP
PN96_RS05060,puuA
PN96_RS05070,puuR
PN96_RS05075,puuC
PN96_RS05080,puuB
PN96_RS05085,aguB
PN96_RS05090,aguA
PN96_RS05095,gabD
PN96_RS05100,gabT
PN96_RS05145,pilF
PN96_RS05150,metA
PN96_RS05160,lpxL
PN96_RS05180,panE
PN96_RS05245,qseC
PN96_RS05250,qseB
PN96_RS05280,proX
PN96_RS05285,proW
PN96_RS05290,proV
PN96_RS05295,ectA
PN96_RS05300,ectB
PN96_RS05305,ectC
PN96_RS05310,lysC
PN96_RS05365,pglS
PN96_RS05370,pgd
PN96_RS05380,acoR
PN96_RS05385,aldB
PN96_RS05400,tctA
PN96_RS05405,tctB
PN96_RS05410,tctC
PN96_RS05425,prpB
PN96_RS05430,prpC
PN96_RS05435,acnD
PN96_RS05440,prpF
PN96_RS05500,maa
PN96_RS05515,queE
PN96_RS05520,queC
PN96_RS05540,lapE
PN96_RS05550,rlmI
PN96_RS05555,acyP
PN96_RS05560,tusE
PN96_RS05570,yccA
PN96_RS05575,aapP
PN96_RS05580,aapM
PN96_RS05585,aapQ
PN96_RS05590,aapJ
PN96_RS05600,sirC
PN96_RS05605,yajQ
PN96_RS05630,rsmF
PN96_RS05640,pqiA
PN96_RS05650,msrC
PN96_RS05655,proQ
PN96_RS05670,pepN
PN96_RS05685,dhodh
PN96_RS05690,zapC
PN96_RS05695,rlmkl
PN96_RS05705,uup
PN96_RS05715,rmf
PN96_RS05720,fabA
PN96_RS05725,lonH
PN96_RS05815,ccoN
PN96_RS05820,ccoO
PN96_RS05825,ccoQ
PN96_RS05830,ccoP
PN96_RS05840,copB
PN96_RS05855,fnr
PN96_RS05860,uspE
PN96_RS05865,ttcA
PN96_RS05880,potA
PN96_RS05885,potB
PN96_RS05890,potC
PN96_RS05895,potD
PN96_RS05900,potD
PN96_RS05905,cobB
PN96_RS05910,amt
PN96_RS05915,dinF
PN96_RS05935,fdoI
PN96_RS05940,fdoH
PN96_RS05945,fdoG
PN96_RS05975,fdhD
PN96_RS05985,flgS
PN96_RS05995,tupA
PN96_RS06000,tupB
PN96_RS06005,tupC
PN96_RS06010,mobA
PN96_RS06015,moeA
PN96_RS06030,nagK
PN96_RS06055,mcp
PN96_RS06060,nlpC
PN96_RS06090,ribE
PN96_RS06095,norM
PN96_RS06105,lig
PN96_RS06130,hrpA
PN96_RS06135,acpD
PN96_RS06190,mdlA
PN96_RS06195,mdlB
PN96_RS06215,tyrP
PN96_RS06230,cheY
PN96_RS06245,ureJ
PN96_RS06250,ureG
PN96_RS06255,ureF
PN96_RS06260,ureE
PN96_RS06265,ureC
PN96_RS06270,ureB
PN96_RS06275,ureA
PN96_RS06280,ureD
PN96_RS06285,urtE
PN96_RS06290,urtD
PN96_RS06295,urtC
PN96_RS06300,urtB
PN96_RS06305,urtA
PN96_RS06330,mhpR
PN96_RS06340,mhpE
PN96_RS06345,mhpF
PN96_RS06350,mhpD
PN96_RS06355,mhpC
PN96_RS06360,mhpB
PN96_RS06365,mhpA
PN96_RS06370,chrA
PN96_RS06375,chrA
PN96_RS06385,allC
PN96_RS06390,pucG
PN96_RS06395,ggt
PN96_RS06415,hpxA
PN96_RS06420,hpxB
PN96_RS06525,hcaR
PN96_RS06530,hcaE
PN96_RS06535,hcaF
PN96_RS06540,hcaC
PN96_RS06545,hcaB
PN96_RS06550,hcaD
PN96_RS06560,mqo
PN96_RS06570,nlpI
PN96_RS06590,rlpA
PN96_RS06595,rhtB
PN96_RS06615,panF
PN96_RS06620,lamB
PN96_RS06630,bglF
PN96_RS06650,rbsB
PN96_RS06655,araH
PN96_RS06660,yphD
PN96_RS06665,rbsA
PN96_RS06670,rocF
PN96_RS06680,qor
PN96_RS06705,rocF
PN96_RS06715,ydhP
PN96_RS06760,maiA
PN96_RS06765,faaH
PN96_RS06770,hgd
PN96_RS06775,hpd
PN96_RS06780,pepT
PN96_RS06835,yiaC
PN96_RS06855,rlmF
PN96_RS06860,upp
PN96_RS06875,ynfM
PN96_RS06890,btuD
PN96_RS06895,btuC
PN96_RS06900,astE
PN96_RS06905,pepF
PN96_RS06910,cobC
PN96_RS06915,cobP
PN96_RS07115,dnaC
PN96_RS07190,sbcB
PN96_RS07195,cidA
PN96_RS07205,cdd
PN96_RS07210,purT
PN96_RS07215,tpmT
PN96_RS07225,ihfA
PN96_RS07230,mleP
PN96_RS07235,scrR
PN96_RS07250,inv
PN96_RS07255,farsb
PN96_RS07260,farsa
PN96_RS07280,infC
PN96_RS07285,tarS
PN96_RS07300,hutC
PN96_RS07305,hutI
PN96_RS07310,hutG
PN96_RS07325,dodA
PN96_RS07340,ydiJ
PN96_RS07370,sulA
PN96_RS07375,purC
PN96_RS07380,phoD
PN96_RS07400,sanA
PN96_RS07425,trxB
PN96_RS07430,cydD
PN96_RS07435,cydC
PN96_RS07440,dsdA
PN96_RS07445,serC
PN96_RS07470,tfoX
PN96_RS07490,panP
PN96_RS07495,hexR
PN96_RS07505,grxA
PN96_RS07515,fabV
PN96_RS07520,fadE
PN96_RS07530,nhaA
PN96_RS07550,dinF
PN96_RS07565,fccA
PN96_RS07590,bcr
PN96_RS07595,rsuA
PN96_RS07600,radD
PN96_RS07630,ushA
PN96_RS07645,hslJ
PN96_RS07650,ynjB
PN96_RS07655,ynjC
PN96_RS07660,ynjD
PN96_RS07670,slyB
PN96_RS07675,norR
PN96_RS07680,hcp
PN96_RS07685,hcr
PN96_RS07690,rlmI
PN96_RS07695,rluA
PN96_RS07705,clsA
PN96_RS07710,metC
PN96_RS07715,tag
PN96_RS07735,pspC
PN96_RS07740,pspB
PN96_RS07745,pspA
PN96_RS07750,pspF
PN96_RS07755,sapA
PN96_RS07760,sapB
PN96_RS07765,sapC
PN96_RS07770,sapD
PN96_RS07775,sapF
PN96_RS07785,ppaC
PN96_RS07800,torA
PN96_RS07805,torC
PN96_RS07810,napE
PN96_RS07820,focA
PN96_RS07840,tdk
PN96_RS07845,carS
PN96_RS07850,ppiB
PN96_RS07855,lpxH
PN96_RS07870,hisie
PN96_RS07875,hisF
PN96_RS07880,hisA
PN96_RS07885,hisH
PN96_RS07890,hisB
PN96_RS07895,hisC
PN96_RS07900,hisD
PN96_RS07905,hisG
PN96_RS07910,txr
PN96_RS07925,hns
PN96_RS07930,gsk
PN96_RS07940,mnmA
PN96_RS07945,hflD
PN96_RS07950,purB
PN96_RS07970,cfa
PN96_RS07995,htpX
PN96_RS08000,bioD
PN96_RS08005,bioC
PN96_RS08010,bioF
PN96_RS08015,bioB
PN96_RS08020,bioA
PN96_RS08025,sarS
PN96_RS08030,ycaJ
PN96_RS08035,lolA
PN96_RS08040,ftsK
PN96_RS08045,lrp
PN96_RS08050,ald
PN96_RS08060,cysB
PN96_RS08070,miaE
PN96_RS08075,mdcF
PN96_RS08085,acrB
PN96_RS08090,acrA
PN96_RS08095,benE
PN96_RS08100,sutR
PN96_RS08105,mdcH
PN96_RS08110,mdcG
PN96_RS08115,mdcE
PN96_RS08120,mdcD
PN96_RS08125,mdcB
PN96_RS08130,mdcA
PN96_RS08135,mdcR
PN96_RS08195,pccA
PN96_RS08215,kch
PN96_RS08220,nadA
PN96_RS08230,pal
PN96_RS08235,tolB
PN96_RS08240,tolA
PN96_RS08245,tolR
PN96_RS08250,tolQ
PN96_RS08255,ybgC
PN96_RS08265,cydX
PN96_RS08270,cydB
PN96_RS08275,cydA
PN96_RS08280,ruvB
PN96_RS08285,ruvA
PN96_RS08290,ruvC
PN96_RS08305,cmoA
PN96_RS08310,cmoB
PN96_RS08345,mukB
PN96_RS08350,mukE
PN96_RS08355,mukF
PN96_RS08360,smtA
PN96_RS08370,torR
PN96_RS08375,torD
PN96_RS08380,purR
PN96_RS08385,tfoX
PN96_RS08405,glgA
PN96_RS08410,glgC
PN96_RS08415,topA
PN96_RS08425,aroA
PN96_RS08430,slyB
PN96_RS08435,aat
PN96_RS08440,bpt
PN96_RS08445,infA
PN96_RS08450,clpA
PN96_RS08455,clpS
PN96_RS08460,cspA
PN96_RS08470,rluE
PN96_RS08485,dinG
PN96_RS08495,priC
PN96_RS08510,cidA
PN96_RS08530,aotM
PN96_RS08535,aotQ
PN96_RS08540,aotJ
PN96_RS08545,aotP
PN96_RS08565,lpxR
PN96_RS08570,pflA
PN96_RS08585,prkA
PN96_RS08595,spovr
PN96_RS08600,kdsB
PN96_RS08610,lpxK
PN96_RS08615,msbA
PN96_RS08620,comec
PN96_RS08630,lolC
PN96_RS08635,lolD
PN96_RS08640,lolC
PN96_RS08650,mfd
PN96_RS08665,ndh
PN96_RS08700,mcp
PN96_RS08710,udp
PN96_RS08715,zntA
PN96_RS08730,fdxA
PN96_RS08735,spoU
PN96_RS08745,kauB
PN96_RS08755,potI
PN96_RS08760,potH
PN96_RS08765,potG
PN96_RS08770,potF
PN96_RS08775,spuC
PN96_RS08780,glnA
PN96_RS08785,glnA
PN96_RS08790,puuB
PN96_RS08800,dsdC
PN96_RS08915,ybaZ
PN96_RS08925,tesB
PN96_RS08930,decR
PN96_RS08935,cysK
PN96_RS08950,acrA
PN96_RS09005,menE
PN96_RS09010,menC
PN96_RS09015,menB
PN96_RS09020,menH
PN96_RS09025,menD
PN96_RS09030,menF
PN96_RS09035,alaA
PN96_RS09040,yfbR
PN96_RS09045,dgt
PN96_RS09060,comea
PN96_RS09065,ppiD
PN96_RS09070,hupB
PN96_RS09075,lon
PN96_RS09080,clpX
PN96_RS09085,clpP
PN96_RS09090,tig
PN96_RS09100,dctB
PN96_RS09105,dctD
PN96_RS09115,dctM
PN96_RS09120,dctQ
PN96_RS09125,dctP
PN96_RS09130,msmX
PN96_RS09135,gtsC
PN96_RS09140,gtsB
PN96_RS09145,gtsA
PN96_RS09160,selenoo
PN96_RS09170,trkH
PN96_RS09175,trkA
PN96_RS09180,rhlE
PN96_RS09185,tlyC
PN96_RS09195,entD
PN96_RS09205,entF
PN96_RS09210,entB
PN96_RS09215,entE
PN96_RS09220,entC
PN96_RS09230,entA
PN96_RS09240,folD
PN96_RS09255,mltB
PN96_RS09265,minC
PN96_RS09270,minD
PN96_RS09275,minE
PN96_RS09280,rnd
PN96_RS09285,acsL
PN96_RS09295,slp
PN96_RS09305,tsaB
PN96_RS09310,dinG
PN96_RS09315,purU
PN96_RS09335,rarS
PN96_RS09345,feoC
PN96_RS09350,feoB
PN96_RS09355,feoA
PN96_RS09360,tfoS
PN96_RS09365,znuA
PN96_RS09370,znuC
PN96_RS09375,znuB
PN96_RS09380,sucD
PN96_RS09385,sucC
PN96_RS09390,dlsT
PN96_RS09395,ogdH
PN96_RS09400,sdhB
PN96_RS09405,sdhA
PN96_RS09410,sdhD
PN96_RS09415,sdhC
PN96_RS09420,cs
PN96_RS09435,pgm
PN96_RS09440,seqA
PN96_RS09445,ybfF
PN96_RS09455,fldA
PN96_RS09465,fur
PN96_RS09470,qarS
PN96_RS09475,nagE
PN96_RS09480,nagA
PN96_RS09485,nagC
PN96_RS09495,asnB
PN96_RS09500,rfaH
PN96_RS09510,hemH
PN96_RS09515,adk
PN96_RS09525,toxR
PN96_RS09530,toxS
PN96_RS09590,ybbN
PN96_RS09600,ybbJ
PN96_RS09620,zipA
PN96_RS09625,cysZ
PN96_RS09630,cysK
PN96_RS09640,ptsH
PN96_RS09645,ptsI
PN96_RS09650,crr
PN96_RS09660,fliC
PN96_RS09665,flgL
PN96_RS09670,flgK
PN96_RS09675,flgJ
PN96_RS09680,flgI
PN96_RS09685,flgH
PN96_RS09690,flgG
PN96_RS09695,flgF
PN96_RS09700,flgE
PN96_RS09705,flgD
PN96_RS09710,flgC
PN96_RS09715,flgB
PN96_RS09720,cheR
PN96_RS09725,cheV
PN96_RS09730,flgA
PN96_RS09735,flgM
PN96_RS09740,flgN
PN96_RS09745,flgP
PN96_RS09750,flgO
PN96_RS09755,flgT
PN96_RS09775,earS
PN96_RS09780,copA
PN96_RS09815,rluF
PN96_RS09820,ybaK
PN96_RS09825,ushA
PN96_RS09830,kdsA
PN96_RS09845,hemK
PN96_RS09850,prfA
PN96_RS09855,hemA
PN96_RS09860,lolB
PN96_RS09865,ispE
PN96_RS09870,prpS
PN96_RS09880,ychF
PN96_RS09995,ubiF
PN96_RS10000,miaB
PN96_RS10005,phoH
PN96_RS10010,ybeY
PN96_RS10015,corC
PN96_RS10020,lnt
PN96_RS10030,larS
PN96_RS10035,lptE
PN96_RS10040,holA
PN96_RS10045,ybeB
PN96_RS10050,rlmH
PN96_RS10055,mrdA
PN96_RS10060,rodA
PN96_RS10065,rlpA
PN96_RS10070,dacC
PN96_RS10080,lipB
PN96_RS10085,lipA
PN96_RS10090,glyA
PN96_RS10100,treC
PN96_RS10105,treB
PN96_RS10110,treR
PN96_RS10115,gmhB
PN96_RS10120,metN
PN96_RS10125,metI
PN96_RS10130,metQ
PN96_RS10140,syd
PN96_RS10145,queF
PN96_RS10160,ppnN
PN96_RS10165,xni
PN96_RS10170,rlmM
PN96_RS10185,gcvA
PN96_RS10195,thiI
PN96_RS10200,motB
PN96_RS10205,motA
PN96_RS10210,xseB
PN96_RS10215,ispA
PN96_RS10220,dxs
PN96_RS10225,pgpA
PN96_RS10230,thiL
PN96_RS10235,nusB
PN96_RS10240,ribH
PN96_RS10245,ribba
PN96_RS10250,ribE
PN96_RS10255,ribD
PN96_RS10260,nrdR
PN96_RS10265,proA
PN96_RS10270,proB
PN96_RS10275,crl
PN96_RS10280,frsA
PN96_RS10285,gpt
PN96_RS10290,pbuG
PN96_RS10295,pepD
PN96_RS10330,pfaS
PN96_RS10335,mltF
PN96_RS10340,tadA
PN96_RS10345,abgT
PN96_RS10350,pilV
PN96_RS10360,pilW
PN96_RS10365,fimT
PN96_RS10370,pilE
PN96_RS10375,dnaJ
PN96_RS10380,dnaK
PN96_RS10390,grpE
PN96_RS10395,ppnK
PN96_RS10400,recN
PN96_RS10405,bamE
PN96_RS10420,smpB
PN96_RS10455,rhaS
PN96_RS10465,rhaM
PN96_RS10470,rhaB
PN96_RS10475,rhaA
PN96_RS10480,rhaD
PN96_RS10515,metY
PN96_RS10525,dadA
PN96_RS10540,hipO
PN96_RS10570,guaA
PN96_RS10575,impdh
PN96_RS10580,xseA
PN96_RS10590,aarS
PN96_RS10595,engA
PN96_RS10600,bamB
PN96_RS10610,harS
PN96_RS10615,gcpE
PN96_RS10620,rodZ
PN96_RS10625,rlmN
PN96_RS10630,ndk
PN96_RS10635,pepB
PN96_RS10645,fdx
PN96_RS10650,hscA
PN96_RS10655,hscB
PN96_RS10660,iscA
PN96_RS10665,iscU
PN96_RS10670,iscS
PN96_RS10675,iscR
PN96_RS10680,trmJ
PN96_RS10690,secF
PN96_RS10695,secD
PN96_RS10700,yajC
PN96_RS10705,tgt
PN96_RS10710,queA
PN96_RS10720,acuB
PN96_RS10725,icl
PN96_RS10730,aceB
PN96_RS10735,oxyR
PN96_RS10745,cutC
PN96_RS10755,phoU
PN96_RS10760,pstB
PN96_RS10765,pstA
PN96_RS10770,pstC
PN96_RS10780,gppA
PN96_RS10785,pstS
PN96_RS10790,phoR
PN96_RS10795,phoB
PN96_RS10805,rdgC
PN96_RS10810,prtC
PN96_RS10825,mepA
PN96_RS10900,clpB
PN96_RS10910,rluD
PN96_RS10915,bamD
PN96_RS10925,raiA
PN96_RS10930,pheA
PN96_RS10935,yjjX
PN96_RS10940,trpR
PN96_RS10945,slt
PN96_RS10950,ettA
PN96_RS10960,tyrA
PN96_RS10970,nagZ
PN96_RS10975,anmK
PN96_RS10980,murQ
PN96_RS11010,ispH
PN96_RS11015,slpA
PN96_RS11020,lspA
PN96_RS11025,iarS
PN96_RS11030,ribF
PN96_RS11035,murJ
PN96_RS11045,hlyU
PN96_RS11050,nhaR
PN96_RS11065,thyA
PN96_RS11070,lgt
PN96_RS11080,ptsP
PN96_RS11085,nudH
PN96_RS11090,mutH
PN96_RS11110,vpsR
PN96_RS11115,karS
PN96_RS11120,prfB
PN96_RS11125,recJ
PN96_RS11130,dsbC
PN96_RS11135,xerD
PN96_RS11140,fldB
PN96_RS11150,yfiC
PN96_RS11155,srmB
PN96_RS11180,ung
PN96_RS11185,nfo
PN96_RS11190,grcA
PN96_RS11195,thrC
PN96_RS11200,thrB
PN96_RS11205,thrA
PN96_RS11215,rraA
PN96_RS11225,arcA
PN96_RS11235,arcB
PN96_RS11245,gltB
PN96_RS11250,gltD
PN96_RS11255,gltB
PN96_RS11260,gltD
PN96_RS11270,mtnN
PN96_RS11275,cbiB
PN96_RS11280,btuF
PN96_RS11300,carB
PN96_RS11305,carA
PN96_RS11310,dapB
PN96_RS11315,mutT
PN96_RS11320,secA
PN96_RS11330,lpxC
PN96_RS11335,ftsZ
PN96_RS11340,ftsA
PN96_RS11345,ftsQ
PN96_RS11350,murC
PN96_RS11355,murG
PN96_RS11360,ftsW
PN96_RS11365,murD
PN96_RS11370,mraY
PN96_RS11375,murF
PN96_RS11380,murE
PN96_RS11385,ftsI
PN96_RS11390,ftsL
PN96_RS11395,mraW
PN96_RS11405,rsmI
PN96_RS11415,yraN
PN96_RS11420,diaA
PN96_RS11430,sspB
PN96_RS11435,sspA
PN96_RS11445,cytB
PN96_RS11465,zapE
PN96_RS11475,degP
PN96_RS11480,hhoB
PN96_RS11485,parC
PN96_RS11490,parE
PN96_RS11500,cpdA
PN96_RS11510,nudF
PN96_RS11515,tolC
PN96_RS11520,gmhC
PN96_RS11525,glnE
PN96_RS11530,mcp
PN96_RS11535,kch
PN96_RS11540,ygiF
PN96_RS11555,ygiM
PN96_RS11560,gspB
PN96_RS11565,gspA
PN96_RS11570,cca
PN96_RS11575,bacA
PN96_RS11580,folK
PN96_RS11585,folB
PN96_RS11590,plsY
PN96_RS11600,tsaD
PN96_RS11615,dnaG
PN96_RS11620,rpoD
PN96_RS11630,fliC
PN96_RS11635,metQ
PN96_RS11670,mtlA
PN96_RS11675,mtlD
PN96_RS11680,mtlR
PN96_RS11685,murQ
PN96_RS11690,scrA
PN96_RS11700,glmS
PN96_RS11710,pk
PN96_RS11725,acsL
PN96_RS11730,leuO
PN96_RS11740,bcrC
PN96_RS11755,leuA
PN96_RS11760,leuB
PN96_RS11765,leuC
PN96_RS11770,leuD
PN96_RS11780,djlA
PN96_RS11785,lptD
PN96_RS11790,surA
PN96_RS11795,pdxA
PN96_RS11800,ksgA
PN96_RS11805,apaG
PN96_RS11810,apaH
PN96_RS11815,dhfR
PN96_RS11830,obgE
PN96_RS11845,ispB
PN96_RS11855,mdh
PN96_RS11860,argR
PN96_RS11875,uspF
PN96_RS11880,thiQ
PN96_RS11885,thiP
PN96_RS11890,thiB
PN96_RS11895,ubiX
PN96_RS11900,mpl
PN96_RS11905,fbp
PN96_RS11910,ppa
PN96_RS11920,tamB
PN96_RS11925,tamA
PN96_RS11930,msrA
PN96_RS11975,cysC
PN96_RS11985,cysN
PN96_RS11990,cysD
PN96_RS11995,cobA
PN96_RS12000,cpdB
PN96_RS12010,dbpA
PN96_RS12015,elaA
PN96_RS12020,ytfB
PN96_RS12025,fklB
PN96_RS12040,rpoA
PN96_RS12065,secY
PN96_RS12180,priA
PN96_RS12185,cytR
PN96_RS12195,hslV
PN96_RS12200,hslU
PN96_RS12205,menA
PN96_RS12210,rraA
PN96_RS12215,zapB
PN96_RS12220,glpX
PN96_RS12245,hpaF
PN96_RS12250,tpi
PN96_RS12265,wbpM
PN96_RS12320,wbpP
PN96_RS12330,wbpO
PN96_RS12335,etk
PN96_RS12340,wzb
PN96_RS12345,wza
PN96_RS12350,ugdH
PN96_RS12365,kpsM
PN96_RS12370,kpsE
PN96_RS12375,rfbA
PN96_RS12380,rfbC
PN96_RS12390,rfbF
PN96_RS12395,rfbD
PN96_RS12400,rfbB
PN96_RS12465,kpsT
PN96_RS12475,cysD
PN96_RS12480,cysC
PN96_RS12490,cysN
PN96_RS12495,wecA
PN96_RS12520,gmhD
PN96_RS12525,lpxM
PN96_RS12530,waaF
PN96_RS12535,kdtA
PN96_RS12550,glf
PN96_RS12555,kdkA
PN96_RS12560,dgkA
PN96_RS12565,waaG
PN96_RS12575,opsX
PN96_RS12590,mutM
PN96_RS12610,radC
PN96_RS12615,coabc
PN96_RS12620,slmA
PN96_RS12625,lpxL
PN96_RS12630,pyrE
PN96_RS12635,rph
PN96_RS12665,psiE
PN96_RS12670,ddpF
PN96_RS12675,ddpD
PN96_RS12680,yejA
PN96_RS12685,yejE
PN96_RS12690,yejB
PN96_RS12705,exbB
PN96_RS12710,exbB
PN96_RS12715,exbD
PN96_RS12720,tonB
PN96_RS12730,gmk
PN96_RS12735,rpoZ
PN96_RS12740,spoT
PN96_RS12745,trmH
PN96_RS12750,recG
PN96_RS12755,xanP
PN96_RS12760,envZ
PN96_RS12765,ompR
PN96_RS12775,greB
PN96_RS12785,tex
PN96_RS12795,bioH
PN96_RS12805,nfuA
PN96_RS12810,nudE
PN96_RS12815,cysQ
PN96_RS12820,gspN
PN96_RS12825,gspM
PN96_RS12830,gspL
PN96_RS12835,gspK
PN96_RS12840,gspJ
PN96_RS12845,gspI
PN96_RS12850,gspH
PN96_RS12855,gspG
PN96_RS12860,gspF
PN96_RS12865,gspE
PN96_RS12870,gspD
PN96_RS12875,gspC
PN96_RS12880,hslR
PN96_RS12885,hslO
PN96_RS12890,pckA
PN96_RS12905,dtd
PN96_RS12925,typA
PN96_RS12930,glnA
PN96_RS12940,glnL
PN96_RS12945,glnG
PN96_RS12955,add
PN96_RS12960,hemN
PN96_RS12990,engB
PN96_RS12995,polA
PN96_RS13010,hemB
PN96_RS13015,tatD
PN96_RS13025,tatC
PN96_RS13030,tatB
PN96_RS13035,tatA
PN96_RS13040,ubiB
PN96_RS13045,ubiJ
PN96_RS13050,ubiE
PN96_RS13055,rmuC
PN96_RS13075,bac
PN96_RS13080,cydD
PN96_RS13090,hutZ
PN96_RS13115,tadC
PN96_RS13120,tadB
PN96_RS13125,cpaF
PN96_RS13130,cpaE
PN96_RS13140,cpaC
PN96_RS13145,cpaB
PN96_RS13150,cpaA
PN96_RS13155,flp
PN96_RS13175,uspB
PN96_RS13180,ftnA
PN96_RS13185,uspA
PN96_RS13200,rsmJ
PN96_RS13205,asnC
PN96_RS13210,prlC
PN96_RS13215,rlmJ
PN96_RS13220,gsr
PN96_RS13225,chuX
PN96_RS13230,eda
PN96_RS13240,idnK
PN96_RS13245,edd
PN96_RS13250,gntR
PN96_RS13320,rep
PN96_RS13325,acrR
PN96_RS13330,acrA
PN96_RS13335,acrB
PN96_RS13340,ubiK
PN96_RS13345,ilvC
PN96_RS13350,ilvY
PN96_RS13365,nagE
PN96_RS13400,hemG
PN96_RS13405,trkH
PN96_RS13415,fadB
PN96_RS13420,fadA
PN96_RS13425,acuI
PN96_RS13440,tusA
PN96_RS13455,glyQ
PN96_RS13460,glyS
PN96_RS13465,amy
PN96_RS13470,avtA
PN96_RS13475,ibpA
PN96_RS13480,gyrB
PN96_RS13485,recF
PN96_RS13490,dnaN
